BRC Query,Data Size
"[10.28, 48.19, 11.31, 49.54]",34
"[10.33, 50.87, 11.69, 52.18]",50
"[10.8, 51.88, 12.16, 53.26]",42
"[12.2, 51.42, 13.38, 52.54]",158
"[11.58, 51.65, 12.99, 52.72]",49
"[8.35, 52.61, 9.38, 54.02]",0
"[10.21, 51.9, 11.23, 53.04]",45
"[7.85, 51.33, 9.02, 52.39]",121
"[10.38, 51.06, 11.63, 52.32]",13
"[9.84, 50.3, 10.84, 51.54]",34
"[10.74, 48.23, 12.05, 49.26]",30
"[8.83, 49.7, 10.08, 50.86]",68
"[7.8, 51.79, 8.98, 52.83]",93
"[11.74, 49.3, 12.93, 50.35]",0
"[11.3, 48.8, 12.44, 49.92]",2
"[6.76, 52.75, 8.15, 54.16]",0
"[8.37, 49.32, 9.51, 50.35]",130
"[11.83, 48.19, 13.07, 49.5]",0
"[8.17, 50.63, 9.53, 51.95]",51
"[11.4, 51.43, 12.4, 52.79]",42
"[7.05, 48.77, 8.1, 49.8]",0
"[10.06, 49.12, 11.21, 50.26]",57
"[11.16, 52.34, 12.32, 53.6]",26
"[9.77, 48.49, 11.06, 49.67]",28
"[7.43, 51.61, 8.77, 52.98]",164
"[11.12, 48.6, 12.14, 49.64]",14
"[12.12, 52.32, 13.36, 53.34]",167
"[9.93, 49.39, 11.27, 50.46]",62
"[7.21, 53.24, 8.42, 54.41]",0
"[11.81, 48.62, 12.87, 49.93]",0
"[8.52, 51.76, 9.62, 53.15]",85
"[9.45, 49.02, 10.61, 50.17]",24
"[11.39, 50.65, 12.62, 51.95]",47
"[10.56, 52.61, 11.96, 53.71]",7
"[8.51, 51.96, 9.69, 53.0]",93
"[9.21, 49.22, 10.41, 50.46]",31
"[11.88, 53.07, 12.92, 54.22]",27
"[12.18, 50.94, 13.46, 51.99]",28
"[7.75, 51.57, 9.12, 52.62]",149
"[8.5, 48.48, 9.57, 49.78]",42
"[9.59, 52.17, 10.69, 53.32]",74
"[7.3, 52.22, 8.35, 53.52]",0
"[8.99, 50.9, 10.07, 52.14]",44
"[9.86, 51.45, 11.1, 52.85]",76
"[10.48, 50.88, 11.68, 52.07]",41
"[11.78, 52.29, 12.84, 53.55]",34
"[10.67, 52.64, 11.73, 53.89]",4
"[11.02, 48.69, 12.22, 49.71]",26
"[8.46, 52.1, 9.65, 53.27]",65
"[6.75, 52.24, 7.84, 53.3]",0
"[7.69, 48.43, 8.89, 49.44]",15
"[7.98, 50.62, 9.02, 51.69]",9
"[12.01, 49.43, 13.13, 50.54]",0
"[6.91, 49.01, 7.95, 50.03]",0
"[12.06, 49.72, 13.07, 50.97]",0
"[11.99, 52.01, 13.06, 53.31]",38
"[8.26, 51.91, 9.33, 53.16]",85
"[10.57, 49.37, 11.61, 50.72]",59
"[7.15, 53.15, 8.32, 54.19]",0
"[10.05, 49.33, 11.05, 50.73]",38
"[7.74, 52.46, 8.77, 53.51]",0
"[10.22, 52.13, 11.49, 53.49]",49
"[9.79, 51.95, 10.98, 52.98]",75
"[7.95, 53.36, 9.1, 54.5]",0
"[10.2, 50.94, 11.59, 52.11]",41
"[8.39, 49.09, 9.78, 50.13]",126
"[8.69, 52.05, 10.0, 53.17]",99
"[12.28, 50.08, 13.64, 51.15]",0
"[11.75, 49.68, 13.08, 50.78]",0
"[11.09, 53.27, 12.28, 54.6]",26
"[7.27, 49.42, 8.4, 50.75]",37
"[8.14, 52.11, 9.2, 53.44]",45
"[11.86, 51.62, 13.05, 53.0]",51
"[9.83, 49.97, 11.0, 51.16]",27
"[11.42, 51.34, 12.81, 52.35]",40
"[8.84, 52.83, 10.05, 54.23]",22
"[12.11, 49.79, 13.5, 50.95]",0
"[9.71, 52.53, 11.02, 53.79]",25
"[9.83, 49.36, 10.85, 50.76]",18
"[11.03, 49.12, 12.1, 50.46]",24
"[8.33, 48.88, 9.38, 49.93]",36
"[8.74, 50.67, 10.13, 51.96]",55
"[9.24, 52.5, 10.46, 53.58]",16
"[7.88, 53.27, 8.9, 54.44]",0
"[11.07, 50.96, 12.11, 52.14]",39
"[12.28, 52.66, 13.67, 54.01]",32
"[8.33, 50.5, 9.73, 51.7]",45
"[11.53, 48.43, 12.85, 49.78]",2
"[10.76, 49.7, 11.91, 50.91]",24
"[10.21, 48.55, 11.27, 49.68]",44
"[11.9, 51.71, 13.08, 52.76]",42
"[7.22, 49.97, 8.23, 50.97]",45
"[9.2, 53.27, 10.24, 54.56]",33
"[11.8, 49.86, 13.14, 51.03]",0
"[9.7, 48.57, 10.94, 49.67]",9
"[8.43, 48.82, 9.8, 50.04]",58
"[9.19, 49.14, 10.32, 50.5]",32
"[6.95, 50.14, 8.16, 51.49]",197
"[8.66, 49.28, 9.71, 50.46]",71
"[8.97, 51.27, 10.19, 52.53]",110
"[10.62, 52.42, 11.71, 53.83]",26
"[7.35, 52.6, 8.57, 53.8]",0
"[11.04, 49.71, 12.27, 51.08]",44
"[10.9, 50.64, 12.05, 51.87]",52
"[7.71, 49.15, 8.87, 50.32]",103
"[9.78, 52.69, 11.16, 53.9]",27
"[9.19, 53.19, 10.3, 54.27]",31
"[7.29, 52.07, 8.58, 53.16]",0
"[8.84, 52.04, 10.2, 53.25]",94
"[7.7, 49.23, 8.97, 50.54]",113
"[11.95, 48.95, 13.03, 50.36]",0
"[7.51, 52.77, 8.77, 53.83]",0
"[10.7, 49.6, 11.7, 50.89]",26
"[11.29, 51.63, 12.47, 52.77]",33
"[9.98, 51.26, 11.21, 52.38]",29
"[10.48, 50.86, 11.78, 52.04]",43
"[9.22, 53.38, 10.27, 54.45]",35
"[6.8, 48.14, 8.0, 49.43]",0
"[7.49, 48.58, 8.75, 49.98]",36
"[10.3, 51.67, 11.33, 52.88]",42
"[8.95, 51.29, 10.14, 52.3]",44
"[12.15, 49.19, 13.35, 50.33]",0
"[9.57, 52.77, 10.68, 54.0]",31
"[7.98, 49.15, 9.07, 50.4]",117
"[7.87, 51.52, 9.03, 52.82]",118
"[11.83, 51.25, 12.88, 52.64]",62
"[8.52, 53.01, 9.7, 54.12]",2
"[8.12, 53.06, 9.21, 54.15]",0
"[8.42, 53.04, 9.77, 54.35]",9
"[9.89, 50.37, 10.94, 51.39]",27
"[7.34, 50.22, 8.71, 51.36]",41
"[7.7, 48.72, 8.84, 49.85]",35
"[9.47, 49.01, 10.52, 50.36]",22
"[9.82, 50.73, 11.02, 51.92]",44
"[8.21, 50.96, 9.24, 52.31]",106
"[10.95, 53.38, 12.28, 54.66]",26
"[10.48, 49.23, 11.49, 50.53]",54
"[10.69, 49.13, 11.7, 50.35]",51
"[7.51, 52.33, 8.81, 53.69]",0
"[8.54, 52.15, 9.68, 53.47]",61
"[7.96, 49.97, 9.0, 51.22]",84
"[9.7, 52.5, 10.9, 53.58]",18
"[8.22, 51.07, 9.28, 52.31]",106
"[11.34, 48.12, 12.62, 49.3]",76
"[11.6, 49.92, 12.81, 50.95]",4
"[11.55, 49.37, 12.79, 50.66]",0
"[11.61, 51.17, 12.95, 52.23]",46
"[12.25, 49.73, 13.36, 50.78]",0
"[11.52, 49.52, 12.54, 50.67]",0
"[10.97, 50.07, 12.31, 51.22]",52
"[9.42, 52.78, 10.82, 54.02]",34
"[7.9, 49.23, 9.17, 50.54]",121
"[9.2, 50.84, 10.47, 51.96]",55
"[7.95, 50.87, 9.25, 52.02]",59
"[10.45, 52.61, 11.69, 53.62]",3
"[12.01, 50.61, 13.34, 51.92]",34
"[6.81, 50.69, 8.04, 51.71]",294
"[7.18, 48.49, 8.58, 49.59]",30
"[10.01, 49.81, 11.27, 50.98]",30
"[11.07, 53.26, 12.14, 54.45]",21
"[9.91, 52.5, 11.04, 53.58]",18
"[8.31, 48.44, 9.68, 49.8]",70
"[11.16, 52.63, 12.52, 53.98]",10
"[9.34, 53.23, 10.39, 54.47]",38
"[11.77, 50.27, 13.1, 51.52]",29
"[8.08, 52.43, 9.42, 53.83]",0
"[12.06, 48.48, 13.19, 49.59]",0
"[8.91, 48.94, 10.01, 50.17]",35
"[10.63, 51.65, 11.72, 53.05]",37
"[9.67, 50.56, 10.91, 51.83]",52
"[7.71, 50.08, 9.11, 51.37]",58
"[10.76, 52.03, 12.01, 53.39]",46
"[10.76, 48.97, 12.12, 50.01]",45
"[7.15, 49.11, 8.4, 50.13]",3
"[12.17, 48.67, 13.34, 49.74]",0
"[10.29, 49.75, 11.55, 51.02]",55
"[8.16, 48.55, 9.57, 49.89]",73
"[7.51, 48.92, 8.68, 50.23]",94
"[9.07, 49.91, 10.46, 51.11]",55
"[8.62, 52.72, 9.66, 53.9]",1
"[9.58, 49.13, 10.74, 50.47]",23
"[9.97, 53.27, 11.02, 54.33]",27
"[11.2, 48.37, 12.59, 49.56]",20
"[10.74, 51.74, 11.82, 52.98]",34
"[9.63, 49.9, 10.91, 50.96]",32
"[7.47, 50.87, 8.53, 52.02]",179
"[9.97, 53.37, 11.08, 54.41]",27
"[6.84, 48.58, 8.11, 49.8]",0
"[8.09, 50.78, 9.25, 51.89]",32
"[11.73, 50.45, 12.9, 51.85]",37
"[8.1, 51.29, 9.41, 52.47]",125
"[11.02, 48.25, 12.17, 49.43]",32
"[11.41, 48.56, 12.6, 49.68]",12
"[8.85, 48.23, 10.11, 49.43]",36
"[7.03, 50.76, 8.24, 51.84]",226
"[8.56, 50.77, 9.65, 52.02]",34
