SRC Query,Depth,BBoxes,Data Size
"[37.28, -124.28, 38.34, -122.53]",5,"[37.009014, -124.389343, 38.777004, -122.457283]",657
"[37.35, -120.1, 39.13, -118.44]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[37.99, -118.53, 39.78, -116.71]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[39.86, -119.25, 41.25, -117.98]",4,"[38.773846, -120.90374, 42.017231, -114.294258]",1316
"[39.03, -118.88, 40.92, -117.73]",4,"[38.773846, -120.90374, 42.017231, -114.294258]",1316
"[34.7, -117.39, 35.76, -115.5]",3,"[34.003124, -117.970444, 37.009014, -114.294258]",2631
"[37.2, -118.5, 38.24, -117.2]",4,"[37.009014, -120.322968, 38.773846, -114.294258]",1316
"[34.04, -119.38, 35.41, -118.24]",3,"[32.541302, -124.389343, 35.551353, -117.970444]",2631
"[37.42, -119.8, 38.95, -118.24]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[36.7, -120.98, 37.71, -119.46]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[37.9, -124.21, 39.56, -123.16]",2,"[37.009014, -124.389343, 42.017231, -121.790939]",5262
"[35.34, -121.93, 36.87, -120.59]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[33.96, -118.67, 35.35, -117.58]",1,"[32.541302, -124.389343, 37.009014, -114.294258]",10524
"[39.25, -122.54, 40.65, -121.43]",1,"[37.009014, -124.389343, 42.017231, -114.294258]",10524
"[38.65, -123.33, 39.96, -122.07]",2,"[37.009014, -124.389343, 42.017231, -121.790939]",5262
"[32.58, -117.17, 34.42, -115.29]",2,"[32.541302, -117.970444, 37.009014, -114.294258]",5262
"[34.73, -122.52, 36.04, -121.46]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[39.36, -124.28, 40.88, -122.61]",2,"[37.009014, -124.389343, 42.017231, -121.790939]",5262
"[34.46, -120.48, 36.23, -118.78]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[38.78, -119.23, 39.79, -117.46]",6,"[38.773846, -120.430931, 40.213436, -114.294258]",329
"[32.96, -123.37, 34.07, -122.31]",13,"[32.541302, -124.389343, 34.512501, -120.432167]",2
"[36.99, -122.82, 38.31, -121.53]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[38.47, -117.82, 39.81, -116.26]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[36.6, -123.8, 38.22, -122.42]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[33.47, -118.96, 35.2, -117.17]",1,"[32.541302, -124.389343, 37.009014, -114.294258]",10524
"[38.41, -123.64, 39.45, -122.55]",4,"[37.009014, -124.389343, 39.543308, -122.457283]",1315
"[39.76, -117.84, 41.28, -116.81]",4,"[38.773846, -120.90374, 42.017231, -114.294258]",1316
"[36.82, -122.4, 38.56, -121.24]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[33.17, -116.41, 34.62, -115.04]",2,"[32.541302, -117.970444, 37.009014, -114.294258]",5262
"[39.34, -123.6, 40.47, -121.93]",2,"[37.009014, -124.389343, 42.017231, -121.790939]",5262
"[34.93, -118.72, 36.14, -116.87]",1,"[32.541302, -124.389343, 37.009014, -114.294258]",10524
"[36.18, -122.98, 37.52, -121.66]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[38.77, -120.44, 40.27, -118.79]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[37.66, -117.39, 39.52, -116.17]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[34.92, -118.41, 36.3, -117.33]",1,"[32.541302, -124.389343, 37.009014, -114.294258]",10524
"[35.85, -122.67, 37.28, -121.15]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[39.43, -116.67, 40.52, -115.34]",4,"[38.773846, -120.90374, 42.017231, -114.294258]",1316
"[39.83, -119.99, 41.43, -118.89]",4,"[38.773846, -120.90374, 42.017231, -114.294258]",1316
"[33.9, -119.02, 35.7, -117.91]",1,"[32.541302, -124.389343, 37.009014, -114.294258]",10524
"[34.91, -123.83, 36.07, -122.19]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[36.37, -118.08, 37.59, -116.76]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[33.3, -118.0, 34.4, -116.35]",1,"[32.541302, -124.389343, 37.009014, -114.294258]",10524
"[35.56, -120.06, 36.73, -118.55]",3,"[35.551353, -124.389343, 37.009014, -117.970444]",2631
"[36.73, -119.19, 38.25, -117.32]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[37.56, -120.1, 39.0, -118.69]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[39.3, -117.89, 40.42, -116.33]",4,"[38.773846, -120.90374, 42.017231, -114.294258]",1316
"[37.81, -117.35, 38.93, -115.81]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[38.28, -123.49, 39.71, -122.45]",2,"[37.009014, -124.389343, 42.017231, -121.790939]",5262
"[34.85, -118.18, 36.27, -116.82]",1,"[32.541302, -124.389343, 37.009014, -114.294258]",10524
"[32.56, -117.97, 33.75, -116.84]",4,"[32.541302, -117.970444, 34.003124, -116.742416]",1315
"[33.82, -123.9, 35.26, -122.88]",4,"[32.541302, -124.389343, 35.551353, -119.04274]",1315
"[34.2, -120.5, 35.28, -119.35]",4,"[32.541302, -124.389343, 35.551353, -119.04274]",1315
"[39.61, -122.34, 40.88, -121.1]",1,"[37.009014, -124.389343, 42.017231, -114.294258]",10524
"[32.77, -122.99, 33.85, -121.96]",13,"[32.541302, -124.389343, 34.512501, -120.432167]",2
"[39.67, -121.89, 40.7, -120.35]",1,"[37.009014, -124.389343, 42.017231, -114.294258]",10524
"[39.58, -118.32, 40.74, -116.66]",4,"[38.773846, -120.90374, 42.017231, -114.294258]",1316
"[34.58, -118.48, 35.73, -116.94]",1,"[32.541302, -124.389343, 37.009014, -114.294258]",10524
"[37.68, -122.44, 38.77, -120.68]",1,"[37.009014, -124.389343, 42.017231, -114.294258]",10524
"[33.09, -116.55, 34.45, -115.46]",2,"[32.541302, -117.970444, 37.009014, -114.294258]",5262
"[36.98, -122.5, 37.99, -120.63]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[33.89, -117.62, 34.96, -116.52]",2,"[32.541302, -117.970444, 37.009014, -114.294258]",5262
"[37.21, -118.15, 38.78, -116.37]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[36.63, -118.42, 38.05, -117.35]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[34.16, -116.22, 35.47, -114.92]",4,"[34.003124, -116.941383, 37.009014, -114.294258]",1316
"[37.18, -120.0, 39.01, -118.63]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[34.76, -122.88, 36.6, -121.79]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[35.16, -118.27, 36.82, -117.01]",1,"[32.541302, -124.389343, 37.009014, -114.294258]",10524
"[39.97, -121.33, 41.75, -120.19]",3,"[38.773846, -121.790939, 42.017231, -114.294258]",2631
"[39.26, -121.95, 40.98, -120.73]",1,"[37.009014, -124.389343, 42.017231, -114.294258]",10524
"[38.38, -116.36, 39.8, -114.66]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[33.25, -122.36, 34.53, -120.64]",8,"[32.541302, -124.389343, 34.609451, -119.916641]",82
"[34.42, -118.17, 35.54, -116.46]",1,"[32.541302, -124.389343, 37.009014, -114.294258]",10524
"[39.41, -118.93, 40.83, -117.1]",4,"[38.773846, -120.90374, 42.017231, -114.294258]",1316
"[36.69, -121.5, 38.06, -120.09]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[38.82, -119.37, 40.65, -118.34]",4,"[38.773846, -120.90374, 42.017231, -114.294258]",1316
"[35.36, -117.04, 36.82, -115.18]",3,"[34.003124, -117.970444, 37.009014, -114.294258]",2631
"[39.74, -121.79, 41.58, -120.44]",3,"[38.773846, -121.790939, 42.017231, -114.294258]",2631
"[36.53, -117.52, 38.2, -115.96]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[36.68, -122.45, 37.72, -120.59]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[38.3, -122.83, 39.46, -121.09]",1,"[37.009014, -124.389343, 42.017231, -114.294258]",10524
"[34.67, -123.2, 35.79, -122.09]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[35.23, -120.41, 37.08, -118.78]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[35.89, -117.56, 37.37, -116.38]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[34.08, -116.37, 35.13, -115.0]",4,"[34.003124, -116.941383, 37.009014, -114.294258]",1316
"[38.35, -119.96, 39.43, -118.57]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[39.97, -117.32, 41.81, -115.57]",4,"[38.773846, -120.90374, 42.017231, -114.294258]",1316
"[34.68, -120.68, 36.55, -119.25]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[38.97, -123.9, 40.67, -122.14]",2,"[37.009014, -124.389343, 42.017231, -121.790939]",5262
"[37.93, -121.92, 39.25, -120.47]",1,"[37.009014, -124.389343, 42.017231, -114.294258]",10524
"[37.2, -123.72, 38.32, -122.43]",3,"[37.009014, -124.389343, 39.543308, -121.790939]",2631
"[39.46, -118.79, 40.86, -117.68]",4,"[38.773846, -120.90374, 42.017231, -114.294258]",1316
"[33.18, -121.51, 34.21, -120.5]",13,"[32.541302, -124.389343, 34.512501, -120.432167]",2
"[35.85, -116.36, 36.94, -114.74]",5,"[34.925854, -116.941383, 37.009014, -114.294258]",658
"[39.32, -121.67, 41.06, -120.3]",3,"[38.773846, -121.790939, 42.017231, -114.294258]",2631
"[36.51, -123.69, 38.02, -122.48]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[34.8, -123.3, 36.61, -121.82]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[35.82, -122.8, 37.1, -121.02]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[32.83, -121.24, 34.28, -119.48]",5,"[32.541302, -124.389343, 34.877285, -119.04274]",657
"[35.12, -122.58, 36.22, -121.18]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[35.53, -119.49, 37.01, -117.93]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[37.74, -117.69, 38.94, -115.81]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[33.36, -117.41, 34.83, -115.98]",2,"[32.541302, -117.970444, 37.009014, -114.294258]",5262
"[38.31, -121.91, 39.8, -120.11]",1,"[37.009014, -124.389343, 42.017231, -114.294258]",10524
"[38.11, -120.46, 39.42, -118.95]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[33.85, -122.78, 35.2, -121.41]",4,"[32.541302, -124.389343, 35.551353, -119.04274]",1315
"[36.62, -117.27, 38.45, -115.81]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[35.83, -116.5, 37.06, -115.33]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[33.29, -118.24, 34.92, -117.04]",1,"[32.541302, -124.389343, 37.009014, -114.294258]",10524
"[35.36, -118.28, 37.14, -116.83]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[33.83, -122.66, 35.4, -120.98]",4,"[32.541302, -124.389343, 35.551353, -119.04274]",1315
"[39.52, -123.09, 40.7, -121.21]",1,"[37.009014, -124.389343, 42.017231, -114.294258]",10524
"[33.58, -117.14, 35.14, -116.02]",2,"[32.541302, -117.970444, 37.009014, -114.294258]",5262
"[37.86, -122.08, 38.86, -120.45]",1,"[37.009014, -124.389343, 42.017231, -114.294258]",10524
"[38.65, -118.92, 40.05, -117.63]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[36.88, -119.49, 38.37, -118.23]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[37.56, -120.11, 39.22, -118.73]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[35.87, -116.19, 36.98, -115.04]",7,"[35.321751, -116.251694, 37.009014, -114.294258]",165
"[32.63, -124.35, 34.05, -122.72]",13,"[32.541302, -124.389343, 34.512501, -120.432167]",2
"[33.55, -123.66, 35.11, -121.8]",4,"[32.541302, -124.389343, 35.551353, -119.04274]",1315
"[37.32, -118.86, 38.39, -117.4]",4,"[37.009014, -120.322968, 38.773846, -114.294258]",1316
"[35.5, -119.46, 36.92, -118.43]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[39.79, -122.73, 41.22, -121.43]",1,"[37.009014, -124.389343, 42.017231, -114.294258]",10524
"[36.34, -117.14, 37.57, -115.63]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[34.21, -122.78, 35.41, -121.24]",4,"[32.541302, -124.389343, 35.551353, -119.04274]",1315
"[34.06, -119.09, 35.41, -117.45]",1,"[32.541302, -124.389343, 37.009014, -114.294258]",10524
"[39.36, -119.51, 40.47, -117.66]",4,"[38.773846, -120.90374, 42.017231, -114.294258]",1316
"[34.93, -116.78, 36.33, -115.55]",5,"[34.925854, -116.941383, 37.009014, -114.294258]",658
"[34.39, -116.7, 35.59, -115.49]",4,"[34.003124, -116.941383, 37.009014, -114.294258]",1316
"[34.8, -116.73, 36.55, -115.06]",4,"[34.003124, -116.941383, 37.009014, -114.294258]",1316
"[36.77, -120.89, 37.87, -119.84]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[33.35, -121.12, 35.15, -119.81]",4,"[32.541302, -124.389343, 35.551353, -119.04274]",1315
"[33.83, -123.46, 35.12, -122.18]",4,"[32.541302, -124.389343, 35.551353, -119.04274]",1315
"[36.2, -122.99, 37.31, -121.23]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[36.67, -120.32, 38.1, -118.92]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[34.52, -119.96, 35.59, -118.21]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[38.18, -116.2, 39.89, -114.59]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[37.56, -122.66, 38.59, -121.02]",1,"[37.009014, -124.389343, 42.017231, -114.294258]",10524
"[37.83, -122.82, 38.84, -121.34]",1,"[37.009014, -124.389343, 42.017231, -114.294258]",10524
"[33.58, -117.83, 35.23, -116.06]",2,"[32.541302, -117.970444, 37.009014, -114.294258]",5262
"[34.95, -118.11, 36.25, -116.41]",1,"[32.541302, -124.389343, 37.009014, -114.294258]",10524
"[34.18, -121.51, 35.27, -119.97]",4,"[32.541302, -124.389343, 35.551353, -119.04274]",1315
"[36.51, -117.57, 37.95, -116.4]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[34.53, -119.79, 35.65, -118.27]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[38.7, -124.38, 40.3, -122.99]",2,"[37.009014, -124.389343, 42.017231, -121.790939]",5262
"[39.06, -121.58, 40.52, -120.52]",3,"[38.773846, -121.790939, 42.017231, -114.294258]",2631
"[39.0, -122.43, 40.52, -120.79]",1,"[37.009014, -124.389343, 42.017231, -114.294258]",10524
"[39.08, -119.64, 40.81, -118.51]",4,"[38.773846, -120.90374, 42.017231, -114.294258]",1316
