BRC Query,Data Size
"[8.02, 52.66, 9.28, 54.19]",0
"[10.06, 51.57, 11.13, 53.23]",50
"[8.69, 50.14, 10.59, 52.19]",102
"[9.25, 49.72, 10.68, 51.38]",84
"[11.0, 52.24, 13.08, 53.88]",71
"[7.18, 49.99, 9.08, 51.16]",143
"[11.1, 50.42, 13.2, 52.54]",122
"[6.95, 49.55, 8.92, 51.62]",365
"[11.39, 50.08, 12.96, 51.89]",50
"[6.84, 51.0, 8.53, 52.07]",340
"[10.08, 49.26, 12.16, 50.77]",66
"[10.56, 50.71, 11.59, 52.53]",73
"[8.33, 51.92, 9.7, 53.41]",101
"[9.36, 51.8, 10.57, 53.74]",105
"[10.67, 49.7, 11.97, 51.17]",65
"[8.89, 52.35, 10.96, 53.6]",103
"[9.65, 51.81, 10.97, 52.86]",96
"[7.59, 51.14, 8.93, 52.73]",202
"[8.48, 50.55, 9.7, 52.47]",138
"[6.98, 49.34, 8.28, 50.93]",71
"[11.56, 48.51, 13.52, 50.07]",1
"[7.35, 51.38, 8.97, 52.81]",265
"[8.87, 50.38, 10.29, 52.17]",71
"[8.85, 52.39, 10.84, 53.81]",71
"[10.66, 51.46, 12.41, 53.09]",74
"[11.1, 48.22, 12.3, 50.16]",35
"[10.54, 51.38, 12.11, 52.5]",50
"[7.97, 51.55, 9.66, 52.99]",139
"[10.44, 51.27, 11.62, 53.12]",45
"[11.27, 50.14, 12.85, 51.95]",74
"[8.2, 50.0, 9.99, 51.96]",191
"[8.33, 48.77, 10.2, 50.88]",200
"[10.98, 51.46, 12.43, 53.54]",53
"[7.68, 48.97, 8.97, 50.76]",126
"[7.2, 49.45, 9.14, 50.85]",162
"[11.47, 50.6, 12.91, 51.73]",47
"[10.56, 49.46, 12.41, 51.22]",97
"[9.18, 51.39, 10.57, 53.15]",103
"[11.35, 49.63, 12.51, 51.44]",40
"[10.47, 51.49, 12.08, 52.89]",64
"[8.39, 50.59, 9.84, 52.46]",175
"[7.65, 50.02, 8.86, 51.85]",160
"[7.74, 51.68, 9.02, 52.71]",124
"[10.14, 52.04, 11.48, 53.58]",56
"[7.69, 48.29, 9.28, 49.85]",71
"[6.99, 49.18, 8.39, 50.27]",5
"[11.33, 51.49, 13.13, 52.88]",83
"[7.12, 48.85, 8.34, 50.41]",19
"[7.63, 51.4, 9.64, 52.81]",215
"[9.01, 49.07, 10.23, 50.26]",39
"[8.96, 51.32, 10.42, 52.38]",83
"[9.82, 48.68, 11.21, 49.74]",50
"[10.77, 49.69, 12.48, 50.8]",19
"[7.0, 52.22, 8.73, 53.45]",0
"[11.42, 49.46, 12.52, 51.41]",34
"[10.87, 52.33, 12.49, 53.74]",36
"[10.25, 50.34, 11.68, 51.51]",62
"[9.92, 52.09, 11.91, 53.59]",101
"[9.55, 48.49, 10.67, 50.22]",22
"[7.83, 50.03, 9.46, 51.91]",160
"[6.86, 49.03, 8.94, 51.03]",218
"[8.45, 50.15, 10.13, 51.27]",44
"[8.45, 48.44, 9.99, 50.06]",112
"[8.87, 49.11, 9.96, 50.3]",44
"[11.43, 52.45, 13.44, 53.99]",286
"[10.31, 50.49, 11.64, 52.21]",62
"[7.25, 49.99, 8.59, 51.08]",65
"[8.28, 50.52, 9.8, 52.13]",105
"[10.73, 48.72, 11.74, 50.32]",57
"[11.58, 48.96, 12.62, 49.97]",0
"[8.81, 48.32, 10.1, 49.8]",40
"[9.26, 50.63, 11.19, 51.94]",84
"[10.77, 50.01, 12.45, 51.59]",80
"[10.71, 52.49, 12.22, 53.66]",21
"[9.58, 50.34, 11.2, 51.65]",72
"[9.92, 52.32, 11.14, 53.52]",49
"[8.13, 49.26, 9.28, 51.36]",125
"[10.79, 49.4, 11.8, 51.48]",91
"[7.45, 48.93, 9.47, 51.04]",171
"[11.07, 52.5, 12.12, 54.1]",26
"[8.48, 48.47, 10.51, 49.69]",47
"[8.29, 49.69, 9.31, 51.53]",110
