BRC Query,Data Size
"[8.02, 52.66, 9.28, 54.19]",0
"[10.06, 51.57, 11.13, 53.23]",337
"[8.69, 50.14, 10.59, 52.19]",214
"[9.25, 49.72, 10.68, 51.38]",197
"[11.0, 52.24, 13.08, 53.88]",435
"[7.18, 49.99, 9.08, 51.16]",874
"[11.1, 50.42, 13.2, 52.54]",1137
"[6.95, 49.55, 8.92, 51.62]",2265
"[11.39, 50.08, 12.96, 51.89]",76
"[6.84, 51.0, 8.53, 52.07]",3596
"[10.08, 49.26, 12.16, 50.77]",276
"[10.56, 50.71, 11.59, 52.53]",1115
"[8.33, 51.92, 9.7, 53.41]",832
"[9.36, 51.8, 10.57, 53.74]",526
"[10.67, 49.7, 11.97, 51.17]",897
"[8.89, 52.35, 10.96, 53.6]",653
"[9.65, 51.81, 10.97, 52.86]",515
"[7.59, 51.14, 8.93, 52.73]",3042
"[8.48, 50.55, 9.7, 52.47]",873
"[6.98, 49.34, 8.28, 50.93]",467
"[11.56, 48.51, 13.52, 50.07]",1
"[7.35, 51.38, 8.97, 52.81]",3469
"[8.87, 50.38, 10.29, 52.17]",136
"[8.85, 52.39, 10.84, 53.81]",337
"[10.66, 51.46, 12.41, 53.09]",436
"[11.1, 48.22, 12.3, 50.16]",75
"[10.54, 51.38, 12.11, 52.5]",315
"[7.97, 51.55, 9.66, 52.99]",957
"[10.44, 51.27, 11.62, 53.12]",335
"[11.27, 50.14, 12.85, 51.95]",877
"[8.2, 50.0, 9.99, 51.96]",694
"[8.33, 48.77, 10.2, 50.88]",838
"[10.98, 51.46, 12.43, 53.54]",278
"[7.68, 48.97, 8.97, 50.76]",617
"[7.2, 49.45, 9.14, 50.85]",912
"[11.47, 50.6, 12.91, 51.73]",70
"[10.56, 49.46, 12.41, 51.22]",1044
"[9.18, 51.39, 10.57, 53.15]",583
"[11.35, 49.63, 12.51, 51.44]",60
"[10.47, 51.49, 12.08, 52.89]",419
"[8.39, 50.59, 9.84, 52.46]",1046
"[7.65, 50.02, 8.86, 51.85]",1554
"[7.74, 51.68, 9.02, 52.71]",1443
"[10.14, 52.04, 11.48, 53.58]",355
"[7.69, 48.29, 9.28, 49.85]",439
"[6.99, 49.18, 8.39, 50.27]",7
"[11.33, 51.49, 13.13, 52.88]",358
"[7.12, 48.85, 8.34, 50.41]",350
"[7.63, 51.4, 9.64, 52.81]",3215
"[9.01, 49.07, 10.23, 50.26]",116
"[8.96, 51.32, 10.42, 52.38]",418
"[9.82, 48.68, 11.21, 49.74]",255
