BRC Query,Data Size
"[7.4, 51.6, 9.35, 52.89]",207
"[9.19, 51.09, 10.69, 52.97]",127
"[7.2, 51.93, 8.23, 53.42]",31
"[10.51, 50.15, 11.51, 51.96]",46
"[7.87, 52.23, 9.93, 53.26]",74
"[6.86, 52.4, 8.47, 53.83]",0
"[7.81, 48.25, 9.28, 49.5]",60
"[8.9, 49.18, 10.46, 50.44]",53
"[7.82, 49.44, 9.34, 50.46]",131
"[10.88, 51.05, 12.5, 52.26]",45
"[11.65, 48.67, 13.61, 50.04]",0
"[10.31, 52.39, 12.11, 53.86]",55
"[10.85, 49.5, 12.6, 51.16]",68
"[11.11, 50.42, 13.06, 52.08]",75
"[6.91, 51.75, 8.18, 53.21]",70
"[7.59, 51.32, 9.21, 53.08]",224
"[8.59, 50.44, 10.08, 52.31]",125
"[9.32, 50.35, 10.76, 51.38]",65
"[6.95, 52.6, 8.74, 54.27]",0
"[8.69, 50.41, 9.88, 52.51]",142
"[10.55, 52.04, 12.16, 53.3]",65
"[9.28, 50.75, 11.35, 52.26]",109
"[8.07, 52.48, 9.68, 53.49]",0
"[10.62, 52.16, 12.54, 53.99]",72
"[10.74, 50.68, 12.32, 52.16]",68
"[7.02, 50.72, 9.0, 51.94]",281
"[9.24, 49.74, 10.78, 51.13]",70
"[9.4, 50.91, 11.1, 52.42]",151
"[6.88, 48.93, 8.14, 50.59]",34
"[11.0, 51.75, 12.9, 53.67]",62
"[8.0, 51.19, 9.94, 52.28]",139
"[6.82, 51.56, 7.84, 52.84]",109
"[7.28, 49.69, 8.98, 50.77]",124
"[7.53, 48.88, 9.12, 50.19]",129
"[10.26, 49.59, 11.77, 51.12]",74
"[6.85, 50.04, 8.28, 51.25]",137
"[7.28, 50.44, 9.29, 51.67]",126
"[9.74, 48.21, 11.66, 49.23]",24
"[7.46, 48.85, 9.27, 50.64]",164
"[10.09, 49.12, 11.7, 51.21]",120
"[10.69, 49.13, 12.27, 50.86]",62
"[8.69, 49.58, 10.34, 51.29]",109
"[7.03, 52.53, 8.36, 54.51]",0
"[8.25, 49.53, 10.21, 51.58]",195
"[10.42, 49.27, 11.89, 50.28]",53
"[11.09, 51.85, 12.13, 53.93]",32
"[9.56, 52.07, 10.75, 54.16]",121
"[10.22, 49.84, 11.79, 51.23]",68
"[7.76, 50.09, 9.52, 51.31]",71
"[7.25, 49.47, 9.0, 51.03]",141
"[8.35, 52.22, 10.33, 53.24]",90
"[7.73, 52.62, 9.1, 54.5]",0
"[8.42, 51.19, 9.66, 53.13]",127
"[11.35, 52.14, 12.74, 53.91]",47
"[9.14, 49.19, 11.25, 51.0]",138
"[7.16, 52.27, 8.35, 53.51]",0
"[10.49, 51.95, 12.16, 53.36]",70
"[8.42, 52.07, 9.75, 53.75]",84
"[11.46, 48.73, 13.45, 50.35]",2
"[7.25, 48.45, 8.29, 50.42]",20
"[10.64, 49.67, 12.57, 51.36]",79
"[10.61, 50.72, 12.03, 51.97]",54
"[7.14, 52.18, 8.44, 53.81]",0
"[11.32, 49.38, 12.83, 51.26]",33
"[10.83, 51.17, 11.84, 52.27]",7
"[7.31, 48.3, 9.3, 49.57]",66
"[11.63, 48.64, 13.1, 49.83]",0
"[7.93, 48.59, 9.76, 50.61]",199
"[8.61, 52.26, 10.7, 53.59]",110
"[7.99, 48.57, 9.52, 50.3]",182
"[6.93, 52.6, 7.94, 53.93]",0
"[9.69, 49.55, 11.19, 50.62]",35
"[11.26, 52.54, 13.35, 53.66]",84
"[7.8, 52.59, 9.49, 54.2]",0
"[10.14, 49.3, 11.88, 50.91]",74
"[8.26, 48.49, 9.54, 49.8]",70
"[11.6, 51.09, 13.1, 52.81]",98
"[11.39, 49.52, 12.83, 50.89]",6
"[8.31, 52.19, 10.26, 53.53]",108
"[8.39, 50.76, 10.0, 52.43]",196
"[7.95, 49.23, 8.97, 50.31]",107
"[9.47, 48.46, 10.55, 50.17]",22
"[8.18, 50.37, 10.07, 52.34]",181
"[7.5, 51.74, 9.06, 52.83]",149
"[11.44, 51.66, 12.63, 53.76]",41
"[10.8, 48.6, 12.16, 50.18]",58
"[11.29, 52.19, 12.62, 53.35]",37
"[11.24, 49.56, 12.28, 51.57]",50
"[10.72, 51.95, 12.74, 53.79]",73
"[10.15, 50.09, 11.35, 51.27]",51
"[10.28, 49.27, 12.03, 50.34]",53
"[11.51, 50.62, 13.42, 52.23]",65
"[10.95, 49.92, 12.46, 51.3]",54
"[8.01, 51.06, 9.04, 52.53]",109
"[9.56, 49.74, 10.63, 50.9]",35
"[7.36, 51.9, 8.65, 53.35]",76
"[8.72, 49.18, 10.41, 50.19]",59
"[9.35, 51.08, 10.91, 52.57]",145
"[10.14, 49.2, 11.96, 50.76]",66
"[9.11, 50.0, 10.36, 51.63]",79
"[11.23, 49.37, 13.26, 51.09]",32
"[6.98, 50.45, 8.06, 52.43]",327
"[7.53, 52.14, 9.39, 53.49]",47
"[10.17, 49.81, 12.12, 51.6]",87
"[10.38, 52.02, 12.05, 54.03]",76
"[11.49, 48.92, 13.13, 50.2]",0
"[7.81, 51.57, 9.45, 52.63]",149
"[10.11, 49.7, 11.91, 51.28]",81
"[7.55, 48.3, 9.37, 50.4]",196
"[10.74, 49.34, 12.44, 51.36]",112
"[11.49, 51.65, 12.65, 53.59]",41
"[10.0, 50.15, 11.79, 52.19]",83
"[11.54, 51.78, 12.97, 53.27]",57
"[7.55, 48.69, 8.91, 50.71]",133
"[11.49, 50.86, 12.62, 52.32]",52
"[7.32, 49.25, 8.65, 51.09]",92
"[6.76, 50.12, 7.97, 51.14]",123
"[9.84, 51.93, 11.52, 53.16]",72
"[8.15, 49.36, 9.76, 51.02]",157
"[7.98, 51.72, 9.75, 53.63]",139
"[11.56, 50.36, 13.17, 52.32]",62
"[10.54, 49.86, 12.18, 51.18]",63
"[7.27, 48.66, 9.18, 50.5]",169
"[9.44, 51.59, 11.52, 53.68]",135
"[7.41, 50.73, 8.97, 52.08]",233
"[9.23, 50.53, 10.63, 51.53]",65
"[8.93, 49.51, 10.43, 50.96]",75
"[10.61, 50.36, 12.38, 52.09]",85
"[8.61, 48.13, 9.84, 49.44]",36
"[9.7, 51.9, 11.69, 53.47]",104
"[11.62, 51.92, 13.14, 53.38]",79
"[10.42, 49.51, 12.53, 50.7]",32
"[9.81, 49.76, 11.41, 50.76]",24
"[8.66, 49.97, 10.14, 51.94]",134
"[9.63, 52.21, 11.45, 54.05]",131
"[9.18, 51.04, 11.02, 52.77]",154
"[9.85, 50.99, 11.31, 52.7]",91
"[11.38, 51.98, 13.26, 53.84]",125
"[10.77, 49.71, 12.45, 51.01]",48
"[10.24, 50.6, 12.22, 51.77]",75
"[10.86, 50.25, 12.4, 51.3]",51
"[9.26, 50.04, 11.1, 51.44]",87
"[9.99, 50.43, 11.01, 52.49]",85
"[10.15, 51.26, 11.6, 52.94]",57
"[7.77, 52.16, 9.0, 53.46]",29
"[7.11, 50.5, 9.04, 51.91]",249
"[9.27, 48.89, 11.1, 50.62]",85
"[10.27, 49.35, 12.18, 51.03]",110
"[7.89, 48.9, 9.52, 50.79]",148
"[11.03, 49.13, 12.4, 51.21]",67
"[10.24, 48.26, 12.19, 50.27]",84
"[9.82, 50.09, 11.17, 51.94]",53
"[10.62, 50.97, 11.83, 52.16]",32
"[11.55, 52.28, 13.05, 54.1]",72
"[9.74, 50.52, 11.03, 51.68]",44
"[7.42, 49.76, 9.22, 51.6]",206
"[7.93, 51.39, 9.74, 52.73]",157
"[7.26, 50.36, 8.71, 51.47]",52
"[7.66, 50.84, 8.72, 52.84]",144
"[7.81, 51.33, 8.85, 53.24]",117
"[11.51, 49.68, 13.2, 51.62]",43
"[7.32, 48.55, 9.1, 50.0]",38
"[9.19, 48.89, 10.61, 50.15]",28
"[10.8, 50.76, 12.32, 52.0]",59
"[10.28, 50.82, 11.65, 52.84]",102
"[11.66, 51.75, 12.71, 53.71]",42
"[8.32, 50.76, 9.75, 52.79]",163
"[8.72, 51.58, 10.71, 52.75]",134
"[11.26, 48.78, 12.28, 50.53]",6
"[7.02, 48.71, 8.45, 50.23]",15
"[10.9, 48.28, 12.92, 49.35]",26
"[10.9, 49.36, 11.95, 50.49]",44
"[7.19, 51.02, 8.22, 52.85]",210
"[10.14, 51.14, 12.09, 52.58]",86
"[9.86, 51.04, 11.95, 52.31]",51
"[7.04, 50.81, 9.09, 52.2]",331
"[9.73, 50.5, 11.36, 51.57]",68
"[8.49, 49.03, 9.95, 51.02]",139
"[8.84, 51.37, 10.58, 53.2]",131
"[10.31, 49.26, 12.15, 51.35]",122
"[7.48, 52.01, 9.51, 53.97]",80
"[7.0, 51.82, 8.1, 53.35]",48
"[8.57, 48.3, 10.67, 49.9]",57
"[8.93, 49.92, 10.07, 51.71]",88
"[11.1, 50.51, 12.13, 51.61]",46
"[10.7, 48.27, 11.8, 49.7]",67
"[10.36, 48.71, 11.71, 50.6]",63
"[10.73, 49.5, 12.69, 50.98]",55
"[7.95, 49.62, 9.57, 51.0]",116
"[10.62, 50.78, 12.69, 51.9]",82
"[9.97, 52.62, 11.47, 54.43]",27
"[10.87, 50.56, 12.66, 52.57]",104
"[10.85, 48.83, 12.18, 50.25]",51
"[9.32, 49.69, 10.43, 51.33]",74
"[6.95, 51.09, 8.86, 52.44]",354
"[8.21, 49.6, 9.61, 51.44]",140
"[9.22, 48.8, 10.81, 50.83]",50
"[8.35, 48.43, 9.72, 50.53]",189
"[9.11, 52.35, 11.13, 54.44]",133
"[10.77, 52.32, 12.81, 54.22]",87
"[7.4, 50.74, 8.99, 52.85]",270
"[10.62, 51.52, 12.41, 52.93]",68
"[11.4, 49.95, 13.12, 51.47]",36
"[11.59, 48.88, 13.19, 50.05]",0
"[10.14, 52.25, 11.77, 53.46]",54
"[8.77, 48.35, 10.59, 49.46]",36
"[9.44, 48.6, 10.74, 49.89]",21
"[9.87, 48.48, 11.46, 49.56]",41
"[10.95, 48.91, 12.67, 50.88]",54
"[6.85, 51.98, 8.26, 53.78]",4
"[8.14, 50.84, 10.14, 52.81]",226
"[11.16, 51.2, 12.64, 52.81]",70
"[11.41, 51.43, 13.3, 53.34]",150
"[11.68, 49.04, 12.97, 50.88]",0
"[10.55, 50.34, 12.13, 51.79]",67
"[11.11, 50.78, 13.0, 51.82]",60
"[10.95, 48.98, 12.46, 50.32]",42
"[10.16, 48.66, 11.17, 50.0]",48
"[11.13, 52.54, 12.97, 54.15]",62
"[9.57, 50.51, 11.19, 52.12]",78
"[10.79, 49.98, 12.86, 51.69]",85
"[8.26, 50.43, 9.6, 52.09]",83
"[9.46, 48.86, 11.55, 50.57]",89
"[11.66, 50.7, 13.49, 52.11]",49
"[8.73, 52.2, 10.78, 53.95]",159
"[11.19, 51.98, 13.23, 53.41]",109
"[9.04, 49.82, 10.93, 51.66]",113
"[9.12, 50.2, 10.5, 51.33]",57
"[8.49, 48.2, 9.96, 49.39]",39
"[8.03, 50.81, 9.99, 52.13]",118
"[11.68, 50.46, 12.97, 52.29]",48
"[10.16, 51.66, 11.65, 53.2]",56
"[10.28, 52.55, 11.83, 54.35]",18
"[7.19, 52.52, 8.34, 53.78]",0
"[6.87, 50.3, 8.15, 52.37]",402
"[8.71, 51.92, 10.52, 53.02]",113
"[9.77, 50.62, 11.89, 52.22]",98
"[8.45, 52.54, 10.51, 53.66]",18
"[9.47, 51.18, 10.94, 52.31]",48
"[8.05, 50.3, 9.36, 52.19]",84
"[10.98, 51.2, 12.86, 52.3]",46
"[8.67, 49.46, 10.42, 51.03]",113
"[11.22, 52.01, 12.35, 53.13]",34
"[8.65, 49.03, 10.67, 50.61]",107
"[8.8, 52.64, 10.8, 53.96]",33
"[9.18, 50.6, 11.18, 51.84]",85
"[10.5, 50.33, 11.88, 51.34]",56
"[11.63, 52.34, 13.37, 54.43]",223
"[8.06, 50.12, 9.67, 51.97]",90
"[10.91, 49.37, 12.17, 51.16]",88
"[8.77, 49.01, 9.92, 50.64]",60
"[9.7, 50.55, 11.78, 52.23]",106
"[7.47, 49.39, 8.93, 51.17]",125
"[8.06, 49.79, 9.3, 51.32]",106
"[8.41, 48.94, 10.09, 50.93]",172
"[10.17, 48.38, 11.77, 49.75]",68
"[10.15, 51.82, 11.87, 53.82]",81
"[8.3, 49.62, 9.85, 50.76]",135
"[7.43, 48.52, 8.72, 50.12]",97
"[10.22, 51.24, 11.85, 52.49]",57
"[7.72, 52.15, 9.36, 53.62]",44
"[6.76, 49.51, 7.78, 51.2]",126
"[7.16, 51.22, 8.41, 53.32]",234
"[8.43, 50.48, 10.1, 51.51]",48
"[8.37, 49.26, 9.53, 51.12]",132
"[10.11, 48.47, 11.16, 50.28]",52
"[7.25, 49.35, 8.61, 50.41]",65
"[6.89, 49.94, 8.05, 51.99]",392
"[9.9, 51.22, 11.17, 52.53]",75
"[9.29, 52.44, 10.65, 53.84]",32
"[10.71, 51.96, 12.43, 53.64]",65
"[11.05, 51.21, 12.5, 52.91]",68
"[9.35, 50.56, 10.98, 52.0]",78
"[11.18, 50.62, 12.89, 51.68]",65
"[9.25, 49.1, 10.45, 50.59]",36
"[9.44, 49.35, 10.72, 50.94]",51
"[9.08, 48.59, 10.53, 50.01]",63
"[9.98, 50.6, 11.59, 52.55]",123
"[10.32, 48.26, 12.09, 49.61]",70
"[10.12, 52.28, 11.29, 53.44]",36
"[11.09, 51.95, 12.33, 53.9]",39
"[8.4, 48.85, 10.4, 50.8]",176
"[8.63, 48.65, 10.12, 50.32]",133
"[8.07, 51.76, 9.82, 53.44]",143
"[6.78, 52.31, 8.85, 54.03]",0
"[8.62, 52.14, 10.25, 53.66]",127
"[10.59, 50.04, 12.26, 52.09]",71
"[8.76, 48.36, 10.44, 49.89]",54
