BRC Query,Num Of Points
"[[(210096, 303327), [228617, 219328]]]",0
"[[(29342, 122573), [143863, 219328]]]",0
"[[(276172, 369403), [262883, 219328]]]",0
"[[(220419, 313650), [167140, 219328]]]",2
"[[(257991, 351222), [195837, 219328]]]",0
"[[(313977, 407208), [122643, 215874]]]",0
"[[(272718, 365949), [81136, 174367]]]",0
"[[(155881, 249112), [81384, 174615]]]",1
"[[(57835, 151066), [332320, 219328]]]",0
"[[(139454, 232685), [287333, 219328]]]",0
"[[(377830, 471061), [323687, 219328]]]",0
"[[(85167, 178398), [170723, 219328]]]",0
"[[(59897, 153128), [46779, 140010]]]",2
"[[(366721, 459952), [181235, 219328]]]",0
"[[(255655, 348886), [301620, 219328]]]",0
"[[(60913, 154144), [193605, 219328]]]",0
"[[(235748, 328979), [173895, 219328]]]",2
"[[(328397, 421628), [343883, 219328]]]",0
"[[(115322, 208553), [297798, 219328]]]",0
"[[(258207, 351438), [240215, 219328]]]",0
"[[(281456, 374687), [144689, 219328]]]",0
"[[(40769, 134000), [295793, 219328]]]",0
"[[(15478, 108709), [57018, 150249]]]",3
"[[(217215, 310446), [380494, 219328]]]",0
"[[(358421, 451652), [335936, 219328]]]",0
"[[(8716, 101947), [328927, 219328]]]",0
"[[(266893, 360124), [182775, 219328]]]",0
"[[(135996, 229227), [178617, 219328]]]",0
"[[(377028, 470259), [41138, 134369]]]",0
"[[(108291, 201522), [305656, 219328]]]",0
"[[(124353, 217584), [133220, 219328]]]",1
"[[(82825, 176056), [292800, 219328]]]",0
"[[(242982, 336213), [55940, 149171]]]",0
"[[(50293, 143524), [175917, 219328]]]",0
"[[(274424, 367655), [264644, 219328]]]",0
"[[(65294, 158525), [166161, 219328]]]",0
"[[(297139, 390370), [160732, 219328]]]",0
"[[(378558, 471789), [73553, 166784]]]",0
"[[(295133, 388364), [182574, 219328]]]",0
"[[(291381, 384612), [114653, 207884]]]",0
"[[(324359, 417590), [295023, 219328]]]",0
"[[(316197, 409428), [158932, 219328]]]",0
"[[(241419, 334650), [56158, 149389]]]",0
"[[(320743, 413974), [209916, 219328]]]",0
"[[(174340, 267571), [309923, 219328]]]",0
"[[(135050, 228281), [160333, 219328]]]",0
"[[(104517, 197748), [107412, 200643]]]",1
"[[(106017, 199248), [25404, 118635]]]",4
"[[(329386, 422617), [352395, 219328]]]",0
"[[(144461, 237692), [257956, 219328]]]",0
"[[(44337, 137568), [55210, 148441]]]",3
"[[(363963, 457194), [76392, 169623]]]",0
"[[(86524, 179755), [28376, 121607]]]",8
"[[(50190, 143421), [374763, 219328]]]",0
"[[(291547, 384778), [366467, 219328]]]",0
"[[(213268, 306499), [377888, 219328]]]",0
"[[(283144, 376375), [152628, 219328]]]",0
"[[(281685, 374916), [131587, 219328]]]",0
"[[(120944, 214175), [364357, 219328]]]",0
"[[(317342, 410573), [228015, 219328]]]",0
"[[(312044, 405275), [152406, 219328]]]",0
"[[(244341, 337572), [266410, 219328]]]",0
"[[(354275, 447506), [344288, 219328]]]",0
"[[(375236, 468467), [195480, 219328]]]",0
"[[(51304, 144535), [178156, 219328]]]",0
"[[(329391, 422622), [68593, 161824]]]",0
"[[(263153, 356384), [315913, 219328]]]",0
"[[(338495, 431726), [183895, 219328]]]",0
"[[(107930, 201161), [135537, 219328]]]",1
"[[(16615, 109846), [150218, 219328]]]",0
"[[(69529, 162760), [377914, 219328]]]",0
"[[(123701, 216932), [203183, 219328]]]",0
"[[(97498, 190729), [182461, 219328]]]",0
"[[(231532, 324763), [40723, 133954]]]",0
"[[(60864, 154095), [84850, 178081]]]",0
"[[(373897, 467128), [122817, 216048]]]",0
"[[(31832, 125063), [308988, 219328]]]",0
"[[(340623, 433854), [288190, 219328]]]",0
"[[(323827, 417058), [364941, 219328]]]",0
"[[(46912, 140143), [22113, 115344]]]",20
"[[(73361, 166592), [341039, 219328]]]",0
"[[(106956, 200187), [326012, 219328]]]",0
"[[(310082, 403313), [70871, 164102]]]",0
"[[(213223, 306454), [56106, 149337]]]",0
"[[(202176, 295407), [68958, 162189]]]",0
"[[(27196, 120427), [325575, 219328]]]",0
"[[(19460, 112691), [110138, 203369]]]",0
"[[(105095, 198326), [73073, 166304]]]",1
"[[(259373, 352604), [118519, 211750]]]",0
"[[(40143, 133374), [364290, 219328]]]",0
"[[(20061, 113292), [293453, 219328]]]",0
"[[(231263, 324494), [333490, 219328]]]",0
"[[(61332, 154563), [144389, 219328]]]",0
"[[(44819, 138050), [123895, 217126]]]",0
"[[(45850, 139081), [347292, 219328]]]",0
"[[(165959, 259190), [191771, 219328]]]",2
"[[(236742, 329973), [102655, 195886]]]",0
"[[(40120, 133351), [272167, 219328]]]",0
"[[(253028, 346259), [28762, 121993]]]",0
"[[(320846, 414077), [61028, 154259]]]",0
"[[(374763, 467994), [213258, 219328]]]",0
"[[(112636, 205867), [144501, 219328]]]",0
"[[(196103, 289334), [254645, 219328]]]",0
"[[(306839, 400070), [96944, 190175]]]",0
"[[(373911, 467142), [360774, 219328]]]",0
"[[(114764, 207995), [38552, 131783]]]",2
"[[(362641, 455872), [91063, 184294]]]",0
"[[(93027, 186258), [187587, 219328]]]",0
"[[(285713, 378944), [139549, 219328]]]",0
"[[(69570, 162801), [321007, 219328]]]",0
"[[(240016, 333247), [357086, 219328]]]",0
"[[(99772, 193003), [15039, 108270]]]",24
"[[(255384, 348615), [365304, 219328]]]",0
"[[(223025, 316256), [306495, 219328]]]",0
"[[(274769, 368000), [171404, 219328]]]",0
"[[(348345, 441576), [195367, 219328]]]",0
"[[(211877, 305108), [352897, 219328]]]",0
"[[(139677, 232908), [88549, 181780]]]",1
"[[(302032, 395263), [370307, 219328]]]",0
"[[(14637, 107868), [248216, 219328]]]",0
"[[(49574, 142805), [184234, 219328]]]",0
"[[(32075, 125306), [293497, 219328]]]",0
"[[(155380, 248611), [78810, 172041]]]",1
"[[(134014, 227245), [260733, 219328]]]",0
"[[(192784, 286015), [328003, 219328]]]",0
"[[(159047, 252278), [361174, 219328]]]",0
"[[(196441, 289672), [317592, 219328]]]",0
"[[(340383, 433614), [333740, 219328]]]",0
"[[(77503, 170734), [170802, 219328]]]",0
"[[(211549, 304780), [225391, 219328]]]",0
"[[(349340, 442571), [50439, 143670]]]",0
"[[(8916, 102147), [319846, 219328]]]",0
"[[(108942, 202173), [374375, 219328]]]",0
"[[(183439, 276670), [92044, 185275]]]",0
"[[(133639, 226870), [125084, 218315]]]",1
"[[(342297, 435528), [243068, 219328]]]",0
"[[(206637, 299868), [380544, 219328]]]",0
"[[(361369, 454600), [305991, 219328]]]",0
"[[(225385, 318616), [24655, 117886]]]",0
"[[(219020, 312251), [376077, 219328]]]",0
"[[(305635, 398866), [227388, 219328]]]",0
"[[(355298, 448529), [379840, 219328]]]",0
"[[(32643, 125874), [94978, 188209]]]",1
"[[(241609, 334840), [41611, 134842]]]",0
"[[(144026, 237257), [375913, 219328]]]",0
"[[(90790, 184021), [242140, 219328]]]",0
"[[(284717, 377948), [263584, 219328]]]",0
"[[(302454, 395685), [324775, 219328]]]",0
"[[(8153, 101384), [28517, 121748]]]",11
"[[(267420, 360651), [179005, 219328]]]",0
"[[(171725, 264956), [252902, 219328]]]",0
"[[(34256, 127487), [225768, 219328]]]",0
"[[(106683, 199914), [295721, 219328]]]",0
"[[(340037, 433268), [51877, 145108]]]",0
"[[(76547, 169778), [15839, 109070]]]",38
"[[(218784, 312015), [363854, 219328]]]",0
