BRC Query: Large,Points,Num Of Points
"[18855, 9783, 158702, 148090]","[(18879, 9783), (19241, 9783), (19674, 9783), (20436, 9783), (20438, 9783), (20535, 9783), (20608, 9783), (20748, 9783), (21863, 9783), (22194, 9783), (22831, 9783), (23406, 9783), (23495, 9783), (24057, 9783), (24212, 9783), (24275, 9783), (24331, 9783), (24720, 9783), (25131, 9783), (25298, 9783), (25310, 9783), (25353, 9783), (25776, 9783), (25836, 9783), (26019, 9783), (26439, 9783), (26585, 9783), (26637, 9783), (26678, 9783), (26689, 9783), (26982, 9783), (27132, 9783), (27326, 9783), (28335, 9783), (28606, 9783), (28679, 9783), (28692, 9783), (28914, 9783), (29062, 9783), (29426, 9783), (29626, 9783), (29755, 9783), (30513, 9783), (30550, 9783), (30603, 9783), (30609, 9783), (30614, 9783), (30624, 9783), (30636, 9783), (30696, 9783), (30722, 9783), (30875, 9783), (30994, 9783), (31115, 9783), (31318, 9783), (31864, 9783), (32082, 9783), (32148, 9783), (32442, 9783), (32826, 9783), (33005, 9783), (33158, 9783), (33170, 9783), (33370, 9783), (33559, 9783), (33638, 9783), (33872, 9783), (33886, 9783), (34005, 9783), (34059, 9783), (35029, 9783), (35032, 9783), (35044, 9783), (35489, 9783), (36245, 9783), (36532, 9783), (36631, 9783), (36684, 9783), (37039, 9783), (37137, 9783), (37618, 9783), (37675, 9783), (38422, 9783), (38485, 9783), (38626, 9783), (39029, 9783), (39768, 9783), (39831, 9783), (39921, 9783), (40256, 9783), (40260, 9783), (40400, 9783), (40697, 9783), (40867, 9783), (40890, 9783), (41202, 9783), (41278, 9783), (41511, 9783), (41980, 9783), (42207, 9783), (42574, 9783), (42764, 9783), (43248, 9783), (43368, 9783), (43573, 9783), (43769, 9783), (43804, 9783), (43993, 9783), (44129, 9783), (44137, 9783), (44183, 9783), (44634, 9783), (44766, 9783), (44936, 9783), (45136, 9783), (45284, 9783), (45797, 9783), (45920, 9783), (45983, 9783), (46088, 9783), (46429, 9783), (46877, 9783), (47302, 9783), (47635, 9783), (48109, 9783), (48181, 9783), (48310, 9783), (49389, 9783), (49721, 9783), (49725, 9783), (49863, 9783), (50447, 9783), (50526, 9783), (51010, 9783), (51086, 9783), (51087, 9783), (51629, 9783), (52116, 9783), (52622, 9783), (52858, 9783), (52935, 9783), (53127, 9783), (53579, 9783), (54494, 9783), (54758, 9783), (54812, 9783), (54908, 9783), (55395, 9783), (55583, 9783), (55789, 9783), (55920, 9783), (56158, 9783), (56339, 9783), (56424, 9783), (56656, 9783), (57205, 9783), (57375, 9783), (57612, 9783), (57704, 9783), (57725, 9783), (57806, 9783), (58277, 9783), (58872, 9783), (59402, 9783), (60352, 9783), (60964, 9783), (61077, 9783), (61602, 9783), (61809, 9783), (61843, 9783), (62117, 9783), (62215, 9783), (62561, 9783), (62623, 9783), (62762, 9783), (62822, 9783), (63037, 9783), (63286, 9783), (63412, 9783), (63461, 9783), (63503, 9783), (63996, 9783), (64543, 9783), (64648, 9783), (64896, 9783), (65102, 9783), (65894, 9783), (66131, 9783), (66186, 9783), (66645, 9783), (67084, 9783), (67141, 9783), (67704, 9783), (67775, 9783), (67852, 9783), (68206, 9783), (68756, 9783), (68834, 9783), (69069, 9783), (38887, 9915), (22814, 10194), (68109, 10266), (53242, 10360), (53466, 10375), (47776, 10415), (33799, 10494), (64792, 10612), (50338, 10676), (49765, 10733), (23113, 10772), (30413, 10779), (58284, 10957), (44669, 10971), (35566, 11251), (35453, 11255), (32831, 11265), (57527, 11497), (38232, 11561), (41278, 11779), (32121, 11788), (53606, 11796), (51395, 11836), (48931, 11879), (33714, 12060), (45332, 12137), (48630, 12271), (57909, 12464), (69011, 12465), (52402, 12568), (42232, 12601), (49652, 12838), (57957, 12989), (29280, 13094), (30339, 13111), (24839, 13248), (65784, 13357), (45691, 13454), (67034, 13769), (44331, 13802), (49175, 14068), (31051, 14216), (41155, 14314), (53917, 14664), (36533, 14717), (65308, 14734), (44972, 14862), (50329, 14943), (34575, 15287), (42513, 15533), (51493, 15564), (54829, 15900), (39855, 16189), (21753, 16314), (51223, 16726), (22236, 16731), (63498, 17671), (41525, 17796), (63107, 18050), (45429, 18052), (53682, 18069), (37806, 18407), (40233, 19562), (50668, 19879), (64482, 19940), (38608, 20050), (44065, 20197), (54163, 20267), (55449, 20430), (31646, 20485), (49593, 20773), (53426, 21070), (60166, 21389), (58014, 21689), (44527, 21949), (28947, 21975), (49317, 22137), (37782, 22212), (41126, 22253), (46040, 22975), (47542, 24648), (40142, 26381), (60551, 27192), (33518, 27430), (53468, 27679), (59032, 35658), (42096, 38413), (50806, 40774), (45785, 56718), (37985, 59118), (59458, 97155), (69337, 9783), (69793, 9783), (70283, 9783), (70423, 9783), (70521, 9783), (70588, 9783), (70680, 9783), (71018, 9783), (71804, 9783), (72475, 9783), (72493, 9783), (72525, 9783), (72684, 9783), (72699, 9783), (72826, 9783), (72867, 9783), (72940, 9783), (73557, 9783), (73725, 9783), (74123, 9783), (74949, 9783), (75337, 9783), (76019, 9783), (76099, 9783), (77001, 9783), (77198, 9783), (77218, 9783), (77882, 9783), (78741, 9783), (79216, 9783), (79340, 9783), (79684, 9783), (80674, 9783), (80751, 9783), (81868, 9783), (82333, 9783), (82547, 9783), (82942, 9783), (83102, 9783), (83416, 9783), (83728, 9783), (84309, 9783), (84650, 9783), (85589, 9783), (85950, 9783), (86007, 9783), (86912, 9783), (88087, 9783), (88621, 9783), (89116, 9783), (90429, 9783), (90924, 9783), (91406, 9783), (91856, 9783), (92218, 9783), (92609, 9783), (92640, 9783), (93593, 9783), (93783, 9783), (93961, 9783), (94390, 9783), (94602, 9783), (95340, 9783), (95385, 9783), (96416, 9783), (96966, 9783), (98024, 9783), (98327, 9783), (98408, 9783), (100278, 9783), (101493, 9783), (101814, 9783), (102629, 9783), (104677, 9783), (104703, 9783), (105545, 9783), (105570, 9783), (106663, 9783), (107478, 9783), (108346, 9783), (108732, 9783), (108986, 9783), (109213, 9783), (109573, 9783), (110921, 9783), (111164, 9783), (111242, 9783), (112677, 9783), (112976, 9783), (113246, 9783), (114372, 9783), (114520, 9783), (116220, 9783), (116287, 9783), (116488, 9783), (117484, 9783), (121931, 9783), (122165, 9783), (122167, 9783), (122208, 9783), (122416, 9783), (124097, 9783), (124858, 9783), (124923, 9783), (124927, 9783), (125770, 9783), (128325, 9783), (128327, 9783), (128789, 9783), (128817, 9783), (128824, 9783), (130064, 9783), (130097, 9783), (130955, 9783), (131043, 9783), (131366, 9783), (131661, 9783), (132054, 9783), (132210, 9783), (132577, 9783), (133429, 9783), (133609, 9783), (134752, 9783), (135339, 9783), (136248, 9783), (139599, 9783), (140019, 9783), (140329, 9783), (142342, 9783), (143901, 9783), (144911, 9783), (145861, 9783), (146478, 9783), (148084, 9783), (150098, 9783), (151150, 9783), (154464, 9783), (154911, 9783), (157902, 9783), (109659, 10073), (97397, 10118), (117247, 10175), (74579, 10307), (75032, 10463), (101228, 10532), (72294, 10541), (157004, 10618), (139551, 10641), (146929, 10643), (69452, 10773), (82564, 10832), (70242, 10839), (93565, 10870), (147676, 10916), (147078, 10944), (134002, 11278), (156028, 11367), (100745, 11476), (85483, 11574), (128706, 11613), (143615, 11672), (122199, 12087), (105003, 12340), (150853, 12820), (96432, 13026), (94047, 13060), (70802, 13078), (92728, 13196), (129316, 13429), (137355, 13489), (116696, 13511), (132304, 13523), (104767, 13542), (158074, 13700), (139379, 14023), (115607, 14151), (80255, 14211), (69969, 14216), (95698, 14228), (113212, 14272), (88748, 14276), (108221, 14539), (81522, 14734), (113997, 14770), (84540, 14828), (83357, 14829), (89325, 14834), (78971, 14940), (81807, 15030), (88006, 15197), (125111, 15411), (125429, 15748), (80282, 15888), (79695, 15889), (76820, 16004), (117428, 16207), (91779, 16340), (114056, 16475), (84227, 16516), (130706, 16530), (109712, 16598), (138819, 16651), (75988, 16684), (82405, 16839), (70320, 17096), (144008, 17433), (101506, 17559), (128703, 17618), (78083, 18380), (150585, 18421), (97661, 18559), (141934, 18755), (108072, 19082), (78438, 19163), (98057, 19225), (148995, 19294), (89429, 19819), (155423, 20233), (77898, 21019), (73225, 23191), (93859, 24177), (73683, 24778), (85915, 25965), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",523
"[103521, 166683, 243368, 219328]","[(243245, 219327)]",1
"[273856, 307100, 413703, 219328]",[],0
"[141527, 182540, 281374, 219328]","[(249218, 208706), (243245, 219327)]",2
"[42521, 266858, 182368, 219328]",[],0
"[145484, 166873, 285331, 219328]","[(249218, 208706), (243245, 219327)]",2
"[222064, 209527, 361911, 219328]","[(243245, 219327)]",1
"[209275, 40758, 349122, 180605]",[],0
"[93992, 74869, 233839, 214716]","[(182621, 142145)]",1
"[133396, 158633, 273243, 219328]","[(249218, 208706), (243245, 219327)]",2
"[183242, 37229, 323089, 177076]","[(200563, 62770)]",1
"[26956, 260472, 166803, 219328]",[],0
"[227199, 81991, 367046, 219328]","[(249218, 208706), (243245, 219327)]",2
"[265978, 323720, 405825, 219328]",[],0
"[50909, 87480, 190756, 219328]","[(59458, 97155), (182621, 142145)]",2
"[193071, 223672, 332918, 219328]",[],0
"[26561, 328861, 166408, 219328]",[],0
"[252581, 210850, 392428, 219328]",[],0
"[248703, 32775, 388550, 172622]",[],0
"[61322, 254998, 201169, 219328]",[],0
"[87477, 18722, 227324, 158569]","[(141934, 18755), (108072, 19082), (98057, 19225), (148995, 19294), (89429, 19819), (155423, 20233), (165683, 22519), (93859, 24177), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (181333, 62750), (200563, 62770), (182621, 142145)]",20
"[25138, 321798, 164985, 219328]",[],0
"[331812, 77691, 471659, 217538]",[],0
"[177939, 63320, 317786, 203167]","[(182621, 142145)]",1
"[296026, 189870, 435873, 219328]",[],0
"[110339, 209136, 250186, 219328]","[(243245, 219327)]",1
"[265185, 66311, 405032, 206158]",[],0
"[39658, 327995, 179505, 219328]",[],0
"[253058, 330203, 392905, 219328]",[],0
"[185255, 73298, 325102, 213145]","[(249218, 208706)]",1
"[334243, 163508, 474090, 219328]",[],0
"[74758, 211354, 214605, 219328]",[],0
"[162154, 71845, 302001, 211692]","[(182621, 142145), (249218, 208706)]",2
"[280226, 107274, 420073, 219328]",[],0
"[28136, 213651, 167983, 219328]",[],0
"[241204, 202932, 381051, 219328]","[(249218, 208706), (243245, 219327)]",2
"[107982, 246914, 247829, 219328]",[],0
"[195053, 47616, 334900, 187463]","[(200563, 62770)]",1
"[31521, 29078, 171368, 168925]","[(59032, 35658), (42096, 38413), (50806, 40774), (45785, 56718), (37985, 59118), (59458, 97155), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",15
"[263007, 142012, 402854, 219328]",[],0
"[22092, 280779, 161939, 219328]",[],0
"[306571, 307903, 446418, 219328]",[],0
"[121352, 128522, 261199, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[57125, 271526, 196972, 219328]",[],0
"[282692, 228376, 422539, 219328]",[],0
"[273986, 168188, 413833, 219328]",[],0
"[67594, 84500, 207441, 219328]","[(182621, 142145)]",1
"[231448, 304870, 371295, 219328]",[],0
"[229396, 52173, 369243, 192020]",[],0
"[63043, 226032, 202890, 219328]",[],0
"[41106, 60132, 180953, 199979]","[(59458, 97155), (72803, 67715)]",2
"[225781, 89988, 365628, 219328]","[(249218, 208706), (243245, 219327)]",2
"[24213, 242326, 164060, 219328]",[],0
"[234130, 226755, 373977, 219328]",[],0
"[23916, 268491, 163763, 219328]",[],0
"[178247, 140544, 318094, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[49293, 192930, 189140, 219328]",[],0
"[44989, 71754, 184836, 211601]","[(59458, 97155), (182621, 142145)]",2
"[196469, 23519, 336316, 163366]","[(306553, 24096), (260858, 24535), (200563, 62770)]",3
"[189229, 190505, 329076, 219328]","[(249218, 208706), (243245, 219327)]",2
"[101391, 13341, 241238, 153188]","[(129316, 13429), (137355, 13489), (116696, 13511), (132304, 13523), (104767, 13542), (208038, 13601), (219818, 13637), (158074, 13700), (139379, 14023), (115607, 14151), (113212, 14272), (181926, 14472), (221990, 14496), (108221, 14539), (168299, 14657), (113997, 14770), (171536, 15407), (125111, 15411), (125429, 15748), (164496, 15993), (117428, 16207), (114056, 16475), (130706, 16530), (109712, 16598), (138819, 16651), (229026, 16672), (232460, 17215), (144008, 17433), (101506, 17559), (128703, 17618), (194547, 17907), (150585, 18421), (141934, 18755), (108072, 19082), (148995, 19294), (155423, 20233), (165683, 22519), (111501, 26612), (105291, 33531), (145935, 34939), (110575, 36221), (103123, 45841), (181333, 62750), (200563, 62770), (182621, 142145)]",45
"[128961, 199902, 268808, 219328]","[(249218, 208706), (243245, 219327)]",2
"[45088, 320901, 184935, 219328]",[],0
"[83242, 117157, 223089, 219328]","[(182621, 142145)]",1
"[9811, 115486, 149658, 219328]",[],0
"[72703, 11883, 212550, 151730]","[(193616, 12009), (122199, 12087), (105003, 12340), (150853, 12820), (96432, 13026), (94047, 13060), (92728, 13196), (129316, 13429), (137355, 13489), (116696, 13511), (132304, 13523), (104767, 13542), (208038, 13601), (158074, 13700), (139379, 14023), (115607, 14151), (80255, 14211), (95698, 14228), (113212, 14272), (88748, 14276), (181926, 14472), (108221, 14539), (168299, 14657), (81522, 14734), (113997, 14770), (84540, 14828), (83357, 14829), (89325, 14834), (78971, 14940), (81807, 15030), (88006, 15197), (171536, 15407), (125111, 15411), (125429, 15748), (80282, 15888), (79695, 15889), (164496, 15993), (76820, 16004), (117428, 16207), (91779, 16340), (114056, 16475), (84227, 16516), (130706, 16530), (109712, 16598), (138819, 16651), (75988, 16684), (82405, 16839), (144008, 17433), (101506, 17559), (128703, 17618), (194547, 17907), (78083, 18380), (150585, 18421), (97661, 18559), (141934, 18755), (108072, 19082), (78438, 19163), (98057, 19225), (148995, 19294), (89429, 19819), (155423, 20233), (77898, 21019), (165683, 22519), (73225, 23191), (93859, 24177), (73683, 24778), (85915, 25965), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (181333, 62750), (200563, 62770), (72803, 67715), (182621, 142145)]",80
"[161871, 201647, 301718, 219328]","[(249218, 208706), (243245, 219327)]",2
"[21040, 325231, 160887, 219328]",[],0
"[130204, 82506, 270051, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[106154, 246168, 246001, 219328]",[],0
"[67042, 258041, 206889, 219328]",[],0
"[188707, 143498, 328554, 219328]","[(249218, 208706), (243245, 219327)]",2
"[76357, 22763, 216204, 162610]","[(93859, 24177), (85915, 25965), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (181333, 62750), (200563, 62770), (182621, 142145)]",14
"[117231, 198035, 257078, 219328]","[(249218, 208706), (243245, 219327)]",2
"[183760, 256299, 323607, 219328]",[],0
"[161540, 163487, 301387, 219328]","[(249218, 208706), (243245, 219327)]",2
"[298155, 179550, 438002, 219328]",[],0
"[104609, 319029, 244456, 219328]",[],0
"[50484, 61898, 190331, 201745]","[(59458, 97155), (181333, 62750), (72803, 67715), (182621, 142145)]",4
"[287681, 312649, 427528, 219328]",[],0
"[169473, 90117, 309320, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[205558, 85148, 345405, 219328]","[(249218, 208706), (243245, 219327)]",2
"[73776, 124937, 213623, 219328]","[(182621, 142145)]",1
"[173735, 274629, 313582, 219328]",[],0
"[135434, 132193, 275281, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[104556, 160716, 244403, 219328]","[(243245, 219327)]",1
"[203394, 228205, 343241, 219328]",[],0
"[32368, 77445, 172215, 217292]","[(59458, 97155)]",1
"[323323, 18890, 463170, 158737]","[(462771, 37243)]",1
"[214582, 48970, 354429, 188817]",[],0
"[46500, 77333, 186347, 217180]","[(59458, 97155), (182621, 142145)]",2
"[228439, 165081, 368286, 219328]","[(249218, 208706), (243245, 219327)]",2
"[296882, 226613, 436729, 219328]",[],0
"[82714, 318011, 222561, 219328]",[],0
"[229465, 164369, 369312, 219328]","[(249218, 208706), (243245, 219327)]",2
"[194010, 52448, 333857, 192295]","[(200563, 62770)]",1
"[138171, 241326, 278018, 219328]",[],0
"[201713, 285574, 341560, 219328]",[],0
"[38450, 205475, 178297, 219328]",[],0
"[222354, 12535, 362201, 152382]","[(315979, 12702), (250983, 13907), (286201, 14322), (358657, 15258), (244062, 15465), (229026, 16672), (232460, 17215), (337473, 17444), (277400, 19941), (306553, 24096), (260858, 24535)]",11
"[226863, 176240, 366710, 219328]","[(249218, 208706), (243245, 219327)]",2
"[239483, 115066, 379330, 219328]","[(249218, 208706), (243245, 219327)]",2
"[202940, 161896, 342787, 219328]","[(249218, 208706), (243245, 219327)]",2
"[254997, 55856, 394844, 195703]",[],0
"[105350, 65062, 245197, 204909]","[(182621, 142145)]",1
"[153329, 66920, 293176, 206767]","[(182621, 142145)]",1
"[300764, 325597, 440611, 219328]",[],0
"[88793, 242035, 228640, 219328]",[],0
"[217190, 105309, 357037, 219328]","[(249218, 208706), (243245, 219327)]",2
"[229211, 234460, 369058, 219328]",[],0
"[99729, 138118, 239576, 219328]","[(182621, 142145)]",1
"[245853, 186578, 385700, 219328]","[(249218, 208706)]",1
"[282502, 82863, 422349, 219328]",[],0
"[194431, 250566, 334278, 219328]",[],0
"[53467, 261499, 193314, 219328]",[],0
"[114882, 162639, 254729, 219328]","[(249218, 208706), (243245, 219327)]",2
"[9083, 243568, 148930, 219328]",[],0
"[332512, 250343, 472359, 219328]",[],0
"[12194, 122796, 152041, 219328]",[],0
"[164648, 68125, 304495, 207972]","[(182621, 142145)]",1
"[166011, 293963, 305858, 219328]",[],0
"[327492, 90021, 467339, 219328]",[],0
"[230524, 255284, 370371, 219328]",[],0
"[56641, 269044, 196488, 219328]",[],0
"[129941, 293193, 269788, 219328]",[],0
"[220613, 154963, 360460, 219328]","[(249218, 208706), (243245, 219327)]",2
"[19451, 71467, 159298, 211314]","[(59458, 97155)]",1
"[149715, 29375, 289562, 169222]","[(181333, 62750), (200563, 62770), (182621, 142145)]",3
"[8249, 142636, 148096, 219328]",[],0
"[217008, 283945, 356855, 219328]",[],0
"[313051, 215858, 452898, 219328]",[],0
"[241207, 61611, 381054, 201458]",[],0
"[140556, 193621, 280403, 219328]","[(249218, 208706), (243245, 219327)]",2
"[156698, 110893, 296545, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[320283, 52817, 460130, 192664]",[],0
"[26703, 45056, 166550, 184903]","[(45785, 56718), (37985, 59118), (59458, 97155), (103123, 45841), (97257, 47150), (72803, 67715)]",6
"[145735, 168341, 285582, 219328]","[(249218, 208706), (243245, 219327)]",2
"[287897, 186317, 427744, 219328]",[],0
"[70079, 286086, 209926, 219328]",[],0
"[138689, 93866, 278536, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[43817, 225607, 183664, 219328]",[],0
"[159999, 156358, 299846, 219328]","[(249218, 208706), (243245, 219327)]",2
"[280659, 78592, 420506, 218439]",[],0
"[309048, 282351, 448895, 219328]",[],0
"[118363, 286710, 258210, 219328]",[],0
"[63327, 223496, 203174, 219328]",[],0
"[293105, 219621, 432952, 219328]",[],0
"[154191, 161342, 294038, 219328]","[(249218, 208706), (243245, 219327)]",2
"[240043, 203049, 379890, 219328]","[(249218, 208706), (243245, 219327)]",2
"[306034, 80370, 445881, 219328]",[],0
"[90466, 72760, 230313, 212607]","[(182621, 142145)]",1
"[71303, 208094, 211150, 219328]",[],0
"[218470, 318003, 358317, 219328]",[],0
"[253453, 81272, 393300, 219328]",[],0
"[301515, 164858, 441362, 219328]",[],0
"[193745, 255929, 333592, 219328]",[],0
"[225752, 122417, 365599, 219328]","[(249218, 208706), (243245, 219327)]",2
"[258053, 264419, 397900, 219328]",[],0
"[271082, 174966, 410929, 219328]",[],0
"[266444, 39690, 406291, 179537]",[],0
"[240891, 165500, 380738, 219328]","[(249218, 208706), (243245, 219327)]",2
"[82991, 267913, 222838, 219328]",[],0
"[35592, 333774, 175439, 219328]",[],0
"[121213, 21510, 261060, 161357]","[(165683, 22519), (260858, 24535), (145935, 34939), (181333, 62750), (200563, 62770), (182621, 142145)]",6
"[194449, 255333, 334296, 219328]",[],0
"[213095, 13417, 352942, 153264]","[(219818, 13637), (250983, 13907), (286201, 14322), (221990, 14496), (244062, 15465), (229026, 16672), (232460, 17215), (337473, 17444), (277400, 19941), (306553, 24096), (260858, 24535)]",11
"[284326, 42959, 424173, 182806]",[],0
"[50779, 215271, 190626, 219328]",[],0
"[11484, 197530, 151331, 219328]",[],0
"[29706, 69014, 169553, 208861]","[(59458, 97155)]",1
"[333635, 10078, 473482, 149925]","[(443074, 12940), (358657, 15258), (337473, 17444), (462771, 37243)]",4
"[149846, 161485, 289693, 219328]","[(249218, 208706), (243245, 219327)]",2
"[126966, 81873, 266813, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[308455, 159072, 448302, 219328]",[],0
"[108363, 63408, 248210, 203255]","[(182621, 142145)]",1
"[235667, 249758, 375514, 219328]",[],0
"[181234, 209511, 321081, 219328]","[(243245, 219327)]",1
"[96331, 181496, 236178, 219328]",[],0
"[229214, 236323, 369061, 219328]",[],0
"[85721, 242626, 225568, 219328]",[],0
"[85449, 282928, 225296, 219328]",[],0
"[173829, 75867, 313676, 215714]","[(182621, 142145), (249218, 208706)]",2
"[117622, 106066, 257469, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[240966, 191181, 380813, 219328]","[(249218, 208706), (243245, 219327)]",2
"[211999, 232140, 351846, 219328]",[],0
"[266044, 212346, 405891, 219328]",[],0
"[123543, 110979, 263390, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[238422, 115212, 378269, 219328]","[(249218, 208706), (243245, 219327)]",2
"[315627, 34223, 455474, 174070]",[],0
"[211722, 25564, 351569, 165411]",[],0
"[130815, 52501, 270662, 192348]","[(181333, 62750), (200563, 62770), (182621, 142145)]",3
"[106030, 198753, 245877, 219328]","[(243245, 219327)]",1
"[37996, 99014, 177843, 219328]",[],0
"[130309, 328341, 270156, 219328]",[],0
"[164106, 329246, 303953, 219328]",[],0
"[53535, 276614, 193382, 219328]",[],0
"[157237, 193227, 297084, 219328]","[(249218, 208706), (243245, 219327)]",2
"[223826, 248395, 363673, 219328]",[],0
"[36397, 278714, 176244, 219328]",[],0
"[294997, 233877, 434844, 219328]",[],0
"[312707, 246459, 452554, 219328]",[],0
"[265124, 141680, 404971, 219328]",[],0
"[257495, 121058, 397342, 219328]",[],0
"[184903, 147510, 324750, 219328]","[(249218, 208706), (243245, 219327)]",2
"[30260, 31084, 170107, 170931]","[(59032, 35658), (42096, 38413), (50806, 40774), (45785, 56718), (37985, 59118), (59458, 97155), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",15
"[35670, 93501, 175517, 219328]","[(59458, 97155)]",1
"[191514, 10148, 331361, 149995]","[(192522, 10541), (298492, 10704), (250207, 11064), (191871, 11154), (205048, 11389), (298475, 11417), (193616, 12009), (279774, 12055), (315979, 12702), (217026, 12784), (208038, 13601), (219818, 13637), (250983, 13907), (286201, 14322), (221990, 14496), (244062, 15465), (229026, 16672), (232460, 17215), (194547, 17907), (277400, 19941), (306553, 24096), (260858, 24535), (200563, 62770)]",23
"[160060, 11855, 299907, 151702]","[(193616, 12009), (279774, 12055), (217026, 12784), (208038, 13601), (219818, 13637), (250983, 13907), (286201, 14322), (181926, 14472), (221990, 14496), (168299, 14657), (171536, 15407), (244062, 15465), (164496, 15993), (229026, 16672), (232460, 17215), (194547, 17907), (277400, 19941), (165683, 22519), (260858, 24535), (181333, 62750), (200563, 62770), (182621, 142145)]",22
"[81730, 41508, 221577, 181355]","[(103123, 45841), (97257, 47150), (181333, 62750), (200563, 62770), (182621, 142145)]",5
"[232378, 124596, 372225, 219328]","[(249218, 208706), (243245, 219327)]",2
"[327218, 216004, 467065, 219328]",[],0
"[300548, 123970, 440395, 219328]",[],0
"[245988, 109225, 385835, 219328]","[(249218, 208706)]",1
"[186114, 327051, 325961, 219328]",[],0
"[61772, 326021, 201619, 219328]",[],0
"[53006, 175380, 192853, 219328]",[],0
"[177424, 289083, 317271, 219328]",[],0
"[247058, 178585, 386905, 219328]","[(249218, 208706)]",1
"[142072, 23231, 281919, 163078]","[(260858, 24535), (145935, 34939), (181333, 62750), (200563, 62770), (182621, 142145)]",5
"[281790, 31370, 421637, 171217]",[],0
"[107800, 201424, 247647, 219328]","[(243245, 219327)]",1
"[50120, 118003, 189967, 219328]","[(182621, 142145)]",1
"[283113, 189388, 422960, 219328]",[],0
"[106570, 113824, 246417, 219328]","[(182621, 142145), (243245, 219327)]",2
"[139858, 166096, 279705, 219328]","[(249218, 208706), (243245, 219327)]",2
"[171816, 279121, 311663, 219328]",[],0
"[209795, 141621, 349642, 219328]","[(249218, 208706), (243245, 219327)]",2
"[260868, 188440, 400715, 219328]",[],0
"[133926, 31449, 273773, 171296]","[(145935, 34939), (181333, 62750), (200563, 62770), (182621, 142145)]",4
"[168451, 297510, 308298, 219328]",[],0
"[46042, 12944, 185889, 152791]","[(57957, 12989), (65784, 13357), (67034, 13769), (49175, 14068), (53917, 14664), (65308, 14734), (50329, 14943), (51493, 15564), (54829, 15900), (51223, 16726), (63498, 17671), (63107, 18050), (53682, 18069), (50668, 19879), (64482, 19940), (54163, 20267), (55449, 20430), (49593, 20773), (53426, 21070), (60166, 21389), (58014, 21689), (49317, 22137), (47542, 24648), (60551, 27192), (53468, 27679), (59032, 35658), (50806, 40774), (59458, 97155), (96432, 13026), (94047, 13060), (70802, 13078), (92728, 13196), (129316, 13429), (137355, 13489), (116696, 13511), (132304, 13523), (104767, 13542), (158074, 13700), (139379, 14023), (115607, 14151), (80255, 14211), (69969, 14216), (95698, 14228), (113212, 14272), (88748, 14276), (181926, 14472), (108221, 14539), (168299, 14657), (81522, 14734), (113997, 14770), (84540, 14828), (83357, 14829), (89325, 14834), (78971, 14940), (81807, 15030), (88006, 15197), (171536, 15407), (125111, 15411), (125429, 15748), (80282, 15888), (79695, 15889), (164496, 15993), (76820, 16004), (117428, 16207), (91779, 16340), (114056, 16475), (84227, 16516), (130706, 16530), (109712, 16598), (138819, 16651), (75988, 16684), (82405, 16839), (70320, 17096), (144008, 17433), (101506, 17559), (128703, 17618), (78083, 18380), (150585, 18421), (97661, 18559), (141934, 18755), (108072, 19082), (78438, 19163), (98057, 19225), (148995, 19294), (89429, 19819), (155423, 20233), (77898, 21019), (165683, 22519), (73225, 23191), (93859, 24177), (73683, 24778), (85915, 25965), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (181333, 62750), (72803, 67715), (182621, 142145)]",104
"[249777, 267797, 389624, 219328]",[],0
"[237859, 33004, 377706, 172851]",[],0
"[224186, 266896, 364033, 219328]",[],0
"[249557, 238860, 389404, 219328]",[],0
"[70047, 53004, 209894, 192851]","[(181333, 62750), (200563, 62770), (72803, 67715), (182621, 142145)]",4
"[50834, 134546, 190681, 219328]","[(182621, 142145)]",1
"[59880, 88750, 199727, 219328]","[(182621, 142145)]",1
