BRC Query,Data Size
"[[(23.98067854635114, 38.49307774884375), (14.828527733732468, 16.052538051770846)]]",30
"[[(59.215998523751054, 76.66996588822175), (46.0795499739957, 60.40885184867697)]]",238
"[[(20.194386420068167, 22.061888208364046), (36.616506221032566, 49.8043915239583)]]",26
"[[(75.26809614801894, 86.60157433871063), (58.24317797697542, 64.21926447729015)]]",66
"[[(60.025925133553734, 73.29122959423779), (37.64357981695096, 50.90516405078032)]]",169
"[[(21.700206012983866, 26.24768188904552), (77.42879011099647, 92.535565092821)]]",75
"[[(58.44384870778825, 69.0995500209692), (2.2498755352961832, 13.850338150688762)]]",121
"[[(50.61592846403848, 63.45234466070114), (81.091562957448, 88.30315461802891)]]",91
"[[(59.42545045914204, 76.95334828180543), (36.93704576021829, 42.859798106908094)]]",102
"[[(24.199141083711837, 29.68962120650574), (43.86398492983748, 54.3447649031877)]]",55
"[[(73.69336043535827, 90.21690446389762), (41.626271793726055, 44.9192560959129)]]",51
"[[(54.15064192909861, 66.06213797006296), (80.91949384665871, 86.67923233543422)]]",72
"[[(62.21363380816381, 67.63618941728558), (28.697893036323507, 37.55593705713429)]]",45
"[[(40.852873064301995, 49.81200524378235), (17.767463029570006, 23.239867301562374)]]",54
"[[(74.99780685860489, 77.87583952434498), (37.29979458240903, 55.11416429549364)]]",54
"[[(68.50816048753283, 72.61127720044246), (44.16250470083574, 59.155467339826885)]]",60
"[[(65.16218667211398, 77.62557274754853), (15.372635788406864, 28.607224459844794)]]",156
"[[(24.392371775650766, 37.380182998957466), (58.55592051197307, 76.12154401534289)]]",234
"[[(74.55209968479622, 91.82604684651888), (29.73874333087005, 40.990186494939344)]]",187
"[[(31.18095222340693, 48.453551191799875), (14.158688916537061, 15.67098748953324)]]",17
"[[(25.63758727853754, 31.939537952759387), (3.5910949745100087, 15.199380578574978)]]",72
"[[(70.7277568898243, 83.12921234222898), (15.952796997265278, 21.61806944052445)]]",78
"[[(65.30162851905415, 74.69746821499164), (32.47829232502372, 41.378694229905705)]]",81
"[[(24.295488073750377, 31.563262836491806), (16.884331299684927, 25.191448395968912)]]",63
"[[(36.783774239511835, 39.21438074965277), (74.4341257759773, 78.92781892841661)]]",12
"[[(41.98936244345319, 59.60508481196831), (75.64651428088382, 89.54644231103833)]]",252
"[[(1.7116508941355524, 16.493494640763902), (76.47049686447606, 88.3457094992905)]]",180
"[[(18.211278442138802, 20.293145485956053), (23.562260246099243, 38.71242549030513)]]",30
"[[(71.69515718678934, 74.95913774489927), (62.315370084790885, 78.51538062304812)]]",48
"[[(28.53646429761567, 33.77058939849677), (76.49110859512281, 89.69312604444389)]]",65
"[[(62.45310347867839, 65.01579810859866), (64.27788018600614, 69.59424483189485)]]",15
"[[(68.91264742298605, 81.45922781546746), (33.89014635480922, 41.535528337415684)]]",104
"[[(27.05138930290058, 29.8761729762596), (43.39856178891012, 45.297280284968295)]]",4
"[[(70.87171868396584, 78.6483267462118), (9.127364842446658, 15.408401563252076)]]",48
"[[(74.78929622635741, 84.12157474541786), (35.96850896126837, 53.44943629259162)]]",180
"[[(1.907772599512136, 6.617873836350295), (15.708289249417872, 20.359897190366393)]]",25
"[[(57.2416279075347, 63.4417110932577), (44.58769003596488, 58.414000578116145)]]",84
"[[(71.59697385536096, 75.22677186586566), (64.68166109230336, 65.74928484279239)]]",4
"[[(23.330152108681673, 26.499767290822078), (52.87702085597166, 65.3077680139372)]]",39
"[[(68.5673676386789, 82.66952503894305), (30.499723340038507, 42.812029094687254)]]",168
"[[(63.68373955431282, 72.13693920446883), (1.539369370333304, 3.2804494516647025)]]",18
"[[(35.633502677980935, 44.08563095388013), (61.18988601051242, 70.35721568819767)]]",81
"[[(79.70468414561992, 81.00786352759688), (3.833456208297739, 17.670099169249333)]]",28
"[[(68.29937313827465, 79.94734503749912), (72.65468580251955, 89.73170394091602)]]",187
"[[(31.80051285781428, 39.631725088018705), (44.24750353078615, 57.969479693937586)]]",104
"[[(34.05116272722488, 36.76466088549453), (71.51067537715907, 82.608969489388)]]",22
"[[(59.691000356201, 62.53587721933692), (2.7231152273498385, 13.508128024767354)]]",33
"[[(77.11676659761781, 92.58910503591834), (1.9998832562400621, 4.948016066898048)]]",45
"[[(73.44804530720607, 76.75611068553077), (20.258558322115086, 31.094247540435767)]]",33
"[[(32.48346498831612, 49.77579133559773), (6.334341622967699, 24.004712687215314)]]",306
"[[(11.048160407852688, 22.325764218528445), (20.563388367981055, 36.31155787479965)]]",176
"[[(58.310247113411876, 69.78954779912053), (9.08484555018155, 24.597496839798268)]]",165
"[[(42.943976303989544, 45.15828672060795), (50.408811489485075, 67.13058810725678)]]",51
"[[(71.42396625656939, 82.8129594042271), (48.076647470812716, 63.43553807514563)]]",165
"[[(70.1451827680001, 81.907393454374), (39.50168092949363, 46.93909326928394)]]",77
"[[(78.5416377266081, 88.67605321974422), (66.69667479626372, 81.99168639239815)]]",150
"[[(30.918697064168956, 47.53859764690654), (65.8050453860314, 79.7776710506266)]]",238
"[[(60.3116651214972, 67.34242910237478), (50.35605584093133, 55.010124030316874)]]",35
"[[(31.500899620103393, 39.87164582823555), (41.08380239734914, 56.84824663778909)]]",120
"[[(1.7067819232838697, 17.54506128568784), (19.97626712452984, 27.56219426550203)]]",128
"[[(79.74990363261148, 86.76691949554579), (37.482562528966774, 53.145329593265366)]]",112
"[[(44.1908887904033, 58.25613408810775), (18.275693532373623, 27.569996176395897)]]",126
"[[(29.99833673338559, 43.309217490782515), (2.0243401643837124, 13.864817398784988)]]",154
"[[(13.774006970062882, 27.76945001335659), (58.626213087165524, 71.3625108340693)]]",182
"[[(18.359175156937255, 22.25990062137001), (25.345918778946704, 34.62893329046231)]]",36
"[[(65.99136862478812, 74.55795787969168), (76.03388910475496, 92.53832687748425)]]",144
"[[(1.929397101760962, 13.450307980984189), (75.2180402563643, 87.19797509392505)]]",144
"[[(56.20288440175918, 61.360594738801815), (69.98749611558658, 76.66532432946329)]]",35
"[[(50.99138032575192, 53.480153409912944), (62.397371108098376, 70.79237636980119)]]",24
"[[(55.29769772415011, 63.30166418574771), (66.8529465745224, 78.04378074756319)]]",96
"[[(1.2466361465517048, 13.27747664142845), (63.833412391302275, 75.24548250155905)]]",144
"[[(5.790630819711908, 19.111461995649666), (40.18773497413541, 53.544635867449834)]]",182
"[[(20.13129085965411, 30.16698083178327), (48.650447301294264, 58.513024417311456)]]",100
"[[(68.97204935601512, 78.36282045564644), (80.61632442823726, 98.19675974251945)]]",180
"[[(27.530043377830516, 33.78094577159913), (21.868993240367764, 37.370305880750934)]]",96
"[[(42.27281194583258, 52.764043629624695), (73.2277005761884, 83.59507590517559)]]",100
