BRC Query,Data Size
"[36.3, -119.05, 37.7, -117.34]",937
"[34.28, -117.0, 36.13, -115.97]",465
"[35.86, -122.48, 37.3, -121.27]",542
"[40.07, -123.4, 41.84, -122.1]",838
"[39.23, -120.25, 40.99, -118.72]",196
"[35.38, -120.22, 36.77, -118.52]",1200
"[35.53, -120.27, 36.68, -118.39]",1043
"[34.58, -116.54, 36.07, -115.53]",356
"[32.97, -119.72, 34.75, -118.54]",533
"[32.75, -122.94, 33.96, -121.42]",0
"[32.67, -118.19, 33.68, -116.97]",638
"[37.94, -121.75, 39.35, -120.33]",1163
"[37.13, -124.22, 38.86, -123.2]",131
"[38.59, -122.56, 40.05, -120.98]",1272
"[34.86, -121.84, 36.63, -120.0]",1220
"[36.86, -117.27, 38.01, -115.4]",1
"[33.33, -121.96, 34.93, -120.51]",49
"[35.11, -118.86, 36.3, -117.11]",798
"[33.18, -116.92, 34.33, -115.73]",689
"[39.78, -123.28, 41.57, -121.79]",1004
"[38.47, -119.71, 39.81, -118.51]",37
"[38.82, -118.89, 39.83, -117.81]",0
"[34.37, -123.55, 36.04, -121.73]",0
"[32.84, -116.33, 33.85, -115.07]",450
"[34.17, -116.35, 35.72, -114.86]",521
"[40.0, -119.04, 41.4, -117.46]",0
"[35.08, -119.64, 36.57, -118.11]",1170
"[34.75, -120.34, 36.46, -118.57]",1388
"[38.77, -123.51, 40.06, -122.05]",1015
"[38.64, -117.5, 40.45, -115.83]",0
"[39.84, -119.89, 41.56, -118.41]",0
"[36.87, -121.48, 37.93, -120.36]",471
"[36.55, -119.07, 38.0, -117.68]",770
"[39.42, -122.13, 41.24, -120.55]",1315
"[37.79, -121.34, 39.55, -119.71]",1444
"[34.19, -118.18, 35.7, -117.13]",609
"[38.67, -122.2, 40.23, -120.38]",1467
"[39.9, -117.81, 41.24, -116.42]",0
"[33.44, -122.35, 34.7, -120.68]",0
"[34.7, -122.15, 36.19, -120.63]",385
"[38.37, -121.25, 39.88, -120.0]",983
"[33.58, -119.69, 35.03, -118.41]",775
"[38.48, -120.35, 40.09, -118.77]",395
"[40.02, -117.55, 41.43, -116.18]",0
"[35.49, -121.07, 36.87, -119.3]",1002
"[37.31, -119.23, 38.67, -117.66]",354
"[37.91, -119.93, 39.69, -118.79]",253
"[37.52, -120.23, 38.54, -118.38]",614
"[33.11, -120.1, 34.85, -118.77]",556
"[34.3, -122.98, 35.8, -121.27]",12
"[37.26, -120.85, 38.54, -119.17]",990
"[37.14, -120.07, 38.37, -118.95]",566
"[33.35, -120.35, 34.71, -119.26]",372
"[39.85, -121.58, 41.4, -119.83]",1087
"[38.76, -119.63, 40.17, -118.44]",0
"[34.96, -119.63, 36.3, -117.81]",1144
"[32.97, -123.32, 34.31, -121.91]",0
"[33.23, -119.16, 34.25, -117.49]",1134
"[33.0, -119.55, 34.84, -118.24]",814
"[35.76, -118.54, 37.35, -116.87]",791
