BRC Query,Data Size
"[11.46, 51.64, 12.76, 52.77]",403
"[12.11, 50.46, 13.34, 51.57]",58
"[8.07, 49.83, 9.08, 50.89]",865
"[11.05, 49.98, 12.38, 51.39]",1727
"[9.57, 49.98, 10.91, 51.35]",210
"[10.69, 52.9, 11.76, 54.01]",18
"[8.5, 50.81, 9.59, 52.2]",725
"[10.43, 49.31, 11.54, 50.67]",519
"[6.92, 49.02, 8.07, 50.3]",6
"[7.78, 50.15, 9.07, 51.17]",37
"[6.91, 52.15, 8.1, 53.46]",0
"[7.31, 52.72, 8.5, 53.77]",0
"[6.84, 48.86, 8.07, 49.88]",0
"[8.05, 49.44, 9.23, 50.68]",981
"[9.05, 51.93, 10.1, 53.03]",909
"[7.94, 53.19, 9.32, 54.49]",0
"[11.28, 50.85, 12.43, 52.23]",1725
"[11.49, 48.2, 12.77, 49.39]",90
"[7.17, 49.13, 8.48, 50.37]",736
"[10.36, 51.77, 11.76, 52.78]",723
"[9.71, 53.15, 10.91, 54.48]",148
"[11.93, 52.42, 13.17, 53.46]",645
"[10.4, 49.68, 11.45, 50.78]",52
"[7.28, 51.88, 8.49, 52.99]",2858
"[9.23, 51.25, 10.24, 52.62]",933
"[12.18, 52.04, 13.32, 53.31]",1705
"[6.8, 51.86, 7.99, 53.23]",2715
"[7.31, 52.16, 8.65, 53.24]",0
"[9.94, 49.2, 11.13, 50.6]",537
"[8.63, 50.77, 9.74, 51.78]",136
"[11.62, 48.97, 12.68, 50.13]",0
"[9.24, 49.74, 10.6, 51.01]",293
"[10.43, 52.54, 11.59, 53.58]",4
"[9.33, 49.58, 10.43, 50.98]",269
"[9.24, 52.83, 10.36, 54.21]",119
"[8.85, 52.3, 10.0, 53.4]",875
"[10.64, 52.03, 12.03, 53.34]",695
"[8.97, 53.16, 10.04, 54.31]",115
"[11.93, 52.13, 13.3, 53.31]",1406
"[11.98, 48.87, 13.02, 49.95]",0
"[8.85, 48.44, 10.17, 49.5]",504
"[10.19, 53.37, 11.35, 54.53]",71
"[12.33, 50.51, 13.68, 51.68]",44
"[7.17, 52.32, 8.3, 53.32]",0
"[7.02, 49.39, 8.39, 50.59]",750
"[10.59, 48.85, 11.95, 50.05]",497
"[11.59, 51.9, 12.96, 53.11]",624
"[9.17, 50.21, 10.35, 51.54]",282
"[10.69, 48.28, 11.96, 49.51]",357
"[7.01, 52.45, 8.33, 53.8]",0
"[12.27, 50.56, 13.64, 51.68]",62
"[10.81, 51.59, 12.0, 52.64]",480
"[11.96, 52.18, 13.04, 53.47]",537
"[7.82, 51.14, 9.01, 52.27]",2015
"[8.48, 52.52, 9.57, 53.64]",0
"[9.23, 52.51, 10.4, 53.52]",10
"[10.39, 52.33, 11.6, 53.71]",601
"[10.71, 49.35, 11.93, 50.44]",497
"[9.42, 49.25, 10.58, 50.34]",149
"[9.65, 50.8, 10.69, 52.02]",180
"[7.54, 50.95, 8.67, 52.21]",5740
"[8.49, 50.61, 9.76, 52.0]",182
"[10.33, 52.84, 11.66, 54.05]",22
"[11.61, 50.96, 12.64, 52.21]",150
"[10.55, 52.88, 11.67, 53.9]",14
"[8.06, 48.15, 9.14, 49.32]",284
"[7.45, 50.54, 8.63, 51.69]",1951
"[7.66, 48.79, 8.91, 49.94]",362
"[9.13, 49.27, 10.24, 50.58]",241
"[9.96, 49.42, 11.24, 50.71]",537
"[11.01, 50.78, 12.18, 52.15]",1691
"[12.21, 51.36, 13.37, 52.68]",2875
"[9.56, 52.37, 10.97, 53.54]",892
"[9.0, 50.51, 10.02, 51.56]",206
"[10.13, 52.96, 11.3, 54.14]",33
"[11.81, 52.73, 13.21, 53.99]",287
"[9.37, 50.77, 10.49, 52.01]",250
"[10.05, 52.66, 11.15, 53.9]",37
"[11.97, 51.36, 13.32, 52.69]",1540
"[8.97, 48.17, 10.32, 49.53]",504
"[9.31, 48.45, 10.71, 49.51]",0
"[7.92, 48.78, 9.09, 50.02]",371
"[10.33, 51.51, 11.66, 52.86]",683
"[12.25, 51.35, 13.64, 52.5]",752
"[11.61, 48.84, 12.92, 50.15]",0
"[11.38, 49.97, 12.75, 51.32]",55
"[11.14, 49.88, 12.24, 50.92]",47
"[8.69, 53.15, 9.77, 54.42]",33
"[11.85, 52.51, 12.89, 53.81]",458
"[9.31, 48.68, 10.48, 49.78]",20
"[7.53, 53.03, 8.93, 54.37]",0
"[11.45, 48.13, 12.53, 49.46]",456
"[11.34, 50.31, 12.47, 51.51]",409
"[9.99, 48.5, 11.12, 49.5]",245
"[7.63, 52.41, 8.72, 53.71]",0
"[11.34, 50.83, 12.4, 52.14]",423
"[12.38, 52.29, 13.68, 53.66]",39388
"[10.24, 52.91, 11.41, 53.93]",23
"[7.01, 53.25, 8.16, 54.43]",0
"[7.5, 49.68, 8.79, 50.95]",1487
"[12.26, 52.11, 13.53, 53.31]",39378
"[11.53, 52.79, 12.85, 53.8]",216
"[10.53, 50.28, 11.8, 51.38]",1749
"[7.96, 51.7, 9.24, 52.77]",1504
"[7.9, 52.27, 8.95, 53.37]",38
"[10.43, 52.2, 11.55, 53.6]",643
"[12.19, 53.37, 13.45, 54.55]",16
"[10.17, 48.91, 11.37, 49.99]",503
"[9.4, 48.13, 10.53, 49.51]",0
"[6.92, 48.71, 7.97, 49.94]",0
"[11.42, 51.88, 12.45, 53.1]",331
"[10.59, 48.15, 11.6, 49.19]",190
"[8.61, 52.82, 9.64, 53.94]",0
"[8.28, 52.72, 9.54, 53.88]",0
"[9.34, 51.94, 10.52, 53.22]",802
"[9.72, 48.74, 10.89, 49.86]",78
"[11.65, 49.57, 12.96, 50.86]",0
"[11.4, 49.46, 12.78, 50.78]",4
"[8.36, 49.22, 9.36, 50.33]",1001
"[6.96, 50.9, 8.13, 52.17]",6870
"[7.56, 48.77, 8.79, 49.85]",356
"[10.29, 49.43, 11.32, 50.67]",495
"[11.11, 51.3, 12.31, 52.59]",296
"[10.82, 50.57, 12.1, 51.9]",1729
"[10.2, 49.6, 11.56, 50.91]",214
"[11.8, 52.96, 12.95, 54.1]",627
"[11.11, 51.1, 12.22, 52.31]",82
"[8.96, 51.71, 10.28, 52.74]",1015
"[9.75, 52.79, 11.01, 53.87]",95
"[11.14, 49.42, 12.3, 50.7]",20
"[7.78, 51.12, 9.11, 52.43]",3407
"[8.29, 53.2, 9.7, 54.48]",16
"[10.73, 52.93, 12.07, 54.11]",19
"[8.24, 49.69, 9.34, 50.78]",925
"[8.01, 53.08, 9.09, 54.11]",0
"[9.45, 52.2, 10.71, 53.34]",749
"[9.68, 48.82, 10.8, 49.93]",65
"[11.57, 51.19, 12.97, 52.37]",168
"[6.82, 51.95, 8.04, 53.33]",2438
"[11.01, 49.82, 12.37, 51.06]",1669
"[7.77, 50.51, 9.05, 51.65]",74
"[10.72, 51.44, 12.06, 52.53]",521
"[7.76, 50.77, 9.07, 52.0]",2384
"[9.19, 49.75, 10.25, 50.75]",241
"[9.74, 51.25, 11.02, 52.27]",126
"[11.2, 53.26, 12.47, 54.57]",1780
"[11.19, 52.02, 12.36, 53.4]",338
"[11.37, 50.1, 12.44, 51.42]",113
"[10.71, 48.33, 11.76, 49.43]",54
"[9.84, 49.38, 11.25, 50.66]",552
"[8.72, 51.25, 9.92, 52.56]",1316
"[9.76, 50.64, 10.82, 51.97]",186
"[8.48, 48.24, 9.51, 49.58]",530
"[8.7, 48.86, 9.97, 49.97]",101
"[6.91, 48.57, 8.05, 49.78]",0
"[11.12, 53.12, 12.2, 54.31]",1752
"[10.55, 50.02, 11.82, 51.33]",1765
"[10.49, 50.31, 11.5, 51.48]",1718
"[8.46, 48.49, 9.58, 49.81]",582
"[9.69, 52.43, 11.04, 53.69]",369
"[9.83, 53.2, 11.13, 54.52]",129
"[9.75, 49.27, 11.13, 50.64]",542
"[9.69, 50.76, 10.85, 52.06]",216
"[9.62, 52.17, 10.81, 53.36]",881
"[8.57, 50.99, 9.63, 52.22]",543
"[7.69, 51.71, 9.03, 52.84]",2117
"[9.79, 51.79, 11.03, 53.16]",859
