BRC Query,Data Size
"[[(6.05, 7.21), (12.85, 13.91)]]",1
"[[(9.03, 10.12), (1.68, 2.87)]]",1
"[[(4.42, 5.61), (4.49, 5.85)]]",1
"[[(10.27, 11.66), (12.16, 13.22)]]",1
"[[(9.15, 10.33), (6.45, 7.62)]]",1
"[[(13.0, 14.31), (8.7, 9.8)]]",2
"[[(1.94, 3.33), (5.4, 6.65)]]",2
"[[(12.85, 13.93), (4.63, 5.67)]]",1
"[[(12.45, 13.56), (2.96, 4.26)]]",2
"[[(1.46, 2.86), (9.81, 11.11)]]",2
"[[(3.63, 4.87), (3.88, 5.25)]]",2
"[[(7.24, 8.28), (11.02, 12.04)]]",1
"[[(1.11, 2.37), (1.83, 3.14)]]",2
"[[(9.35, 10.36), (3.02, 4.26)]]",1
"[[(6.21, 7.58), (7.24, 8.3)]]",1
"[[(3.4, 4.66), (3.99, 5.29)]]",2
"[[(1.48, 2.6), (12.54, 13.56)]]",1
"[[(4.4, 5.41), (5.69, 6.7)]]",1
"[[(7.67, 8.75), (9.77, 10.84)]]",1
"[[(9.24, 10.33), (1.55, 2.85)]]",1
"[[(12.14, 13.3), (7.57, 8.87)]]",1
"[[(7.77, 8.78), (4.06, 5.45)]]",1
"[[(6.48, 7.63), (5.16, 6.34)]]",1
"[[(13.3, 14.37), (10.32, 11.34)]]",1
"[[(7.19, 8.25), (5.11, 6.16)]]",1
"[[(3.48, 4.49), (2.1, 3.31)]]",1
"[[(4.26, 5.47), (2.4, 3.42)]]",1
"[[(11.48, 12.73), (4.53, 5.6)]]",1
"[[(4.66, 5.68), (10.81, 11.91)]]",1
"[[(4.77, 6.14), (2.57, 3.79)]]",2
"[[(7.34, 8.71), (8.7, 10.03)]]",2
"[[(1.82, 3.21), (1.41, 2.8)]]",2
"[[(5.81, 7.09), (7.08, 8.27)]]",2
"[[(9.15, 10.44), (8.89, 10.12)]]",2
"[[(12.14, 13.37), (1.14, 2.53)]]",1
"[[(8.93, 10.12), (4.43, 5.63)]]",2
"[[(7.7, 8.95), (4.58, 5.96)]]",1
"[[(6.6, 7.65), (1.94, 3.01)]]",2
"[[(10.73, 11.82), (10.82, 12.12)]]",2
"[[(4.81, 6.03), (1.86, 3.19)]]",4
"[[(2.62, 3.95), (9.99, 11.21)]]",2
"[[(6.54, 7.88), (8.75, 9.9)]]",1
"[[(6.89, 8.06), (9.01, 10.21)]]",2
"[[(5.08, 6.28), (1.08, 2.24)]]",1
"[[(3.33, 4.67), (6.96, 8.22)]]",2
"[[(10.12, 11.25), (9.75, 10.96)]]",1
"[[(5.76, 7.0), (9.76, 11.02)]]",4
"[[(11.95, 13.33), (8.3, 9.43)]]",2
"[[(5.35, 6.42), (10.66, 11.87)]]",1
"[[(11.61, 12.82), (10.14, 11.18)]]",1
"[[(13.21, 14.35), (12.49, 13.81)]]",1
"[[(11.91, 12.95), (9.28, 10.45)]]",1
"[[(1.97, 3.34), (9.67, 10.87)]]",2
"[[(12.41, 13.74), (4.21, 5.37)]]",1
"[[(2.04, 3.29), (10.38, 11.43)]]",1
"[[(7.57, 8.94), (8.8, 9.85)]]",1
"[[(12.47, 13.76), (7.77, 8.98)]]",1
"[[(4.96, 6.01), (3.85, 4.88)]]",2
"[[(9.02, 10.3), (10.54, 11.67)]]",1
"[[(2.54, 3.88), (1.69, 2.81)]]",1
"[[(8.59, 9.85), (6.72, 8.12)]]",2
"[[(11.99, 13.23), (9.23, 10.46)]]",2
"[[(7.72, 8.97), (13.33, 14.48)]]",1
"[[(9.6, 10.66), (11.47, 12.51)]]",1
"[[(7.99, 9.09), (7.4, 8.41)]]",2
"[[(8.92, 10.29), (4.55, 5.77)]]",2
"[[(11.31, 12.61), (11.46, 12.8)]]",1
"[[(1.82, 3.11), (10.61, 11.69)]]",2
"[[(11.03, 12.08), (11.38, 12.46)]]",1
"[[(12.63, 13.81), (9.32, 10.41)]]",1
"[[(4.45, 5.77), (4.1, 5.48)]]",1
"[[(9.36, 10.39), (1.47, 2.67)]]",1
"[[(1.66, 3.01), (7.89, 9.07)]]",4
"[[(1.71, 2.91), (4.08, 5.18)]]",1
"[[(8.57, 9.62), (10.96, 12.17)]]",2
"[[(9.15, 10.33), (12.06, 13.25)]]",1
"[[(8.94, 10.26), (2.76, 3.93)]]",2
"[[(12.16, 13.27), (6.01, 7.33)]]",1
"[[(1.45, 2.72), (4.91, 6.22)]]",2
"[[(5.28, 6.44), (6.61, 7.95)]]",1
"[[(1.08, 2.16), (10.85, 11.93)]]",1
"[[(5.4, 6.52), (6.43, 7.8)]]",1
"[[(12.88, 14.07), (1.77, 2.93)]]",2
"[[(9.76, 11.04), (5.8, 7.06)]]",4
"[[(9.67, 10.69), (3.48, 4.51)]]",1
"[[(11.77, 12.93), (9.45, 10.8)]]",1
"[[(3.38, 4.4), (6.88, 7.99)]]",1
"[[(2.93, 4.04), (7.7, 8.79)]]",2
