SRC Query,Depth,BBoxes,Data Size
"[[(4.39, 6.61), (3.1, 4.12)]]",3,"[[4, 8], [1, 8]]",28
"[[(9.37, 11.86), (7.52, 9.72)]]",1,"[[8, 15], (1, 15)]",120
"[[(3.86, 4.94), (6.18, 8.28)]]",1,"[[1, 8], (1, 15)]",105
"[[(11.64, 13.57), (9.24, 10.69)]]",2,"[[8, 15], [8, 15]]",64
"[[(9.49, 11.6), (6.32, 8.43)]]",1,"[[8, 15], (1, 15)]",120
"[[(4.07, 5.39), (11.95, 14.22)]]",3,"[[4, 8], [8, 15]]",32
"[[(9.26, 11.13), (1.32, 3.28)]]",4,"[[8, 12], [1, 4]]",12
"[[(8.16, 10.23), (12.47, 14.03)]]",4,"[[8, 12], [12, 15]]",16
"[[(9.4, 11.89), (6.22, 7.66)]]",4,"[[8, 12], [4, 8]]",16
"[[(4.42, 5.83), (7.2, 9.06)]]",1,"[[1, 8], (1, 15)]",105
"[[(11.42, 13.82), (6.89, 8.1)]]",1,"[[8, 15], (1, 15)]",120
"[[(8.66, 10.65), (12.44, 13.87)]]",4,"[[8, 12], [12, 15]]",16
"[[(9.8, 11.2), (5.06, 6.77)]]",4,"[[8, 12], [4, 8]]",16
"[[(6.78, 8.5), (3.51, 4.91)]]",0,"[(1, 15), (1, 15)]",225
"[[(11.61, 12.78), (6.27, 8.79)]]",1,"[[8, 15], (1, 15)]",120
"[[(10.69, 11.97), (7.25, 9.51)]]",1,"[[8, 15], (1, 15)]",120
"[[(10.21, 12.25), (3.17, 5.28)]]",2,"[[8, 15], [1, 8]]",56
"[[(4.45, 6.53), (9.28, 11.78)]]",4,"[[4, 8], [8, 12]]",16
"[[(11.54, 14.01), (5.21, 7.14)]]",2,"[[8, 15], [1, 8]]",56
"[[(5.41, 7.88), (3.0, 4.05)]]",3,"[[4, 8], [1, 8]]",28
"[[(4.63, 6.11), (1.51, 3.47)]]",4,"[[4, 8], [1, 4]]",12
"[[(11.0, 13.03), (3.26, 4.68)]]",2,"[[8, 15], [1, 8]]",56
"[[(10.23, 11.99), (5.59, 7.3)]]",5,"[[10, 12], [4, 8]]",8
"[[(4.44, 6.01), (3.39, 5.05)]]",3,"[[4, 8], [1, 8]]",28
"[[(6.2, 7.33), (11.53, 12.85)]]",3,"[[4, 8], [8, 15]]",32
"[[(6.94, 9.44), (11.7, 13.87)]]",0,"[(1, 15), (1, 15)]",225
"[[(1.24, 3.49), (11.81, 13.79)]]",3,"[[1, 4], [8, 15]]",24
"[[(3.58, 4.68), (4.33, 6.61)]]",2,"[[1, 8], [1, 8]]",49
"[[(11.14, 12.34), (9.81, 12.18)]]",2,"[[8, 15], [8, 15]]",64
"[[(5.04, 6.42), (11.82, 13.92)]]",3,"[[4, 8], [8, 15]]",32
"[[(9.83, 10.97), (10.09, 11.48)]]",4,"[[8, 12], [8, 12]]",16
"[[(10.75, 12.79), (5.79, 7.39)]]",2,"[[8, 15], [1, 8]]",56
"[[(4.83, 5.99), (7.14, 8.22)]]",1,"[[1, 8], (1, 15)]",105
"[[(11.02, 12.63), (2.29, 3.77)]]",2,"[[8, 15], [1, 8]]",56
"[[(11.58, 13.33), (6.09, 8.58)]]",1,"[[8, 15], (1, 15)]",120
"[[(1.27, 2.61), (3.22, 4.55)]]",3,"[[1, 4], [1, 8]]",21
"[[(9.09, 10.56), (7.31, 9.47)]]",1,"[[8, 15], (1, 15)]",120
