BRC Query,Data Size
"[11.46, 51.64, 12.76, 52.77]",211
"[12.11, 50.46, 13.34, 51.57]",29
"[8.07, 49.83, 9.08, 50.89]",444
"[11.05, 49.98, 12.38, 51.39]",866
"[9.57, 49.98, 10.91, 51.35]",107
"[10.69, 52.9, 11.76, 54.01]",11
"[8.5, 50.81, 9.59, 52.2]",363
"[10.43, 49.31, 11.54, 50.67]",264
"[6.92, 49.02, 8.07, 50.3]",3
"[7.78, 50.15, 9.07, 51.17]",19
"[6.91, 52.15, 8.1, 53.46]",0
"[7.31, 52.72, 8.5, 53.77]",0
"[6.84, 48.86, 8.07, 49.88]",0
"[8.05, 49.44, 9.23, 50.68]",502
"[9.05, 51.93, 10.1, 53.03]",472
"[7.94, 53.19, 9.32, 54.49]",0
"[11.28, 50.85, 12.43, 52.23]",868
"[11.49, 48.2, 12.77, 49.39]",51
"[7.17, 49.13, 8.48, 50.37]",368
"[10.36, 51.77, 11.76, 52.78]",373
"[9.71, 53.15, 10.91, 54.48]",85
"[11.93, 52.42, 13.17, 53.46]",326
"[10.4, 49.68, 11.45, 50.78]",26
"[7.28, 51.88, 8.49, 52.99]",1434
"[9.23, 51.25, 10.24, 52.62]",484
"[12.18, 52.04, 13.32, 53.31]",870
"[6.8, 51.86, 7.99, 53.23]",1363
"[7.31, 52.16, 8.65, 53.24]",0
"[9.94, 49.2, 11.13, 50.6]",273
"[8.63, 50.77, 9.74, 51.78]",68
"[11.62, 48.97, 12.68, 50.13]",0
"[9.24, 49.74, 10.6, 51.01]",151
"[10.43, 52.54, 11.59, 53.58]",4
"[9.33, 49.58, 10.43, 50.98]",138
"[9.24, 52.83, 10.36, 54.21]",67
"[8.85, 52.3, 10.0, 53.4]",450
"[10.64, 52.03, 12.03, 53.34]",360
"[8.97, 53.16, 10.04, 54.31]",63
"[11.93, 52.13, 13.3, 53.31]",718
"[11.98, 48.87, 13.02, 49.95]",0
"[8.85, 48.44, 10.17, 49.5]",259
"[10.19, 53.37, 11.35, 54.53]",42
"[12.33, 50.51, 13.68, 51.68]",22
"[7.17, 52.32, 8.3, 53.32]",0
"[7.02, 49.39, 8.39, 50.59]",379
"[10.59, 48.85, 11.95, 50.05]",253
"[11.59, 51.9, 12.96, 53.11]",324
"[9.17, 50.21, 10.35, 51.54]",144
"[10.69, 48.28, 11.96, 49.51]",186
"[7.01, 52.45, 8.33, 53.8]",0
"[12.27, 50.56, 13.64, 51.68]",31
"[10.81, 51.59, 12.0, 52.64]",248
"[11.96, 52.18, 13.04, 53.47]",274
"[7.82, 51.14, 9.01, 52.27]",1009
"[8.48, 52.52, 9.57, 53.64]",0
"[9.23, 52.51, 10.4, 53.52]",5
"[10.39, 52.33, 11.6, 53.71]",307
"[10.71, 49.35, 11.93, 50.44]",252
"[9.42, 49.25, 10.58, 50.34]",76
"[9.65, 50.8, 10.69, 52.02]",91
"[7.54, 50.95, 8.67, 52.21]",2891
"[8.49, 50.61, 9.76, 52.0]",91
"[10.33, 52.84, 11.66, 54.05]",15
"[11.61, 50.96, 12.64, 52.21]",79
"[10.55, 52.88, 11.67, 53.9]",9
"[8.06, 48.15, 9.14, 49.32]",144
"[7.45, 50.54, 8.63, 51.69]",993
"[7.66, 48.79, 8.91, 49.94]",183
"[9.13, 49.27, 10.24, 50.58]",124
"[9.96, 49.42, 11.24, 50.71]",273
"[11.01, 50.78, 12.18, 52.15]",851
"[12.21, 51.36, 13.37, 52.68]",1463
"[9.56, 52.37, 10.97, 53.54]",459
"[9.0, 50.51, 10.02, 51.56]",105
"[10.13, 52.96, 11.3, 54.14]",23
"[11.81, 52.73, 13.21, 53.99]",144
"[9.37, 50.77, 10.49, 52.01]",126
"[10.05, 52.66, 11.15, 53.9]",23
"[11.97, 51.36, 13.32, 52.69]",786
"[8.97, 48.17, 10.32, 49.53]",259
"[9.31, 48.45, 10.71, 49.51]",0
"[7.92, 48.78, 9.09, 50.02]",188
"[10.33, 51.51, 11.66, 52.86]",350
"[12.25, 51.35, 13.64, 52.5]",390
"[11.61, 48.84, 12.92, 50.15]",0
"[11.38, 49.97, 12.75, 51.32]",29
"[11.14, 49.88, 12.24, 50.92]",25
"[8.69, 53.15, 9.77, 54.42]",18
"[11.85, 52.51, 12.89, 53.81]",233
"[9.31, 48.68, 10.48, 49.78]",10
"[7.53, 53.03, 8.93, 54.37]",0
"[11.45, 48.13, 12.53, 49.46]",243
"[11.34, 50.31, 12.47, 51.51]",206
"[9.99, 48.5, 11.12, 49.5]",124
"[7.63, 52.41, 8.72, 53.71]",0
"[11.34, 50.83, 12.4, 52.14]",214
"[12.38, 52.29, 13.68, 53.66]",19725
"[10.24, 52.91, 11.41, 53.93]",16
"[7.01, 53.25, 8.16, 54.43]",0
"[7.5, 49.68, 8.79, 50.95]",755
"[12.26, 52.11, 13.53, 53.31]",19723
"[11.53, 52.79, 12.85, 53.8]",110
"[10.53, 50.28, 11.8, 51.38]",877
"[7.96, 51.7, 9.24, 52.77]",757
"[7.9, 52.27, 8.95, 53.37]",20
"[10.43, 52.2, 11.55, 53.6]",329
"[12.19, 53.37, 13.45, 54.55]",8
"[10.17, 48.91, 11.37, 49.99]",256
"[9.4, 48.13, 10.53, 49.51]",0
"[6.92, 48.71, 7.97, 49.94]",0
"[11.42, 51.88, 12.45, 53.1]",175
"[10.59, 48.15, 11.6, 49.19]",102
"[8.61, 52.82, 9.64, 53.94]",0
"[8.28, 52.72, 9.54, 53.88]",0
"[9.34, 51.94, 10.52, 53.22]",421
"[9.72, 48.74, 10.89, 49.86]",42
"[11.65, 49.57, 12.96, 50.86]",0
"[11.4, 49.46, 12.78, 50.78]",2
"[8.36, 49.22, 9.36, 50.33]",513
"[6.96, 50.9, 8.13, 52.17]",3481
"[7.56, 48.77, 8.79, 49.85]",180
"[10.29, 49.43, 11.32, 50.67]",252
"[11.11, 51.3, 12.31, 52.59]",153
"[10.82, 50.57, 12.1, 51.9]",867
"[10.2, 49.6, 11.56, 50.91]",107
"[11.8, 52.96, 12.95, 54.1]",315
"[11.11, 51.1, 12.22, 52.31]",45
"[8.96, 51.71, 10.28, 52.74]",528
"[9.75, 52.79, 11.01, 53.87]",56
"[11.14, 49.42, 12.3, 50.7]",10
"[7.78, 51.12, 9.11, 52.43]",1706
"[8.29, 53.2, 9.7, 54.48]",9
"[10.73, 52.93, 12.07, 54.11]",13
"[8.24, 49.69, 9.34, 50.78]",475
"[8.01, 53.08, 9.09, 54.11]",0
"[9.45, 52.2, 10.71, 53.34]",391
"[9.68, 48.82, 10.8, 49.93]",35
"[11.57, 51.19, 12.97, 52.37]",88
"[6.82, 51.95, 8.04, 53.33]",1221
"[11.01, 49.82, 12.37, 51.06]",837
"[7.77, 50.51, 9.05, 51.65]",37
"[10.72, 51.44, 12.06, 52.53]",268
"[7.76, 50.77, 9.07, 52.0]",1192
"[9.19, 49.75, 10.25, 50.75]",125
"[9.74, 51.25, 11.02, 52.27]",72
"[11.2, 53.26, 12.47, 54.57]",892
"[11.19, 52.02, 12.36, 53.4]",180
"[11.37, 50.1, 12.44, 51.42]",58
"[10.71, 48.33, 11.76, 49.43]",30
"[9.84, 49.38, 11.25, 50.66]",282
"[8.72, 51.25, 9.92, 52.56]",674
"[9.76, 50.64, 10.82, 51.97]",94
"[8.48, 48.24, 9.51, 49.58]",272
"[8.7, 48.86, 9.97, 49.97]",52
"[6.91, 48.57, 8.05, 49.78]",0
"[11.12, 53.12, 12.2, 54.31]",878
"[10.55, 50.02, 11.82, 51.33]",885
"[10.49, 50.31, 11.5, 51.48]",860
"[8.46, 48.49, 9.58, 49.81]",298
"[9.69, 52.43, 11.04, 53.69]",192
"[9.83, 53.2, 11.13, 54.52]",75
"[9.75, 49.27, 11.13, 50.64]",278
"[9.69, 50.76, 10.85, 52.06]",109
"[9.62, 52.17, 10.81, 53.36]",461
"[8.57, 50.99, 9.63, 52.22]",272
"[7.69, 51.71, 9.03, 52.84]",1061
"[9.79, 51.79, 11.03, 53.16]",447
"[10.84, 53.14, 12.1, 54.45]",587
"[12.19, 48.16, 13.36, 49.38]",0
"[10.83, 52.76, 11.92, 54.17]",11
"[10.31, 48.68, 11.33, 49.91]",252
"[11.73, 51.81, 13.04, 53.13]",344
"[7.83, 50.96, 9.19, 51.99]",492
"[10.43, 49.14, 11.7, 50.46]",260
"[9.83, 50.17, 11.08, 51.17]",84
"[8.78, 49.19, 10.08, 50.31]",154
"[11.04, 53.16, 12.33, 54.41]",880
"[11.13, 51.23, 12.49, 52.36]",75
"[10.97, 49.46, 12.27, 50.68]",142
"[12.21, 51.58, 13.55, 52.9]",19744
"[9.36, 50.09, 10.42, 51.36]",111
"[7.26, 51.93, 8.27, 53.14]",1327
"[8.3, 48.41, 9.56, 49.7]",436
"[8.32, 53.31, 9.39, 54.47]",0
"[10.43, 50.04, 11.49, 51.06]",869
"[9.43, 52.77, 10.65, 53.97]",63
"[11.5, 51.25, 12.91, 52.38]",86
"[7.59, 51.24, 8.73, 52.62]",2917
"[8.88, 52.78, 10.29, 53.91]",55
"[10.52, 49.54, 11.81, 50.9]",131
"[9.07, 49.49, 10.2, 50.64]",129
"[11.05, 50.26, 12.4, 51.46]",867
"[11.51, 51.0, 12.61, 52.38]",87
"[9.5, 53.1, 10.75, 54.11]",76
"[8.81, 52.4, 10.08, 53.65]",92
"[11.45, 49.13, 12.67, 50.37]",0
"[11.26, 53.19, 12.34, 54.54]",878
"[10.58, 51.47, 11.89, 52.61]",352
"[11.2, 49.2, 12.53, 50.37]",7
"[10.95, 49.42, 11.96, 50.47]",233
"[10.13, 52.52, 11.15, 53.52]",5
"[10.55, 51.36, 11.9, 52.69]",380
"[10.86, 51.47, 12.14, 52.56]",164
"[11.96, 50.27, 13.28, 51.34]",11
"[10.72, 50.85, 12.04, 51.95]",860
"[11.76, 53.11, 13.1, 54.52]",888
"[8.57, 49.43, 9.94, 50.51]",505
"[11.49, 49.45, 12.58, 50.69]",0
"[8.52, 50.5, 9.66, 51.83]",56
"[9.66, 48.74, 11.05, 50.14]",166
"[8.34, 51.91, 9.65, 53.15]",814
"[8.63, 52.0, 9.86, 53.26]",741
"[9.34, 48.68, 10.6, 50.03]",77
"[9.39, 50.33, 10.62, 51.5]",139
"[11.47, 48.82, 12.68, 50.02]",2
"[8.96, 52.88, 10.36, 54.06]",59
"[7.39, 53.06, 8.53, 54.3]",0
"[7.2, 52.41, 8.32, 53.72]",0
"[8.5, 50.32, 9.54, 51.65]",31
"[9.98, 51.75, 11.14, 52.84]",373
"[7.74, 51.05, 8.92, 52.41]",1610
"[9.41, 50.4, 10.78, 51.5]",161
"[11.38, 52.7, 12.64, 54.05]",19
"[7.15, 50.16, 8.24, 51.54]",1161
"[7.44, 49.67, 8.85, 50.74]",769
