BRC Query,Data Size
"[9.74, 50.77, 11.42, 51.95]",1838
"[6.92, 50.24, 7.95, 51.6]",3735
"[9.26, 51.19, 11.38, 52.39]",820
"[11.5, 51.56, 12.68, 53.36]",411
"[11.19, 50.71, 12.71, 52.74]",2150
"[11.25, 52.48, 12.6, 54.27]",2077
"[9.82, 51.86, 10.9, 53.67]",774
"[7.26, 52.01, 8.85, 53.28]",727
"[7.15, 48.23, 9.22, 50.05]",948
"[11.64, 48.28, 12.81, 49.67]",55
"[11.2, 52.05, 13.05, 53.84]",813
"[9.63, 50.46, 11.07, 51.62]",308
"[6.9, 48.55, 8.08, 50.26]",6
"[9.83, 51.35, 11.73, 52.64]",1034
"[7.23, 49.17, 8.43, 50.41]",706
"[8.88, 50.77, 10.45, 51.83]",250
"[9.76, 52.6, 11.08, 54.02]",105
"[8.77, 49.07, 10.31, 50.73]",376
"[8.68, 51.55, 10.2, 52.99]",1514
"[10.0, 51.42, 11.87, 52.98]",881
"[11.35, 49.47, 13.29, 50.73]",8
"[8.5, 48.79, 10.62, 50.26]",1088
"[10.06, 50.12, 11.82, 51.71]",1853
"[11.17, 51.32, 12.69, 52.77]",515
"[7.63, 50.32, 9.2, 51.77]",2176
"[10.51, 49.14, 12.47, 50.84]",531
"[9.96, 48.2, 11.88, 50.26]",677
"[10.42, 48.99, 12.08, 50.89]",548
"[7.1, 50.33, 8.1, 52.27]",6763
"[7.13, 48.91, 8.98, 50.75]",1973
"[9.04, 48.16, 10.37, 49.79]",522
"[9.13, 52.29, 10.73, 53.38]",1077
"[9.87, 50.54, 11.31, 52.49]",1097
"[7.29, 49.85, 9.21, 51.26]",1672
"[8.93, 52.36, 10.65, 53.73]",898
"[10.74, 49.94, 12.45, 51.86]",1829
"[11.04, 51.55, 13.09, 53.65]",917
"[9.1, 48.97, 11.1, 51.05]",976
"[9.42, 51.92, 10.69, 53.36]",828
"[7.98, 49.26, 9.45, 50.64]",1027
"[10.95, 51.67, 12.43, 52.82]",490
"[9.08, 49.56, 10.77, 51.5]",557
"[9.33, 48.61, 10.38, 50.73]",219
"[7.26, 48.91, 8.65, 50.07]",553
