SRC Query,Depth,BBoxes,Data Size
"[[(-21.19, -4.85), (-115.36, -114.11)]]",15,"[[-48.2246696949, 22.8797358], [-117.8483600167, -109.9084293667]]",1
"[[(18.54, 38.22), (13.09, 29.22)]]",0,"[(-48.2246696949, 63.40343715), (-176.30859375, 177.45290404)]",40356
"[[(-25.45, -23.47), (-25.81, -10.98)]]",10,"[[-48.2246696949, 25.7479190667], [-77.91519485, 55.2741909027]]",39
"[[(36.64, 49.37), (63.08, 69.73)]]",0,"[(-48.2246696949, 63.40343715), (-176.30859375, 177.45290404)]",40356
"[[(19.46, 34.38), (-21.58, -6.66)]]",2,"[[-48.2246696949, 37.7596465333], [-97.80779924, 177.45290404]]",10089
"[[(-23.76, -18.73), (141.94, 158.95)]]",11,"[[-27.4480166333, 26.0722728814], [121.569266, 177.45290404]]",20
"[[(17.67, 29.63), (-167.06, -154.03)]]",5,"[[-48.2246696949, 33.6800326268], [-176.30859375, -117.8483600167]]",1261
"[[(8.85, 23.29), (157.0, 165.05)]]",16,"[[-27.2354151833, 26.0722728814], [153.1070762667, 177.45290404]]",1
"[[(18.78, 38.54), (-24.49, -17.9)]]",0,"[(-48.2246696949, 63.40343715), (-176.30859375, 177.45290404)]",40356
"[[(-20.94, -14.84), (3.98, 15.74)]]",15,"[[-23.58720582, -13.01292252], [-43.96218752, 55.2741909027]]",1
"[[(34.87, 53.49), (-5.22, -1.62)]]",0,"[(-48.2246696949, 63.40343715), (-176.30859375, 177.45290404)]",40356
"[[(12.83, 26.22), (156.29, 162.69)]]",6,"[[-48.2246696949, 28.3730936], [-81.56045365, 177.45290404]]",631
"[[(21.92, 27.94), (-58.35, -48.43)]]",6,"[[-48.2246696949, 28.3730936], [-81.56045365, 177.45290404]]",631
"[[(-2.16, 7.87), (-103.28, -97.2)]]",1,"[[-48.2246696949, 37.7596465333], (-176.30859375, 177.45290404)]",20178
"[[(36.34, 39.47), (-23.0, -2.91)]]",0,"[(-48.2246696949, 63.40343715), (-176.30859375, 177.45290404)]",40356
"[[(29.02, 33.54), (5.21, 22.09)]]",2,"[[-48.2246696949, 37.7596465333], [-97.80779924, 177.45290404]]",10089
"[[(25.25, 39.26), (-113.12, -98.23)]]",0,"[(-48.2246696949, 63.40343715), (-176.30859375, 177.45290404)]",40356
"[[(-20.72, -6.11), (64.37, 84.17)]]",11,"[[-27.49000215, 25.033476381], [55.2741909027, 121.569266]]",19
"[[(35.84, 55.31), (-54.08, -41.44)]]",0,"[(-48.2246696949, 63.40343715), (-176.30859375, 177.45290404)]",40356
"[[(-13.07, 6.4), (-118.11, -116.53)]]",3,"[[-48.2246696949, 34.0736532784], [-176.30859375, -97.80779924]]",5044
"[[(-19.32, -12.3), (-161.55, -148.51)]]",5,"[[-48.2246696949, 33.6800326268], [-176.30859375, -117.8483600167]]",1261
"[[(31.52, 45.46), (-110.74, -104.44)]]",0,"[(-48.2246696949, 63.40343715), (-176.30859375, 177.45290404)]",40356
"[[(25.41, 35.94), (-42.82, -32.85)]]",2,"[[-48.2246696949, 37.7596465333], [-97.80779924, 177.45290404]]",10089
"[[(-20.83, -12.72), (-106.91, -97.62)]]",1,"[[-48.2246696949, 37.7596465333], (-176.30859375, 177.45290404)]",20178
"[[(-6.75, -4.13), (129.63, 134.6)]]",15,"[[-27.2809503, 25.079669], [121.569266, 153.0325043]]",1
"[[(-0.88, 18.98), (134.62, 150.26)]]",15,"[[-27.2809503, 25.079669], [121.569266, 153.0325043]]",1
"[[(-46.29, -29.65), (138.0, 151.34)]]",10,"[[-48.2246696949, -27.49000215], [55.2741909027, 153.1931578167]]",39
"[[(-27.69, -25.46), (-79.46, -62.4)]]",9,"[[-48.2246696949, 25.7479190667], [-81.56045365, 55.2741909027]]",78
"[[(32.62, 36.19), (79.82, 98.07)]]",4,"[[30.3291384762, 37.7596465333], [-97.0784354167, 177.45290404]]",2523
"[[(-16.05, -10.24), (138.09, 152.94)]]",15,"[[-27.2809503, 25.079669], [121.569266, 153.0325043]]",1
"[[(22.19, 24.96), (87.89, 93.79)]]",15,"[[13.0629032294, 25.033476381], [80.2480137348, 121.548532188]]",1
"[[(29.48, 43.59), (-37.01, -28.47)]]",0,"[(-48.2246696949, 63.40343715), (-176.30859375, 177.45290404)]",40356
"[[(-17.72, -14.65), (2.07, 4.09)]]",15,"[[-23.58720582, -13.01292252], [-43.96218752, 55.2741909027]]",1
"[[(31.69, 40.38), (-138.79, -131.8)]]",0,"[(-48.2246696949, 63.40343715), (-176.30859375, 177.45290404)]",40356
"[[(36.1, 46.56), (-28.47, -8.76)]]",0,"[(-48.2246696949, 63.40343715), (-176.30859375, 177.45290404)]",40356
"[[(-46.07, -40.86), (-111.74, -106.59)]]",11,"[[-48.2246696949, 23.0088264], [-117.8483600167, -98.6999058667]]",19
"[[(16.32, 23.22), (6.96, 22.52)]]",14,"[[0.0, 25.7479190667], [-66.004679203, 55.2741909027]]",3
"[[(32.5, 36.49), (89.55, 90.63)]]",4,"[[30.3291384762, 37.7596465333], [-97.0784354167, 177.45290404]]",2523
"[[(-21.92, -18.46), (41.03, 55.01)]]",15,"[[-23.58720582, -13.01292252], [-43.96218752, 55.2741909027]]",1
"[[(29.09, 44.96), (-50.95, -37.11)]]",0,"[(-48.2246696949, 63.40343715), (-176.30859375, 177.45290404)]",40356
"[[(23.58, 33.04), (-169.98, -168.14)]]",15,"[[22.2190087833, 33.6800326268], [-176.30859375, -159.4963583167]]",1
"[[(-8.05, 1.41), (75.2, 85.47)]]",11,"[[-27.49000215, 25.033476381], [55.2741909027, 121.569266]]",19
"[[(41.65, 42.99), (-160.55, -144.98)]]",15,"[[39.1889083333, 43.118677536], [-176.30859375, -124.090453167]]",1
"[[(28.79, 41.88), (122.32, 141.57)]]",0,"[(-48.2246696949, 63.40343715), (-176.30859375, 177.45290404)]",40356
"[[(-12.37, -3.62), (5.56, 21.0)]]",16,"[[-13.01292252, 0.0], [-38.48272597, 55.2741909027]]",1
