BRC Query,Data Size
"[9.54, 51.55, 10.73, 52.88]",439
"[8.03, 52.86, 9.42, 53.87]",0
"[9.21, 49.34, 10.42, 50.44]",102
"[12.35, 48.75, 13.71, 49.89]",0
"[11.73, 50.78, 13.08, 52.02]",64
"[8.86, 50.79, 10.04, 52.11]",87
"[8.96, 50.76, 10.03, 52.17]",87
"[8.26, 53.16, 9.49, 54.16]",0
"[7.05, 51.12, 8.41, 52.2]",3179
"[6.9, 49.05, 8.0, 50.29]",3
"[6.83, 52.1, 7.84, 53.2]",0
"[10.76, 49.81, 11.95, 51.01]",860
"[10.16, 48.23, 11.5, 49.24]",23
"[11.25, 49.29, 12.46, 50.56]",5
"[8.47, 49.75, 9.83, 51.14]",575
"[9.96, 52.69, 11.03, 54.09]",50
"[7.33, 49.68, 8.61, 50.89]",488
"[8.66, 51.67, 9.75, 53.02]",663
"[7.22, 52.92, 8.29, 54.01]",0
"[12.14, 48.83, 13.51, 50.06]",0
"[11.16, 51.12, 12.32, 52.21]",55
"[11.42, 51.65, 12.43, 52.69]",171
"[8.1, 48.66, 9.41, 50.04]",478
"[6.96, 53.29, 7.96, 54.41]",0
"[7.95, 53.28, 9.21, 54.5]",0
"[12.3, 51.55, 13.49, 52.82]",19569
"[8.63, 51.17, 9.86, 52.42]",751
"[8.38, 50.72, 9.71, 52.08]",307
"[11.38, 48.68, 12.51, 49.89]",8
"[11.28, 52.55, 12.66, 53.86]",139
"[12.19, 51.01, 13.52, 52.23]",59
"[9.97, 49.99, 11.0, 51.05]",74
"[9.73, 51.53, 10.94, 52.71]",471
"[11.87, 49.57, 13.25, 50.84]",0
"[10.66, 50.07, 12.01, 51.36]",891
"[7.97, 52.11, 9.21, 53.13]",392
"[11.31, 49.53, 12.57, 50.91]",22
"[12.23, 52.34, 13.39, 53.52]",7899
"[7.41, 49.42, 8.53, 50.73]",420
"[8.35, 49.56, 9.57, 50.8]",499
"[11.09, 50.14, 12.33, 51.26]",833
"[7.51, 51.13, 8.72, 52.26]",2972
"[11.17, 50.71, 12.45, 51.98]",861
"[12.32, 52.51, 13.51, 53.68]",18612
"[8.94, 50.25, 10.12, 51.61]",125
"[10.3, 51.43, 11.47, 52.69]",323
"[10.74, 50.98, 12.1, 52.04]",651
"[10.45, 50.79, 11.46, 52.18]",856
"[7.16, 50.87, 8.5, 52.02]",3155
"[8.05, 49.03, 9.28, 50.36]",513
"[10.26, 50.39, 11.39, 51.71]",894
"[10.17, 50.89, 11.28, 51.95]",111
"[7.34, 50.71, 8.5, 51.75]",1425
"[12.19, 49.92, 13.44, 51.27]",0
"[11.38, 51.17, 12.57, 52.26]",73
"[8.55, 51.17, 9.71, 52.55]",685
"[7.06, 48.8, 8.22, 49.99]",0
"[7.25, 51.47, 8.26, 52.78]",2896
"[7.08, 51.23, 8.47, 52.37]",3175
"[9.14, 51.88, 10.41, 53.19]",498
"[7.04, 52.4, 8.08, 53.59]",0
"[11.73, 50.88, 12.74, 51.92]",59
"[11.3, 49.72, 12.65, 50.9]",22
"[10.43, 53.32, 11.62, 54.62]",33
"[9.69, 49.94, 10.73, 51.18]",68
"[9.57, 48.9, 10.79, 50.28]",73
"[11.35, 52.97, 12.73, 54.3]",889
"[12.07, 50.24, 13.34, 51.43]",25
"[9.06, 48.38, 10.36, 49.42]",259
"[11.55, 49.03, 12.82, 50.39]",0
"[11.79, 51.68, 12.97, 52.91]",283
"[11.1, 50.68, 12.31, 51.85]",844
"[10.65, 48.75, 11.65, 49.88]",248
"[11.37, 50.27, 12.76, 51.53]",66
"[12.36, 51.1, 13.66, 52.25]",37
"[9.36, 50.08, 10.69, 51.39]",133
"[8.21, 51.22, 9.57, 52.34]",758
"[10.78, 53.23, 11.98, 54.53]",22
"[9.0, 52.51, 10.3, 53.55]",11
"[9.86, 51.65, 11.03, 52.7]",420
"[8.94, 49.67, 10.22, 50.88]",167
"[9.09, 53.34, 10.46, 54.46]",79
"[12.33, 52.99, 13.6, 54.39]",26
"[9.07, 49.15, 10.12, 50.38]",105
"[8.25, 50.05, 9.34, 51.24]",395
"[10.64, 52.39, 11.91, 53.76]",322
"[10.71, 51.72, 11.94, 52.81]",342
"[7.22, 51.7, 8.31, 53.11]",1835
"[10.59, 48.52, 11.61, 49.82]",270
"[10.35, 51.7, 11.45, 52.81]",318
"[11.66, 51.69, 12.83, 52.95]",286
"[9.61, 49.25, 10.68, 50.43]",38
"[10.44, 50.99, 11.67, 52.34]",89
"[11.71, 52.55, 12.8, 53.9]",163
"[8.26, 52.33, 9.54, 53.58]",160
"[11.15, 50.34, 12.4, 51.73]",864
