BRC Query,Num Of Points
"[[(12, 13), [13, 14]]]",4
"[[(1, 2), [8, 9]]]",4
"[[(15, 16), [12, 13]]]",2
"[[(9, 10), [15, 16]]]",2
"[[(11, 12), [6, 7]]]",4
"[[(4, 5), [9, 10]]]",4
"[[(4, 5), [3, 4]]]",4
"[[(8, 9), [4, 5]]]",4
"[[(9, 10), [3, 4]]]",4
"[[(2, 3), [10, 11]]]",4
"[[(15, 16), [3, 4]]]",2
"[[(11, 12), [13, 14]]]",4
"[[(10, 11), [6, 7]]]",4
"[[(15, 16), [14, 15]]]",2
"[[(8, 9), [1, 2]]]",4
"[[(0, 1), [2, 3]]]",4
"[[(12, 13), [0, 1]]]",4
"[[(15, 16), [10, 11]]]",2
"[[(7, 8), [10, 11]]]",4
"[[(2, 3), [6, 7]]]",4
"[[(7, 8), [7, 8]]]",4
"[[(4, 5), [14, 15]]]",4
"[[(2, 3), [2, 3]]]",4
"[[(10, 11), [15, 16]]]",2
"[[(3, 4), [9, 10]]]",4
"[[(9, 10), [3, 4]]]",4
"[[(10, 11), [6, 7]]]",4
"[[(9, 10), [14, 15]]]",4
"[[(2, 3), [12, 13]]]",4
"[[(10, 11), [7, 8]]]",4
"[[(9, 10), [5, 6]]]",4
"[[(6, 7), [5, 6]]]",4
"[[(1, 2), [8, 9]]]",4
"[[(15, 16), [2, 3]]]",2
"[[(2, 3), [4, 5]]]",4
"[[(4, 5), [1, 2]]]",4
"[[(2, 3), [12, 13]]]",4
"[[(8, 9), [7, 8]]]",4
"[[(6, 7), [13, 14]]]",4
"[[(8, 9), [14, 15]]]",4
"[[(15, 16), [11, 12]]]",2
"[[(2, 3), [10, 11]]]",4
"[[(3, 4), [15, 16]]]",2
"[[(10, 11), [6, 7]]]",4
"[[(7, 8), [0, 1]]]",4
"[[(8, 9), [3, 4]]]",4
"[[(7, 8), [11, 12]]]",4
"[[(5, 6), [10, 11]]]",4
"[[(13, 14), [1, 2]]]",4
"[[(3, 4), [4, 5]]]",4
"[[(7, 8), [1, 2]]]",4
"[[(2, 3), [0, 1]]]",4
"[[(3, 4), [6, 7]]]",4
"[[(3, 4), [12, 13]]]",4
"[[(2, 3), [11, 12]]]",4
"[[(3, 4), [1, 2]]]",4
"[[(0, 1), [6, 7]]]",4
"[[(5, 6), [3, 4]]]",4
"[[(15, 16), [6, 7]]]",2
"[[(1, 2), [0, 1]]]",4
"[[(13, 14), [3, 4]]]",4
"[[(8, 9), [2, 3]]]",4
"[[(7, 8), [2, 3]]]",4
"[[(9, 10), [11, 12]]]",4
"[[(13, 14), [5, 6]]]",4
"[[(1, 2), [14, 15]]]",4
"[[(1, 2), [3, 4]]]",4
"[[(12, 13), [6, 7]]]",4
"[[(8, 9), [11, 12]]]",4
"[[(15, 16), [5, 6]]]",2
"[[(6, 7), [1, 2]]]",4
"[[(5, 6), [5, 6]]]",4
"[[(10, 11), [8, 9]]]",4
"[[(3, 4), [14, 15]]]",4
"[[(5, 6), [0, 1]]]",4
"[[(15, 16), [13, 14]]]",2
"[[(9, 10), [11, 12]]]",4
"[[(12, 13), [8, 9]]]",4
"[[(4, 5), [0, 1]]]",4
"[[(14, 15), [2, 3]]]",4
"[[(10, 11), [1, 2]]]",4
"[[(8, 9), [4, 5]]]",4
"[[(7, 8), [15, 16]]]",2
"[[(11, 12), [9, 10]]]",4
"[[(11, 12), [4, 5]]]",4
"[[(9, 10), [12, 13]]]",4
"[[(13, 14), [2, 3]]]",4
"[[(0, 1), [6, 7]]]",4
"[[(10, 11), [5, 6]]]",4
"[[(7, 8), [7, 8]]]",4
"[[(14, 15), [12, 13]]]",4
"[[(13, 14), [1, 2]]]",4
"[[(12, 13), [13, 14]]]",4
"[[(1, 2), [5, 6]]]",4
"[[(14, 15), [2, 3]]]",4
"[[(8, 9), [5, 6]]]",4
"[[(14, 15), [15, 16]]]",2
"[[(0, 1), [1, 2]]]",4
"[[(15, 16), [10, 11]]]",2
"[[(9, 10), [14, 15]]]",4
"[[(1, 2), [13, 14]]]",4
"[[(6, 7), [2, 3]]]",4
"[[(4, 5), [0, 1]]]",4
"[[(12, 13), [13, 14]]]",4
"[[(10, 11), [0, 1]]]",4
"[[(6, 7), [0, 1]]]",4
"[[(0, 1), [3, 4]]]",4
"[[(6, 7), [3, 4]]]",4
"[[(6, 7), [9, 10]]]",4
"[[(8, 9), [5, 6]]]",4
"[[(3, 4), [15, 16]]]",2
"[[(12, 13), [2, 3]]]",4
"[[(0, 1), [8, 9]]]",4
"[[(14, 15), [3, 4]]]",4
"[[(8, 9), [4, 5]]]",4
"[[(11, 12), [3, 4]]]",4
"[[(4, 5), [8, 9]]]",4
"[[(0, 1), [1, 2]]]",4
"[[(1, 2), [6, 7]]]",4
"[[(8, 9), [10, 11]]]",4
"[[(11, 12), [1, 2]]]",4
"[[(15, 16), [14, 15]]]",2
"[[(13, 14), [11, 12]]]",4
"[[(5, 6), [6, 7]]]",4
"[[(12, 13), [9, 10]]]",4
"[[(0, 1), [4, 5]]]",4
"[[(4, 5), [8, 9]]]",4
"[[(10, 11), [10, 11]]]",4
"[[(11, 12), [2, 3]]]",4
"[[(10, 11), [1, 2]]]",4
"[[(1, 2), [8, 9]]]",4
"[[(5, 6), [4, 5]]]",4
"[[(9, 10), [11, 12]]]",4
"[[(12, 13), [4, 5]]]",4
"[[(9, 10), [3, 4]]]",4
"[[(15, 16), [7, 8]]]",2
"[[(1, 2), [9, 10]]]",4
"[[(5, 6), [2, 3]]]",4
"[[(9, 10), [12, 13]]]",4
"[[(10, 11), [9, 10]]]",4
"[[(13, 14), [3, 4]]]",4
"[[(3, 4), [15, 16]]]",2
"[[(15, 16), [10, 11]]]",2
"[[(10, 11), [3, 4]]]",4
"[[(15, 16), [3, 4]]]",2
"[[(15, 16), [13, 14]]]",2
"[[(1, 2), [9, 10]]]",4
"[[(10, 11), [4, 5]]]",4
"[[(5, 6), [12, 13]]]",4
"[[(2, 3), [2, 3]]]",4
"[[(2, 3), [6, 7]]]",4
"[[(7, 8), [1, 2]]]",4
"[[(12, 13), [0, 1]]]",4
"[[(3, 4), [12, 13]]]",4
"[[(9, 10), [14, 15]]]",4
"[[(15, 16), [6, 7]]]",2
"[[(13, 14), [2, 3]]]",4
"[[(11, 12), [7, 8]]]",4
"[[(8, 9), [5, 6]]]",4
"[[(13, 14), [6, 7]]]",4
"[[(11, 12), [3, 4]]]",4
"[[(2, 3), [0, 1]]]",4
"[[(14, 15), [6, 7]]]",4
"[[(3, 4), [15, 16]]]",2
"[[(12, 13), [8, 9]]]",4
"[[(6, 7), [1, 2]]]",4
"[[(6, 7), [4, 5]]]",4
"[[(3, 4), [6, 7]]]",4
"[[(14, 15), [12, 13]]]",4
"[[(11, 12), [4, 5]]]",4
"[[(3, 4), [15, 16]]]",2
"[[(4, 5), [12, 13]]]",4
"[[(13, 14), [15, 16]]]",2
"[[(10, 11), [15, 16]]]",2
"[[(15, 16), [6, 7]]]",2
"[[(7, 8), [0, 1]]]",4
"[[(10, 11), [10, 11]]]",4
"[[(10, 11), [1, 2]]]",4
"[[(4, 5), [8, 9]]]",4
"[[(4, 5), [12, 13]]]",4
"[[(9, 10), [15, 16]]]",2
"[[(2, 3), [2, 3]]]",4
"[[(1, 2), [2, 3]]]",4
"[[(7, 8), [4, 5]]]",4
"[[(1, 2), [9, 10]]]",4
"[[(0, 1), [14, 15]]]",4
"[[(10, 11), [5, 6]]]",4
"[[(4, 5), [14, 15]]]",4
"[[(11, 12), [12, 13]]]",4
"[[(1, 2), [2, 3]]]",4
"[[(2, 3), [13, 14]]]",4
"[[(6, 7), [9, 10]]]",4
"[[(13, 14), [15, 16]]]",2
"[[(12, 13), [7, 8]]]",4
"[[(0, 1), [0, 1]]]",4
"[[(5, 6), [9, 10]]]",4
"[[(8, 9), [10, 11]]]",4
"[[(2, 3), [15, 16]]]",2
"[[(8, 9), [9, 10]]]",4
"[[(13, 14), [12, 13]]]",4
"[[(12, 13), [1, 2]]]",4
"[[(5, 6), [4, 5]]]",4
"[[(7, 8), [9, 10]]]",4
"[[(10, 11), [1, 2]]]",4
"[[(1, 2), [15, 16]]]",2
"[[(13, 14), [4, 5]]]",4
"[[(15, 16), [2, 3]]]",2
"[[(4, 5), [11, 12]]]",4
"[[(13, 14), [1, 2]]]",4
"[[(14, 15), [12, 13]]]",4
"[[(14, 15), [1, 2]]]",4
"[[(3, 4), [15, 16]]]",2
"[[(4, 5), [0, 1]]]",4
"[[(1, 2), [4, 5]]]",4
"[[(10, 11), [3, 4]]]",4
"[[(11, 12), [6, 7]]]",4
"[[(12, 13), [15, 16]]]",2
"[[(3, 4), [1, 2]]]",4
"[[(14, 15), [10, 11]]]",4
"[[(3, 4), [9, 10]]]",4
"[[(4, 5), [12, 13]]]",4
"[[(9, 10), [3, 4]]]",4
"[[(6, 7), [1, 2]]]",4
"[[(12, 13), [14, 15]]]",4
"[[(11, 12), [6, 7]]]",4
"[[(14, 15), [11, 12]]]",4
"[[(2, 3), [1, 2]]]",4
"[[(1, 2), [15, 16]]]",2
"[[(8, 9), [0, 1]]]",4
"[[(6, 7), [7, 8]]]",4
"[[(2, 3), [13, 14]]]",4
"[[(9, 10), [3, 4]]]",4
"[[(4, 5), [13, 14]]]",4
"[[(13, 14), [2, 3]]]",4
"[[(3, 4), [13, 14]]]",4
"[[(2, 3), [3, 4]]]",4
"[[(13, 14), [4, 5]]]",4
"[[(0, 1), [14, 15]]]",4
"[[(13, 14), [13, 14]]]",4
"[[(0, 1), [15, 16]]]",2
"[[(10, 11), [8, 9]]]",4
