SRC Query,Depth,BBoxes,Data Size
"[33.76, -116.97, 34.23, -116.13]",2,"[32.541302, -117.970444, 37.009014, -114.294258]",5262
"[39.48, -120.06, 40.48, -119.51]",4,"[38.773846, -120.90374, 42.017231, -114.294258]",1316
"[34.51, -124.11, 35.25, -123.25]",4,"[32.541302, -124.389343, 35.551353, -119.04274]",1315
"[40.16, -118.15, 40.81, -117.27]",4,"[38.773846, -120.90374, 42.017231, -114.294258]",1316
"[40.09, -121.44, 40.67, -120.8]",3,"[38.773846, -121.790939, 42.017231, -114.294258]",2631
"[34.12, -117.56, 34.78, -116.98]",4,"[34.003124, -117.970444, 37.009014, -116.941383]",1315
"[32.94, -114.84, 33.5, -114.294258]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[37.22, -118.78, 37.63, -118.07]",6,"[37.009014, -119.082748, 37.653175, -114.294258]",329
"[39.9, -118.94, 40.58, -118.2]",4,"[38.773846, -120.90374, 42.017231, -114.294258]",1316
"[37.44, -118.44, 38.05, -117.72]",4,"[37.009014, -120.322968, 38.773846, -114.294258]",1316
"[34.86, -117.85, 35.34, -116.9]",3,"[34.003124, -117.970444, 37.009014, -114.294258]",2631
"[33.99, -122.76, 34.66, -121.93]",6,"[32.541302, -124.389343, 34.877285, -119.686722]",328
"[33.53, -119.43, 33.97, -118.56]",3,"[32.541302, -124.389343, 35.551353, -117.970444]",2631
"[38.71, -122.25, 39.37, -121.86]",5,"[37.869732, -122.457283, 39.543308, -121.790939]",658
"[33.08, -114.99, 33.89, -114.53]",4,"[32.541302, -116.742416, 34.003124, -114.294258]",1316
"[40.53, -116.43, 41.51, -116.03]",6,"[40.213436, -120.495163, 42.017231, -114.294258]",329
"[34.41, -120.18, 34.99, -119.3]",4,"[32.541302, -124.389343, 35.551353, -119.04274]",1315
"[34.37, -114.8, 35.17, -114.294258]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[36.95, -122.11, 37.34, -121.56]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[35.64, -115.96, 36.46, -115.34]",7,"[35.321751, -116.251694, 37.009014, -114.294258]",165
"[39.71, -121.08, 40.2, -120.46]",3,"[38.773846, -121.790939, 42.017231, -114.294258]",2631
"[40.96, -121.7, 41.68, -121.19]",5,"[40.032124, -121.790939, 42.017231, -120.90374]",658
"[41.53, -123.27, 42.017231, -122.37]",3,"[39.543308, -124.389343, 42.017231, -121.790939]",2631
"[34.85, -123.42, 35.55, -122.82]",4,"[32.541302, -124.389343, 35.551353, -119.04274]",1315
"[40.85, -114.97, 41.25, -114.294258]",6,"[40.213436, -120.495163, 42.017231, -114.294258]",329
"[35.34, -123.6, 36.19, -122.77]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[35.42, -115.71, 35.89, -114.9]",8,"[35.321751, -115.746964, 37.009014, -114.294258]",83
"[37.56, -123.66, 38.52, -123.05]",8,"[37.009014, -124.389343, 38.535942, -122.953407]",82
"[41.18, -116.85, 42.017231, -116.46]",8,"[41.121151, -120.172653, 42.017231, -114.294258]",83
"[40.82, -121.32, 41.8, -120.88]",3,"[38.773846, -121.790939, 42.017231, -114.294258]",2631
"[39.04, -121.94, 39.63, -120.98]",1,"[37.009014, -124.389343, 42.017231, -114.294258]",10524
"[34.89, -118.11, 35.87, -117.37]",1,"[32.541302, -124.389343, 37.009014, -114.294258]",10524
"[36.19, -122.12, 36.81, -121.12]",4,"[35.551353, -124.389343, 37.009014, -119.712936]",1315
"[36.9, -120.38, 37.76, -119.73]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[33.99, -115.81, 34.51, -115.0]",2,"[32.541302, -117.970444, 37.009014, -114.294258]",5262
"[41.28, -122.68, 41.93, -121.84]",5,"[40.643944, -123.049553, 42.017231, -121.790939]",658
"[34.04, -123.99, 34.59, -123.6]",8,"[32.541302, -124.389343, 34.609451, -119.916641]",82
"[38.54, -120.07, 39.11, -119.64]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[41.27, -118.55, 42.017231, -117.8]",8,"[41.121151, -120.172653, 42.017231, -114.294258]",83
"[38.25, -116.27, 38.87, -115.4]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[41.4, -119.62, 42.017231, -119.15]",8,"[41.121151, -120.172653, 42.017231, -114.294258]",83
"[37.5, -116.99, 37.9, -116.59]",4,"[37.009014, -120.322968, 38.773846, -114.294258]",1316
"[36.56, -121.43, 37.28, -120.68]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[37.98, -116.33, 38.43, -115.65]",8,"[37.908634, -119.214043, 38.773846, -114.294258]",83
