SRC_random Query: Medium,Depth,BBoxes,Data Size
"[247301, 349183, 340532, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[284272, 35462, 377503, 128693]",1,"[69337, 9783, 474275, 219328]",309
"[109998, 142854, 203229, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[248669, 370596, 341900, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[44173, 17700, 137404, 110931]",0,"[8117, 9783, 474275, 219328]",617
"[113633, 321216, 206864, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[62230, 142520, 155461, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[8667, 121668, 101898, 214899]",0,"[8117, 9783, 474275, 219328]",617
"[105111, 332207, 198342, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[99126, 354822, 192357, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[197059, 327616, 290290, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[148455, 12841, 241686, 106072]",1,"[69337, 9783, 474275, 219328]",309
"[361749, 352398, 454980, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[16762, 18944, 109993, 112175]",0,"[8117, 9783, 474275, 219328]",617
"[326658, 95923, 419889, 189154]",1,"[69337, 9783, 474275, 219328]",309
"[170857, 131920, 264088, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[214187, 270159, 307418, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[198579, 194091, 291810, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[54155, 313292, 147386, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[234575, 68588, 327806, 161819]",1,"[69337, 9783, 474275, 219328]",309
"[374851, 21084, 468082, 114315]",1,"[69337, 9783, 474275, 219328]",309
"[98394, 15600, 191625, 108831]",1,"[69337, 9783, 474275, 219328]",309
"[319478, 286877, 412709, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[151007, 193079, 244238, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[117491, 209418, 210722, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[111301, 175505, 204532, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[104835, 101867, 198066, 195098]",1,"[69337, 9783, 474275, 219328]",309
"[268324, 353148, 361555, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[87361, 328844, 180592, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[318187, 273214, 411418, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[221863, 315770, 315094, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[337092, 126968, 430323, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[9558, 36511, 102789, 129742]",0,"[8117, 9783, 474275, 219328]",617
"[236777, 325038, 330008, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[24553, 347007, 117784, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[347668, 347986, 440899, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[79183, 271552, 172414, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[52795, 227961, 146026, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[170808, 182045, 264039, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[339959, 336464, 433190, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[332717, 107241, 425948, 200472]",1,"[69337, 9783, 474275, 219328]",309
"[40341, 185917, 133572, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[80560, 173856, 173791, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[352585, 151975, 445816, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[262945, 260430, 356176, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[327392, 181438, 420623, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[149451, 346787, 242682, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[48959, 248586, 142190, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[91782, 64569, 185013, 157800]",1,"[69337, 9783, 474275, 219328]",309
"[276777, 143878, 370008, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[301155, 220223, 394386, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[326888, 242888, 420119, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[228988, 359883, 322219, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[91503, 326610, 184734, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[227876, 74388, 321107, 167619]",1,"[69337, 9783, 474275, 219328]",309
"[367918, 352511, 461149, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[67060, 314576, 160291, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[66542, 105647, 159773, 198878]",0,"[8117, 9783, 474275, 219328]",617
"[260969, 162365, 354200, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[368012, 60549, 461243, 153780]",1,"[69337, 9783, 474275, 219328]",309
"[367031, 231342, 460262, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[145599, 152885, 238830, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[66123, 341188, 159354, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[194604, 275020, 287835, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[289144, 47297, 382375, 140528]",1,"[69337, 9783, 474275, 219328]",309
"[12351, 29559, 105582, 122790]",0,"[8117, 9783, 474275, 219328]",617
"[326793, 15889, 420024, 109120]",1,"[69337, 9783, 474275, 219328]",309
"[80728, 72534, 173959, 165765]",1,"[69337, 9783, 474275, 219328]",309
"[222079, 210000, 315310, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[260474, 22297, 353705, 115528]",1,"[69337, 9783, 474275, 219328]",309
"[172370, 339424, 265601, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[81748, 52722, 174979, 145953]",1,"[69337, 9783, 474275, 219328]",309
"[376640, 213659, 469871, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[345707, 311787, 438938, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[126141, 33653, 219372, 126884]",1,"[69337, 9783, 474275, 219328]",309
"[117818, 224344, 211049, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[22592, 32846, 115823, 126077]",0,"[8117, 9783, 474275, 219328]",617
"[322208, 217514, 415439, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[77578, 301859, 170809, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[376874, 163935, 470105, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[221342, 220307, 314573, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[294559, 36836, 387790, 130067]",1,"[69337, 9783, 474275, 219328]",309
"[241785, 292490, 335016, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[84351, 302015, 177582, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[74761, 345885, 167992, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[116809, 316688, 210040, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[96383, 54926, 189614, 148157]",1,"[69337, 9783, 474275, 219328]",309
"[310395, 254324, 403626, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[159011, 148558, 252242, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[140612, 119074, 233843, 212305]",1,"[69337, 9783, 474275, 219328]",309
"[219477, 367068, 312708, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[12832, 341752, 106063, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[35144, 282565, 128375, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[44902, 13493, 138133, 106724]",0,"[8117, 9783, 474275, 219328]",617
"[343388, 157359, 436619, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[89122, 81962, 182353, 175193]",1,"[69337, 9783, 474275, 219328]",309
"[274089, 78677, 367320, 171908]",1,"[69337, 9783, 474275, 219328]",309
"[68156, 182295, 161387, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[11485, 177629, 104716, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[84327, 181270, 177558, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[311344, 40923, 404575, 134154]",1,"[69337, 9783, 474275, 219328]",309
"[53277, 203685, 146508, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[116700, 141217, 209931, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[244604, 182082, 337835, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[365836, 262492, 459067, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[254805, 288979, 348036, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[284126, 52344, 377357, 145575]",1,"[69337, 9783, 474275, 219328]",309
"[50516, 173544, 143747, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[238151, 209284, 331382, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[219564, 292390, 312795, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[259793, 297147, 353024, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[231396, 280039, 324627, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[46928, 123106, 140159, 216337]",0,"[8117, 9783, 474275, 219328]",617
"[83469, 345908, 176700, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[217628, 276259, 310859, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[172424, 85811, 265655, 179042]",1,"[69337, 9783, 474275, 219328]",309
"[45062, 83181, 138293, 176412]",0,"[8117, 9783, 474275, 219328]",617
"[89850, 26176, 183081, 119407]",1,"[69337, 9783, 474275, 219328]",309
"[209468, 346039, 302699, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[304447, 68871, 397678, 162102]",1,"[69337, 9783, 474275, 219328]",309
"[356379, 43828, 449610, 137059]",1,"[69337, 9783, 474275, 219328]",309
"[283032, 148422, 376263, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[304492, 166823, 397723, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[192788, 357081, 286019, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[258182, 218946, 351413, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[318220, 175458, 411451, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[359219, 334401, 452450, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[252827, 276767, 346058, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[189112, 129906, 282343, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[271402, 27826, 364633, 121057]",1,"[69337, 9783, 474275, 219328]",309
"[209378, 199998, 302609, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[187561, 276721, 280792, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[11731, 139068, 104962, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[309249, 48459, 402480, 141690]",1,"[69337, 9783, 474275, 219328]",309
"[257307, 66287, 350538, 159518]",1,"[69337, 9783, 474275, 219328]",309
"[201049, 236292, 294280, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[332652, 135987, 425883, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[294246, 20851, 387477, 114082]",1,"[69337, 9783, 474275, 219328]",309
"[280055, 274354, 373286, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[66654, 29224, 159885, 122455]",0,"[8117, 9783, 474275, 219328]",617
"[306911, 196177, 400142, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[28956, 199878, 122187, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[102393, 186852, 195624, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[149287, 262944, 242518, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[261422, 227840, 354653, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[8800, 347800, 102031, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[131931, 351185, 225162, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[351253, 258420, 444484, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[188608, 366424, 281839, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[92378, 31024, 185609, 124255]",1,"[69337, 9783, 474275, 219328]",309
"[259899, 283849, 353130, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[353360, 94567, 446591, 187798]",1,"[69337, 9783, 474275, 219328]",309
"[210109, 372677, 303340, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[158998, 367228, 252229, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[312343, 261712, 405574, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[119805, 22427, 213036, 115658]",1,"[69337, 9783, 474275, 219328]",309
"[378888, 246268, 472119, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[334788, 322573, 428019, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[359850, 99031, 453081, 192262]",1,"[69337, 9783, 474275, 219328]",309
"[328756, 239684, 421987, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[173397, 311360, 266628, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[179958, 233528, 273189, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[305849, 337634, 399080, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[83660, 276762, 176891, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[233316, 213345, 326547, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[132492, 201387, 225723, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[207861, 162896, 301092, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[134270, 118935, 227501, 212166]",1,"[69337, 9783, 474275, 219328]",309
"[141767, 134888, 234998, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[289377, 315954, 382608, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[203186, 246948, 296417, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[132984, 322336, 226215, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[185184, 335263, 278415, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[340064, 84906, 433295, 178137]",1,"[69337, 9783, 474275, 219328]",309
"[176966, 135820, 270197, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[83576, 142702, 176807, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[296680, 98805, 389911, 192036]",1,"[69337, 9783, 474275, 219328]",309
"[289409, 377558, 382640, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[380608, 320826, 473839, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[68273, 242417, 161504, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[259682, 115498, 352913, 208729]",1,"[69337, 9783, 474275, 219328]",309
"[370834, 103286, 464065, 196517]",1,"[69337, 9783, 474275, 219328]",309
"[322859, 195779, 416090, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[325433, 138703, 418664, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[380315, 54671, 473546, 147902]",1,"[69337, 9783, 474275, 219328]",309
"[291661, 268548, 384892, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[118369, 162122, 211600, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[212423, 151474, 305654, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[276419, 114041, 369650, 207272]",1,"[69337, 9783, 474275, 219328]",309
"[193688, 221351, 286919, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[173437, 18989, 266668, 112220]",1,"[69337, 9783, 474275, 219328]",309
"[30832, 108827, 124063, 202058]",0,"[8117, 9783, 474275, 219328]",617
"[111402, 324743, 204633, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[93866, 300260, 187097, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[248415, 50550, 341646, 143781]",1,"[69337, 9783, 474275, 219328]",309
"[139636, 271033, 232867, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[158989, 369158, 252220, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[263152, 228201, 356383, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[172838, 361337, 266069, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[375132, 373582, 468363, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[210160, 36665, 303391, 129896]",1,"[69337, 9783, 474275, 219328]",309
"[68428, 38903, 161659, 132134]",0,"[8117, 9783, 474275, 219328]",617
"[183567, 91852, 276798, 185083]",1,"[69337, 9783, 474275, 219328]",309
"[147644, 330548, 240875, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[301079, 237819, 394310, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[170058, 295404, 263289, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[225626, 260674, 318857, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[204712, 123661, 297943, 216892]",1,"[69337, 9783, 474275, 219328]",309
"[362742, 55129, 455973, 148360]",1,"[69337, 9783, 474275, 219328]",309
"[50153, 337447, 143384, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[55956, 273475, 149187, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[17307, 354204, 110538, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[313527, 277112, 406758, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[181620, 320918, 274851, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[58325, 303559, 151556, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[131285, 18706, 224516, 111937]",1,"[69337, 9783, 474275, 219328]",309
"[29743, 58173, 122974, 151404]",0,"[8117, 9783, 474275, 219328]",617
"[171741, 56078, 264972, 149309]",1,"[69337, 9783, 474275, 219328]",309
"[316447, 213320, 409678, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[380248, 75431, 473479, 168662]",1,"[69337, 9783, 474275, 219328]",309
"[309985, 328518, 403216, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[286628, 111840, 379859, 205071]",1,"[69337, 9783, 474275, 219328]",309
"[153724, 163035, 246955, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[91345, 104430, 184576, 197661]",1,"[69337, 9783, 474275, 219328]",309
"[317642, 126614, 410873, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[79894, 76325, 173125, 169556]",1,"[69337, 9783, 474275, 219328]",309
"[127818, 143319, 221049, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[268167, 167232, 361398, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[84279, 331188, 177510, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[150362, 115300, 243593, 208531]",1,"[69337, 9783, 474275, 219328]",309
"[49240, 79604, 142471, 172835]",0,"[8117, 9783, 474275, 219328]",617
"[356159, 221479, 449390, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[103535, 112384, 196766, 205615]",1,"[69337, 9783, 474275, 219328]",309
"[316811, 17132, 410042, 110363]",1,"[69337, 9783, 474275, 219328]",309
"[192377, 290090, 285608, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[353355, 259640, 446586, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[363638, 74280, 456869, 167511]",1,"[69337, 9783, 474275, 219328]",309
"[150121, 50879, 243352, 144110]",1,"[69337, 9783, 474275, 219328]",309
"[374811, 332100, 468042, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[370534, 154534, 463765, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[322231, 123761, 415462, 216992]",1,"[69337, 9783, 474275, 219328]",309
"[10251, 83315, 103482, 176546]",0,"[8117, 9783, 474275, 219328]",617
"[116713, 310884, 209944, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[362246, 9886, 455477, 103117]",1,"[69337, 9783, 474275, 219328]",309
"[227372, 74783, 320603, 168014]",1,"[69337, 9783, 474275, 219328]",309
"[84387, 262379, 177618, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[290472, 29646, 383703, 122877]",1,"[69337, 9783, 474275, 219328]",309
"[272002, 175231, 365233, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[123454, 359290, 216685, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[99556, 247520, 192787, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[174109, 356329, 267340, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[240161, 129459, 333392, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[348463, 342265, 441694, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[152475, 362158, 245706, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[379046, 107073, 472277, 200304]",1,"[69337, 9783, 474275, 219328]",309
"[60746, 191513, 153977, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[265093, 150805, 358324, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[192994, 290522, 286225, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[316729, 156345, 409960, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[122344, 157926, 215575, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[297718, 213882, 390949, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[42445, 99972, 135676, 193203]",0,"[8117, 9783, 474275, 219328]",617
"[205022, 67778, 298253, 161009]",1,"[69337, 9783, 474275, 219328]",309
"[317445, 349796, 410676, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[58032, 279125, 151263, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[80720, 249717, 173951, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[83709, 229657, 176940, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[145269, 289217, 238500, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[110396, 101252, 203627, 194483]",1,"[69337, 9783, 474275, 219328]",309
"[43995, 147085, 137226, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[239062, 179586, 332293, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[205337, 276486, 298568, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[34993, 188641, 128224, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[212599, 209420, 305830, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[296254, 74107, 389485, 167338]",1,"[69337, 9783, 474275, 219328]",309
"[380279, 291801, 473510, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[306558, 87780, 399789, 181011]",1,"[69337, 9783, 474275, 219328]",309
"[352083, 26354, 445314, 119585]",1,"[69337, 9783, 474275, 219328]",309
"[168230, 331445, 261461, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[240729, 278779, 333960, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[309821, 226148, 403052, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[118288, 253856, 211519, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[114781, 213337, 208012, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[54110, 59271, 147341, 152502]",0,"[8117, 9783, 474275, 219328]",617
"[288771, 218940, 382002, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[71872, 273783, 165103, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[361219, 252731, 454450, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[350711, 96160, 443942, 189391]",1,"[69337, 9783, 474275, 219328]",309
"[25041, 113767, 118272, 206998]",0,"[8117, 9783, 474275, 219328]",617
"[130281, 134318, 223512, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[57996, 321908, 151227, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[206288, 221236, 299519, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[44640, 295409, 137871, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[119590, 283701, 212821, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[112299, 122670, 205530, 215901]",1,"[69337, 9783, 474275, 219328]",309
"[265954, 55752, 359185, 148983]",1,"[69337, 9783, 474275, 219328]",309
"[108499, 60356, 201730, 153587]",1,"[69337, 9783, 474275, 219328]",309
"[277183, 76392, 370414, 169623]",1,"[69337, 9783, 474275, 219328]",309
"[324679, 110514, 417910, 203745]",1,"[69337, 9783, 474275, 219328]",309
"[296599, 310540, 389830, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[280639, 343154, 373870, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[333709, 234418, 426940, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[323086, 215157, 416317, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[344199, 145529, 437430, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[360781, 255234, 454012, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[343687, 338576, 436918, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[324190, 23256, 417421, 116487]",1,"[69337, 9783, 474275, 219328]",309
"[192033, 189192, 285264, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[116071, 376196, 209302, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[346017, 26291, 439248, 119522]",1,"[69337, 9783, 474275, 219328]",309
"[111714, 239087, 204945, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[120966, 279670, 214197, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[365737, 119287, 458968, 212518]",1,"[69337, 9783, 474275, 219328]",309
"[11795, 83272, 105026, 176503]",0,"[8117, 9783, 474275, 219328]",617
"[132164, 246008, 225395, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[255497, 56041, 348728, 149272]",1,"[69337, 9783, 474275, 219328]",309
"[324929, 152854, 418160, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[348357, 160170, 441588, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[213733, 180631, 306964, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[356391, 164071, 449622, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[359838, 54611, 453069, 147842]",1,"[69337, 9783, 474275, 219328]",309
"[330178, 73383, 423409, 166614]",1,"[69337, 9783, 474275, 219328]",309
"[268343, 202401, 361574, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[329298, 333889, 422529, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[351038, 54441, 444269, 147672]",1,"[69337, 9783, 474275, 219328]",309
"[128754, 79470, 221985, 172701]",1,"[69337, 9783, 474275, 219328]",309
"[222738, 133983, 315969, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[17464, 262354, 110695, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[156444, 83602, 249675, 176833]",1,"[69337, 9783, 474275, 219328]",309
"[279278, 340176, 372509, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[202186, 363147, 295417, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[84447, 68806, 177678, 162037]",1,"[69337, 9783, 474275, 219328]",309
"[274390, 176658, 367621, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[175990, 366454, 269221, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[47745, 196595, 140976, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[108580, 113094, 201811, 206325]",1,"[69337, 9783, 474275, 219328]",309
"[162883, 281501, 256114, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[373711, 230333, 466942, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[349441, 206741, 442672, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[215085, 26718, 308316, 119949]",1,"[69337, 9783, 474275, 219328]",309
"[82945, 239263, 176176, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[48541, 159004, 141772, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[338129, 354782, 431360, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[89414, 284267, 182645, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[106698, 323928, 199929, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[264640, 191577, 357871, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[89562, 315038, 182793, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[86028, 308336, 179259, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[233241, 146987, 326472, 219328]",1,"[69337, 9783, 474275, 219328]",309
