BRC Query,Data Size
"[7.65, 53.0, 8.04, 53.82]",0
"[11.91, 50.97, 12.91, 51.45]",70
"[8.21, 48.3, 8.91, 49.14]",272
"[12.42, 52.23, 13.02, 53.1]",339
"[12.37, 50.06, 12.89, 50.64]",0
"[7.91, 52.62, 8.52, 53.14]",0
"[7.03, 54.41, 7.53, 54.79805556]",0
"[10.22, 51.81, 10.54, 52.48]",56
"[12.23, 51.71, 12.86, 52.4]",25
"[10.39, 52.04, 10.94, 52.71]",447
"[8.47, 52.42, 8.87, 53.36]",0
"[7.82, 49.19, 8.44, 49.99]",0
"[7.48, 51.38, 7.83, 52.23]",4415
"[11.34, 49.53, 11.95, 49.83]",0
"[7.14, 54.31, 7.93, 54.68]",0
"[12.7, 53.36, 13.67, 53.67]",6
"[8.13, 50.89, 8.65, 51.75]",34
"[8.1, 54.43, 8.86, 54.79805556]",0
"[10.03, 49.62, 10.32, 50.1]",28
"[9.05, 53.67, 9.84, 54.24]",21
"[12.09, 50.3, 12.5, 50.86]",0
"[13.02, 49.89, 13.69, 50.33]",0
"[13.45, 48.86, 13.80833333, 49.74]",0
"[8.46, 48.76, 9.12, 49.29]",6
"[12.94, 54.32, 13.24, 54.79805556]",0
"[8.82, 48.64, 9.64, 49.44]",504
"[8.89, 53.83, 9.28, 54.61]",0
"[10.48, 48.6, 11.43, 49.14]",2
"[13.18, 53.08, 13.80833333, 53.37]",0
"[12.92, 50.14, 13.80833333, 50.49]",0
"[11.59, 49.73, 12.11, 50.68]",0
"[8.49, 52.25, 9.47, 52.95]",578
"[9.46, 49.61, 10.02, 50.6]",139
"[9.99, 50.75, 10.83, 51.35]",112
"[7.82, 53.77, 8.27, 54.55]",0
"[13.25, 49.25, 13.80833333, 50.07]",0
"[7.86, 48.38, 8.34, 48.68]",0
"[11.22, 50.96, 11.72, 51.3]",1588
"[13.25, 51.96, 13.80833333, 52.67]",38515
"[11.0, 53.46, 11.57, 54.31]",2
"[13.35, 51.26, 13.80833333, 51.65]",0
"[10.44, 52.99, 10.75, 53.29]",0
"[9.74, 50.07, 10.42, 50.78]",18
"[10.8, 53.42, 11.17, 54.05]",0
"[10.95, 50.42, 11.57, 51.42]",1662
"[10.08, 52.21, 10.55, 52.74]",136
"[12.27, 50.35, 12.84, 51.16]",0
"[10.2, 50.82, 10.67, 51.57]",80
"[8.16, 53.79, 9.01, 54.6]",0
"[11.58, 49.84, 12.0, 50.4]",0
"[11.53, 48.31, 11.92, 48.66]",57
