BRC Query,Data Size
"[38.88, -118.9, 40.54, -117.62]",0
"[39.74, -120.74, 41.23, -119.5]",847
"[34.33, -121.72, 35.35, -120.6]",92
"[38.32, -121.49, 40.03, -119.61]",2703
"[36.34, -121.49, 38.08, -119.7]",2343
"[37.84, -116.94, 38.99, -115.7]",0
"[34.91, -120.19, 36.1, -118.35]",1914
"[37.49, -122.53, 38.73, -120.75]",2690
"[32.78, -122.98, 34.1, -121.38]",0
"[33.93, -121.23, 35.55, -120.19]",898
"[32.77, -118.11, 34.17, -116.45]",3508
"[33.31, -117.22, 34.71, -116.11]",1429
"[32.68, -123.24, 34.18, -122.19]",0
"[34.3, -122.33, 35.7, -120.8]",201
"[35.64, -118.45, 36.74, -117.23]",836
"[34.15, -116.49, 35.96, -114.84]",1126
"[38.63, -120.13, 39.96, -118.31]",383
"[38.91, -124.26, 40.51, -122.86]",1976
"[33.12, -122.81, 34.8, -121.3]",0
"[37.4, -118.71, 39.26, -117.69]",211
"[36.53, -116.56, 37.96, -114.84]",0
"[39.5, -117.68, 41.02, -116.59]",0
"[37.45, -121.96, 38.57, -120.75]",1269
"[33.27, -118.52, 34.73, -117.29]",2807
"[35.89, -119.51, 36.92, -117.72]",1539
"[39.83, -118.28, 41.13, -116.69]",0
"[32.63, -118.55, 34.05, -116.76]",3078
"[33.3, -118.1, 35.03, -116.92]",2914
"[36.83, -122.71, 38.25, -120.84]",2990
"[35.08, -120.27, 36.32, -119.25]",962
"[39.09, -123.06, 40.21, -121.72]",1076
"[35.9, -121.86, 37.68, -120.28]",2076
"[37.49, -117.5, 38.84, -116.42]",0
"[36.01, -122.11, 37.22, -120.25]",1543
"[35.89, -117.05, 37.15, -115.22]",357
"[35.37, -117.87, 36.69, -116.66]",848
"[37.77, -118.3, 39.62, -116.63]",0
"[35.54, -116.54, 36.7, -115.22]",303
"[39.5, -118.14, 41.29, -116.75]",0
"[39.56, -123.22, 40.65, -122.04]",1056
"[35.37, -123.88, 37.06, -122.75]",0
"[37.17, -116.21, 38.52, -114.86]",0
"[40.04, -120.66, 41.79, -119.29]",807
