SRC Query,Depth,BBoxes,Data Size
"[38.8, -117.86, 41.0, -116.65]",4,"[38.773846, -120.90374, 42.017231, -114.294258]",1316
"[37.62, -118.61, 38.91, -117.35]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[34.46, -120.48, 37.23, -118.23]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[33.51, -122.2, 34.63, -120.09]",6,"[32.541302, -124.389343, 34.877285, -119.686722]",328
"[37.22, -117.32, 38.33, -116.28]",4,"[37.009014, -120.322968, 38.773846, -114.294258]",1316
"[33.74, -122.96, 36.5, -120.57]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[37.83, -124.12, 40.41, -121.38]",1,"[37.009014, -124.389343, 42.017231, -114.294258]",10524
"[34.64, -123.82, 35.97, -122.55]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[36.48, -121.08, 39.0, -119.3]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[36.72, -123.62, 39.17, -121.82]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[35.78, -120.92, 38.12, -119.38]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[33.13, -118.72, 34.63, -116.12]",1,"[32.541302, -124.389343, 37.009014, -114.294258]",10524
"[34.4, -118.81, 36.3, -116.54]",1,"[32.541302, -124.389343, 37.009014, -114.294258]",10524
"[35.61, -119.69, 38.11, -117.22]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[39.02, -120.63, 41.78, -118.65]",4,"[38.773846, -120.90374, 42.017231, -114.294258]",1316
"[37.72, -119.56, 39.79, -117.78]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[33.99, -119.81, 36.25, -118.73]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[35.63, -119.95, 37.33, -117.86]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[35.02, -119.94, 36.09, -118.77]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[34.99, -120.07, 36.25, -118.03]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[36.62, -119.82, 37.88, -117.18]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[36.49, -117.27, 37.97, -115.36]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[35.48, -118.72, 37.02, -116.2]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[39.1, -119.98, 40.64, -118.11]",4,"[38.773846, -120.90374, 42.017231, -114.294258]",1316
"[34.51, -121.02, 36.49, -119.35]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[32.64, -121.29, 35.07, -119.23]",4,"[32.541302, -124.389343, 35.551353, -119.04274]",1315
