SRC_random Query: Large,Depth,BBoxes,Data Size
"[9, 8, 28, 27]",2,"[0, 0, 32, 32]",1024
"[14, 20, 33, 39]",0,"[0, 0, 64, 64]",4096
"[32, 15, 51, 34]",1,"[32, 0, 64, 64]",2048
"[15, 11, 34, 30]",0,"[0, 0, 64, 64]",4096
"[18, 23, 37, 42]",2,"[16, 16, 48, 48]",1024
"[26, 42, 45, 61]",2,"[16, 32, 48, 64]",1024
"[2, 8, 21, 27]",2,"[0, 0, 32, 32]",1024
"[38, 1, 57, 20]",2,"[32, 0, 64, 32]",1024
"[25, 4, 44, 23]",2,"[16, 0, 48, 32]",1024
"[44, 4, 63, 23]",2,"[32, 0, 64, 32]",1024
"[8, 26, 27, 45]",2,"[0, 16, 32, 48]",1024
"[19, 35, 38, 54]",2,"[16, 32, 48, 64]",1024
"[26, 9, 45, 28]",2,"[16, 0, 48, 32]",1024
"[37, 27, 56, 46]",2,"[32, 16, 64, 48]",1024
"[19, 40, 38, 59]",2,"[16, 32, 48, 64]",1024
"[22, 5, 41, 24]",2,"[16, 0, 48, 32]",1024
"[15, 28, 34, 47]",0,"[0, 0, 64, 64]",4096
"[40, 23, 59, 42]",2,"[32, 16, 64, 48]",1024
"[40, 33, 59, 52]",2,"[32, 32, 64, 64]",1024
"[3, 24, 22, 43]",2,"[0, 16, 32, 48]",1024
"[26, 0, 45, 19]",2,"[16, 0, 48, 32]",1024
"[26, 20, 45, 39]",2,"[16, 16, 48, 48]",1024
"[28, 13, 47, 32]",2,"[16, 0, 48, 32]",1024
"[23, 18, 42, 37]",2,"[16, 16, 48, 48]",1024
"[30, 5, 49, 24]",0,"[0, 0, 64, 64]",4096
"[11, 6, 30, 25]",2,"[0, 0, 32, 32]",1024
"[17, 7, 36, 26]",2,"[16, 0, 48, 32]",1024
"[35, 38, 54, 57]",2,"[32, 32, 64, 64]",1024
"[44, 9, 63, 28]",2,"[32, 0, 64, 32]",1024
"[44, 28, 63, 47]",2,"[32, 16, 64, 48]",1024
"[25, 11, 44, 30]",2,"[16, 0, 48, 32]",1024
"[26, 27, 45, 46]",2,"[16, 16, 48, 48]",1024
"[11, 15, 30, 34]",1,"[0, 0, 32, 64]",2048
"[29, 21, 48, 40]",2,"[16, 16, 48, 48]",1024
"[33, 9, 52, 28]",2,"[32, 0, 64, 32]",1024
"[22, 29, 41, 48]",2,"[16, 16, 48, 48]",1024
"[40, 40, 59, 59]",2,"[32, 32, 64, 64]",1024
"[5, 30, 24, 49]",1,"[0, 0, 32, 64]",2048
"[13, 18, 32, 37]",2,"[0, 16, 32, 48]",1024
"[0, 44, 19, 63]",2,"[0, 32, 32, 64]",1024
"[28, 39, 47, 58]",2,"[16, 32, 48, 64]",1024
"[29, 0, 48, 19]",2,"[16, 0, 48, 32]",1024
"[13, 19, 32, 38]",2,"[0, 16, 32, 48]",1024
