BRC Query,Data Size
"[33.16, -118.33, 34.21, -116.53]",3506
"[32.71, -117.58, 34.71, -115.88]",4604
"[33.99, -122.29, 35.84, -121.25]",40
"[37.33, -117.6, 39.64, -115.82]",0
"[32.77, -118.61, 34.22, -116.85]",4040
"[36.0, -120.84, 37.72, -119.79]",1430
"[37.65, -118.15, 39.64, -116.72]",0
"[37.74, -117.96, 40.25, -115.6]",0
"[35.89, -121.8, 37.78, -120.16]",2546
"[38.25, -118.61, 40.72, -116.11]",0
"[33.27, -121.89, 35.42, -120.76]",50
"[32.7, -121.34, 34.41, -119.99]",0
"[33.51, -123.23, 35.83, -120.93]",114
"[35.16, -122.06, 37.22, -119.9]",3188
"[37.48, -122.56, 39.25, -121.54]",2516
"[37.21, -121.65, 39.15, -120.01]",3210
"[34.7, -117.86, 37.31, -116.83]",1418
"[38.72, -117.99, 40.35, -115.72]",0
"[37.58, -118.29, 39.69, -116.61]",2
"[33.23, -123.86, 34.3, -121.26]",0
"[33.08, -117.93, 34.57, -115.89]",4216
"[33.3, -124.1, 35.93, -122.66]",0
"[35.05, -117.8, 37.84, -116.26]",1552
"[36.5, -122.12, 38.33, -121.0]",2232
"[37.11, -122.51, 39.33, -120.51]",5658
"[38.78, -122.16, 40.5, -120.56]",2772
"[34.17, -122.62, 35.21, -121.49]",0
"[33.56, -118.62, 35.48, -117.48]",3140
"[38.64, -117.91, 40.18, -116.65]",0
"[37.12, -121.25, 38.45, -119.96]",1754
"[38.19, -121.52, 40.03, -119.9]",3180
"[33.37, -118.38, 34.85, -116.65]",4220
"[37.1, -122.66, 39.45, -120.75]",5656
"[32.86, -120.68, 33.99, -118.06]",394
"[37.43, -118.18, 39.53, -115.53]",30
"[37.06, -121.87, 39.38, -119.92]",4660
"[38.91, -118.76, 40.17, -116.21]",0
"[33.63, -123.47, 35.23, -120.8]",0
"[32.57, -121.21, 33.92, -120.17]",0
"[34.21, -118.65, 36.47, -116.16]",4080
"[33.26, -123.53, 35.75, -121.15]",32
"[35.88, -120.56, 37.54, -119.56]",1282
"[35.05, -124.36, 36.43, -122.85]",0
"[37.48, -122.17, 40.3, -120.86]",3976
"[36.42, -117.88, 38.77, -115.5]",456
"[38.76, -118.25, 41.2, -115.84]",0
"[38.07, -121.0, 39.96, -119.92]",2100
"[37.12, -119.39, 38.86, -117.28]",1094
"[35.93, -123.17, 38.29, -120.97]",4276
"[38.29, -122.78, 39.9, -120.0]",4838
"[37.75, -119.85, 39.1, -118.54]",712
"[33.46, -121.77, 35.78, -119.39]",2586
"[33.78, -120.06, 34.88, -117.42]",3800
"[33.32, -123.7, 35.6, -121.96]",0
"[37.28, -120.08, 38.89, -117.4]",1764
"[35.19, -118.89, 37.81, -117.61]",2616
"[38.11, -124.13, 40.78, -123.02]",2656
"[37.1, -119.58, 39.66, -117.86]",1178
"[36.56, -120.6, 38.59, -119.49]",2066
"[37.32, -122.56, 39.71, -119.76]",7858
"[35.0, -124.1, 37.81, -122.12]",716
"[37.85, -124.14, 39.01, -122.43]",1654
"[34.17, -122.0, 36.2, -120.38]",1444
"[38.08, -120.5, 40.37, -117.85]",1556
"[32.83, -119.67, 35.33, -118.09]",2778
"[34.7, -123.89, 36.3, -121.09]",406
"[33.43, -120.21, 35.4, -117.38]",5512
"[39.04, -123.17, 41.02, -121.9]",2050
"[36.16, -123.61, 37.65, -122.13]",490
"[32.69, -118.24, 34.37, -115.93]",5810
"[38.81, -119.13, 41.28, -116.63]",0
"[38.4, -120.15, 40.87, -119.08]",666
"[38.43, -117.35, 40.81, -115.35]",0
"[34.58, -120.72, 36.14, -118.64]",3366
"[35.21, -117.9, 37.94, -115.67]",1920
"[35.73, -121.08, 37.35, -119.87]",1328
"[39.16, -120.66, 40.64, -118.3]",1006
"[33.15, -117.38, 34.39, -115.96]",2436
"[36.6, -120.4, 39.44, -118.42]",3730
"[34.3, -120.91, 35.81, -118.45]",4028
"[38.54, -118.2, 39.75, -117.0]",0
"[35.81, -120.44, 38.46, -119.04]",2818
