SRC Query,Depth,BBoxes,Data Size
"[[(50892603.34, 50933363.08), (32.49, 33.7), (-31.49, -26.63)]]",8,"[[50885836.0, 51752017.0], [30.2698105017, 34.0514258592], [-118.262315317, 6.740224373]]",4
"[[(52981779.36, 53257489.86), (33.31, 34.32), (-78.59, -73.34)]]",1,"[[50885836.0, 54173030.0], (30.2015573297, 50.381005442), (-122.4271774292, 6.740224373)]",500
"[[(47235922.78, 47898061.81), (31.33, 32.4), (-94.12, -89.74)]]",3,"[[41050144.0, 50885836.0], [30.2015573297, 34.0626590583], [-118.238405, 6.740224373]]",125
"[[(46481501.19, 46706069.23), (40.3, 41.49), (-119.74, -113.03)]]",2,"[[41050144.0, 50885836.0], [34.0626590583, 50.381005442], (-122.4271774292, 6.740224373)]",251
"[[(43075440.87, 43762594.78), (42.93, 43.96), (-85.13, -83.4)]]",8,"[[41050144.0, 45286384.0], [38.9852462167, 48.419669031], [-94.5931743, 6.740224373]]",4
"[[(41603150.29, 42025227.49), (30.88, 31.93), (-97.3, -93.41)]]",8,"[[41050144.0, 44668938.0], [30.2679095833, 34.0626590583], [-97.7493124167, 6.740224373]]",5
"[[(42265239.94, 42816908.36), (38.04, 39.15), (-102.57, -100.3)]]",4,"[[41050144.0, 50388181.0], [34.0626590583, 50.381005442], [-118.28350965, 6.740224373]]",63
"[[(47575000.42, 48277943.45), (47.2, 48.27), (-68.41, -66.6)]]",8,"[[45286384.0, 50388181.0], [45.95037652, 50.381005442], [-94.5931743, 6.740224373]]",4
"[[(51330393.44, 52013172.89), (37.34, 38.48), (-72.43, -70.62)]]",4,"[[51294182.0, 54173030.0], [34.0806626667, 50.381005442], [-122.3138004541, 6.740224373]]",63
"[[(49615792.64, 49902301.42), (45.24, 46.37), (-70.25, -66.96)]]",7,"[[45286384.0, 50388181.0], [38.9852462167, 50.381005442], [-94.5931743, 6.740224373]]",8
"[[(51875304.88, 52258240.43), (35.24, 36.39), (-99.64, -92.82)]]",8,"[[51480375.0, 54173030.0], [34.1017862336, 37.80985766], [-122.2118430236, 6.740224373]]",4
"[[(49655937.47, 50104042.83), (38.77, 39.91), (-12.14, -8.19)]]",4,"[[41050144.0, 50388181.0], [34.0626590583, 50.381005442], [-118.28350965, 6.740224373]]",63
"[[(50796275.18, 50814970.47), (34.06, 35.1), (-118.99, -115.27)]]",1,"[[41050144.0, 50885836.0], (30.2015573297, 50.381005442), (-122.4271774292, 6.740224373)]",500
"[[(42631202.94, 43045604.61), (37.29, 38.46), (-88.17, -84.54)]]",8,"[[41050144.0, 50382548.0], [34.1675683167, 38.9852462167], [-118.2270631833, 6.740224373]]",4
"[[(42143795.14, 42482249.02), (48.47, 49.51), (-104.11, -98.02)]]",8,"[[41050144.0, 46376561.0], [39.1933075167, 50.381005442], [-118.28350965, -94.5931743]]",4
"[[(46481070.18, 46975463.04), (43.16, 44.17), (-52.85, -50.92)]]",8,"[[45286384.0, 50388181.0], [38.9852462167, 45.95037652], [-94.5931743, 6.740224373]]",4
"[[(46249324.26, 46312781.92), (45.31, 46.47), (-29.94, -27.32)]]",7,"[[45286384.0, 50388181.0], [38.9852462167, 50.381005442], [-94.5931743, 6.740224373]]",8
"[[(47276429.11, 47286004.41), (42.55, 43.58), (-65.85, -64.54)]]",8,"[[45286384.0, 50388181.0], [38.9852462167, 45.95037652], [-94.5931743, 6.740224373]]",4
"[[(51811201.42, 52198921.72), (44.58, 45.65), (-56.13, -52.32)]]",8,"[[51294182.0, 53141823.0], [40.7484436586, 50.381005442], [-73.9968681335, 6.740224373]]",4
"[[(41636974.06, 41662847.05), (33.62, 34.75), (-89.26, -87.76)]]",1,"[[41050144.0, 50885836.0], (30.2015573297, 50.381005442), (-122.4271774292, 6.740224373)]",500
"[[(51646113.17, 52111542.16), (33.92, 35.12), (-85.69, -82.7)]]",1,"[[50885836.0, 54173030.0], (30.2015573297, 50.381005442), (-122.4271774292, 6.740224373)]",500
"[[(43643663.92, 43831792.54), (39.48, 40.59), (-26.03, -20.9)]]",8,"[[41050144.0, 45286384.0], [38.9852462167, 48.419669031], [-94.5931743, 6.740224373]]",4
"[[(53091849.06, 53184510.86), (31.45, 32.47), (-93.29, -85.89)]]",8,"[[51936740.0, 53450343.0], [30.2679095833, 33.83200795], [-97.7585805953, 6.740224373]]",5
"[[(45594247.23, 45606059.62), (36.81, 37.85), (-53.48, -49.73)]]",8,"[[41050144.0, 50382548.0], [34.1675683167, 38.9852462167], [-118.2270631833, 6.740224373]]",4
"[[(43124632.29, 43350768.25), (45.29, 46.49), (-52.6, -49.78)]]",8,"[[41050144.0, 45286384.0], [38.9852462167, 48.419669031], [-94.5931743, 6.740224373]]",4
"[[(42566354.83, 43065022.36), (37.26, 38.46), (-11.96, -5.32)]]",8,"[[41050144.0, 50382548.0], [34.1675683167, 38.9852462167], [-118.2270631833, 6.740224373]]",4
"[[(48054133.58, 48134618.07), (47.88, 48.94), (-25.65, -21.46)]]",8,"[[45286384.0, 50388181.0], [45.95037652, 50.381005442], [-94.5931743, 6.740224373]]",4
"[[(50062300.51, 50813100.06), (44.94, 46.02), (-43.66, -38.59)]]",3,"[[41050144.0, 50885836.0], [34.0626590583, 50.381005442], [-118.28350965, 6.740224373]]",126
"[[(50972144.74, 51206753.55), (48.09, 49.26), (-88.46, -86.26)]]",8,"[[50949400.0, 51294182.0], [34.1019380093, 50.381005442], [-118.3211445667, 6.740224373]]",4
"[[(41183188.26, 41660608.54), (41.46, 42.66), (-76.66, -73.73)]]",8,"[[41050144.0, 45286384.0], [38.9852462167, 48.419669031], [-94.5931743, 6.740224373]]",4
"[[(52558698.77, 53235639.76), (42.74, 43.86), (-47.47, -40.82)]]",6,"[[51294182.0, 54173030.0], [37.80985766, 50.381005442], [-73.9968681335, 6.740224373]]",16
"[[(45266318.75, 45327460.6), (36.31, 37.39), (-57.47, -53.06)]]",8,"[[41050144.0, 50382548.0], [34.1675683167, 38.9852462167], [-118.2270631833, 6.740224373]]",4
"[[(50200251.98, 50673244.68), (49.01, 50.18), (-120.3, -114.44)]]",2,"[[41050144.0, 50885836.0], [34.0626590583, 50.381005442], (-122.4271774292, 6.740224373)]",251
"[[(50913744.94, 51460690.55), (45.79, 46.8), (-36.82, -32.31)]]",3,"[[50885836.0, 54173030.0], [34.0806626667, 50.381005442], [-122.3138004541, 6.740224373]]",126
"[[(51444517.81, 52140751.23), (38.59, 39.77), (-114.59, -107.24)]]",9,"[[51294182.0, 53127948.0], [37.8247770415, 50.381005442], [-122.3138004541, -74.0119528667]]",3
"[[(42059550.75, 42402614.5), (40.24, 41.39), (-113.49, -111.43)]]",8,"[[41050144.0, 46376561.0], [39.1933075167, 50.381005442], [-118.28350965, -94.5931743]]",4
"[[(52437628.64, 52489411.14), (30.23, 31.27), (-77.13, -75.84)]]",7,"[[51936740.0, 53450343.0], [30.2015573297, 33.83200795], [-97.7585805953, 6.740224373]]",8
"[[(43469977.4, 44179507.25), (35.99, 37.19), (-86.87, -80.58)]]",8,"[[41050144.0, 50382548.0], [34.1675683167, 38.9852462167], [-118.2270631833, 6.740224373]]",4
"[[(52309511.8, 52330938.29), (49.08, 50.08), (-20.48, -14.16)]]",8,"[[51294182.0, 53141823.0], [40.7484436586, 50.381005442], [-73.9968681335, 6.740224373]]",4
"[[(45376944.14, 45589659.84), (30.87, 31.95), (-75.95, -72.32)]]",9,"[[44668938.0, 47487115.0], [30.269767797, 34.0626590583], [-97.73175715, 6.740224373]]",3
"[[(41970113.91, 42629929.04), (47.75, 48.93), (-93.06, -90.94)]]",7,"[[41050144.0, 45286384.0], [38.9852462167, 50.381005442], [-94.5931743, 6.740224373]]",8
