BRC Query,Data Size
"[22.237060287863084, 15.45491153269053, 29.796892936177098, 22.641359320296182]",49
"[22.92064316724853, 8.3027062508009, 27.977560846220296, 14.332472402413732]",30
"[14.522763030998068, 0.13295855861513373, 20.47706731022541, 7.3068118451578155]",42
"[18.584104275180504, 10.13612940485486, 23.778310841981224, 11.581930512343144]",5
"[6.23931213153847, 9.94472988095731, 9.82374479282331, 11.574647851260302]",6
"[7.127834052235003, 16.012337052356354, 14.491271830810252, 18.272901448304875]",14
"[10.649265735223349, 3.7927354261393327, 13.682024399358488, 11.008149237820176]",24
"[18.33553001207642, 22.842020758999237, 22.749738566967757, 28.498982293074988]",24
"[16.40119654021025, 19.182854408116146, 17.769325383005974, 21.22182856052204]",2
"[20.507070981094863, 11.507379255512593, 25.284166402147346, 13.36347787194625]",10
"[1.4515480334678932, 4.185359813839974, 7.29920732894923, 9.382402387723406]",30
"[12.946389690466699, 22.654300417319813, 15.601287864979547, 23.849393352264837]",3
"[22.18367039449106, 8.646362189466734, 27.955025518885282, 12.835389723009397]",20
"[7.768022198756383, 3.9209223543590768, 13.271062233069134, 7.714819379722223]",24
"[1.4516066255718212, 20.23969049548148, 7.144170954995426, 23.198887846213257]",18
"[9.380265201077208, 12.355175478973303, 12.980389400562832, 17.031375016052884]",15
"[17.305698111062675, 7.523337083535288, 22.311900001203192, 15.386899265619443]",40
"[2.5949555466989973, 15.925061314620983, 4.258828681627538, 22.79235642340003]",14
"[22.451442286415016, 13.247070501564552, 26.136287720016732, 19.43829065733401]",24
"[12.107199626474248, 18.242079672680948, 15.067716821914697, 24.113100412926773]",18
"[20.393682646450063, 11.230172918878674, 21.901485154082017, 17.82279267229617]",6
"[2.446915138457434, 22.288164769592985, 9.026158965551073, 29.077240495790726]",49
"[1.068673322764087, 21.119781055948422, 2.5438167326338013, 27.547105206164638]",6
"[21.228879912478515, 14.521412296278186, 24.228323463118144, 15.751137310056109]",3
"[10.517585310462849, 6.5340905240338305, 15.357359093369535, 13.678171293733083]",35
"[16.233259304402043, 9.264662172794672, 19.94980807656337, 15.20322786118787]",18
"[6.698022056226038, 4.814213387111681, 10.800064937809733, 12.25911557600921]",32
"[14.321198320212785, 7.215739976009221, 16.067592078840445, 8.303753951379182]",2
"[8.291408616307777, 16.39290950230579, 13.7870952919332, 19.942430860121878]",15
"[18.362812256473827, 6.9995018138456055, 21.76909713359343, 11.776073176742296]",15
"[12.95678796414682, 10.371008563563757, 20.987444428408747, 18.391249473690724]",64
"[14.277827928413265, 18.437849317011672, 16.11839096842152, 20.70065727633505]",4
"[10.133751634190846, 5.5779886098074885, 11.886589624353112, 10.178345997901623]",5
"[6.895281119755376, 14.82283379536398, 8.385240228082482, 22.06872739157923]",16
"[3.3711699811665037, 8.778453205269564, 5.591626132441073, 10.489809938176352]",4
"[7.832157589300024, 4.306310177890955, 14.224817206395606, 9.587241819915164]",35
"[6.77928924310344, 8.07750166883448, 13.29734693897176, 15.837478245481826]",49
"[22.935503456710336, 13.732731911771927, 26.467575683697056, 21.544702195672883]",32
"[5.653793234195769, 9.759200855945526, 8.528343771597342, 10.77078499859855]",3
"[5.512864437635045, 6.416328007141679, 12.996967692530355, 9.80881156832782]",21
"[15.63672571810979, 10.452636535675818, 18.806827935505503, 16.957767830522087]",18
"[1.7037712097869606, 18.906654823437062, 7.245310478752614, 26.256120034414973]",48
"[22.523926145447042, 3.000067621667177, 26.078313743840354, 8.726995897032552]",20
"[19.676966229505968, 15.2658538747526, 27.19099544020309, 19.067172598951593]",32
"[7.399642952100495, 12.452986478375468, 10.821461179527187, 19.20695759982098]",21
"[7.935763325121578, 11.075180139825509, 15.896755059988163, 16.628546415447765]",40
"[7.729114754801694, 4.124433215378113, 15.739089233430722, 11.35327766430572]",56
"[21.138416123232624, 4.228854242108192, 24.30380654440825, 6.650109895694814]",6
"[10.734882330879968, 16.529700261810458, 15.18665487289617, 18.509691869456507]",10
"[20.327363608846415, 10.553561877137138, 24.102926819875535, 16.43165035598068]",24
"[11.996517908550635, 6.0500187850152365, 13.420746355126226, 7.407977009893446]",2
"[11.09885127340281, 15.854403066292761, 14.387017604522924, 21.332338536460668]",18
"[19.849522688015163, 17.72172667535445, 21.26257101953846, 24.21983105826228]",14
"[15.359839182061508, 9.444400229056019, 19.158434806131165, 17.073999373494324]",32
"[10.915115046484052, 15.600357456431071, 13.734192375766515, 16.92297111238262]",3
"[0.548512444077534, 15.352894664451005, 2.063803606021523, 16.510526411934432]",2
